hg19	hg38	circBase	circAtlas	circBank	ArrayStar	HGNC	strand	spliced_length	circBase_type	CSCD_type	algorithm
chr8:143381846-143399995	chr8:142300485-142318634	hsa_circ_0085800	hsa-TSNARE1_000002,hsa-TSNARE1_0002	hsa_circTSNARE1_012	ASCRP3009476	TSNARE1	-	397	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:143412261-143413192	chr8:142330900-142331831	hsa_circ_0005256	hsa-TSNARE1_000001,hsa-TSNARE1_0005	hsa_circTSNARE1_010	ASCRP3007019	TSNARE1	-	148	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:143412261-143427253	chr8:142330900-142345892	hsa_circ_0004423	hsa-TSNARE1_000004,hsa-TSNARE1_0007	hsa_circTSNARE1_007	ASCRP3010140	TSNARE1	-	805	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:143412261-143436124	chr8:142330900-142354763	hsa_circ_0085803	hsa-TSNARE1_000009,hsa-TSNARE1_0009	hsa_circTSNARE1_002	ASCRP3013046	TSNARE1	-	932	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:143425326-143427253	chr8:142343965-142345892	hsa_circ_0006060	hsa-TSNARE1_000003,hsa-TSNARE1_0001	hsa_circTSNARE1_006	ASCRP3008368	TSNARE1	-	657	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:144547886-144557755	chr8:143465716-143475585	hsa_circ_0008835	hsa-ZC3H3_0002	hsa_circZC3H3_004	ASCRP3011626	ZC3H3	-	592	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:144771373-144772293	chr8:143689203-143690123	hsa_circ_0006566	hsa-ZNF707_000002,hsa-ZNF707_0002	hsa_circZNF707_005	ASCRP3004771	ZNF707	+	165	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:145215872-145218751	chr8:144160969-144163848	hsa_circ_0085976	hsa-MROH1_0009	hsa_circHEATR7A_001	ASCRP3007337	HEATR7A,MROH1	+	198	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:145223197-145255444	chr8:144168294-144200541	hsa_circ_0001832	hsa-MROH1_000010,hsa-MROH1_0010	hsa_circHEATR7A_004	ASCRP3001802	HEATR7A,MROH1	+	1119	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:145245686-145255444	chr8:144190783-144200541	hsa_circ_0001833	hsa-MROH1_000001,hsa-MROH1_0002	hsa_circHEATR7A_008	ASCRP3007871	HEATR7A,MROH1	+	579	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:145737774-145738154	chr8:144512391-144512771	hsa_circ_0007787	hsa-RECQL4_0001	hsa_circRECQL4_014	ASCRP3006586	RECQL4	-	300	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:145806229-145806661	chr8:144580845-144581277	hsa_circ_0086154	hsa-ARHGAP39_000004,hsa-ARHGAP39_0003	hsa_circARHGAP39_003	ASCRP3005776	ARHGAP39	-	432	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:15480588-15531345	chr8:15623079-15673836	hsa_circ_0083390	hsa-TUSC3_000026,hsa-TUSC3_0002	hsa_circTUSC3_004	ASCRP3010968	TUSC3	+	660	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:15508205-15519805	chr8:15650696-15662296	hsa_circ_0083391	hsa-TUSC3_0004	hsa_circTUSC3_006	ASCRP3008439	TUSC3	+	400	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:15508205-15531345	chr8:15650696-15673836	hsa_circ_0006410	hsa-TUSC3_000025,hsa-TUSC3_0001	hsa_circTUSC3_007	ASCRP3011259	TUSC3	+	490	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:17123415-17126465	chr8:17265906-17268956	hsa_circ_0008592	hsa-VPS37A_000029,hsa-VPS37A_0001	hsa_circVPS37A_001	ASCRP3013465	VPS37A	+	291	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:17125766-17143936	chr8:17268257-17286427	hsa_circ_0008555	hsa-VPS37A_000001,hsa-VPS37A_0019	hsa_circVPS37A_006	ASCRP3013376	VPS37A	+	994	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:17137883-17143936	chr8:17280374-17286427	hsa_circ_0083423	hsa-VPS37A_000002,hsa-VPS37A_0008	hsa_circVPS37A_008	ASCRP3000509	VPS37A	+	294	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:17446976-17447274	chr8:17589467-17589765	hsa_circ_0003134	hsa-PDGFRL_000001,hsa-PDGFRL_0001	hsa_circPDGFRL_001	ASCRP3010977	PDGFRL	+	298	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:17532694-17542051	chr8:17675185-17684542	hsa_circ_0083439	hsa-MTUS1_000002,hsa-MTUS1_0001	hsa_circMTUS1_009	ASCRP3005998	MTUS1	-	282	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:17601112-17613470	chr8:17743603-17755961	hsa_circ_0083444	hsa-MTUS1_000006,hsa-MTUS1_0016	hsa_circMTUS1_002	ASCRP3002266	MTUS1	-	2441	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:17868745-17869336	chr8:18011236-18011827	hsa_circ_0083465	hsa-PCM1_000014,hsa-PCM1_0058	hsa_circPCM1_052	ASCRP3005380	PCM1	+	291	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:1824736-1833873	chr8:1876570-1885707	hsa_circ_0005132	hsa-ARHGEF10_000001,hsa-ARHGEF10_0001	hsa_circARHGEF10_013	ASCRP3011219	AC019257.8,ARHGEF10	+	503	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:18622958-18662408	chr8:18765448-18804898	hsa_circ_0002111	hsa-PSD3_000005,hsa-PSD3_0019	hsa_circPSD3_018	ASCRP3009846	PSD3	-	538	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:18656804-18662408	chr8:18799294-18804898	hsa_circ_0004458	hsa-PSD3_000003,hsa-PSD3_0018	hsa_circPSD3_017	ASCRP3006806	PSD3	-	448	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:18725183-18730243	chr8:18867673-18872733	hsa_circ_0136098	hsa-PSD3_000069,hsa-PSD3_0001	hsa_circPSD3_004	ASCRP3011655	PSD3	-	1504	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:21832180-21834032	chr8:21974669-21976521	hsa_circ_0083530	hsa-XPO7_0002	hsa_circXPO7_023	ASCRP3012337	XPO7	+	271	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:22054192-22054933	chr8:22196679-22197420	hsa_circ_0002075	hsa-BMP1_000001,hsa-BMP1_0002	hsa_circBMP1_007	ASCRP3011311	BMP1	+	342	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:22332466-22333137	chr8:22474953-22475624	hsa_circ_0083619	hsa-PPP3CC_000001,hsa-PPP3CC_0001	hsa_circPPP3CC_001	ASCRP3011077	PPP3CC	+	323	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:25101189-25132957	chr8:25243673-25275441	hsa_circ_0007190	hsa-DOCK5_0066	hsa_circDOCK5_004	ASCRP3005252	DOCK5	+	181	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:25156459-25158173	chr8:25298943-25300657	hsa_circ_0004219	hsa-DOCK5_000006,hsa-DOCK5_0006	hsa_circDOCK5_013	ASCRP3002192	DOCK5	+	240	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:25156459-25159970	chr8:25298943-25302454	hsa_circ_0083694	hsa-DOCK5_000002,hsa-DOCK5_0010	hsa_circDOCK5_014	ASCRP3001068	DOCK5	+	370	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:25230074-25232170	chr8:25372558-25374654	hsa_circ_0083722	hsa-DOCK5_000001,hsa-DOCK5_0002	hsa_circDOCK5_044	ASCRP3013092	DOCK5	+	292	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:25265498-25266456	chr8:25407982-25408940	hsa_circ_0007618	hsa-DOCK5_000003,hsa-DOCK5_0009	hsa_circDOCK5_053	ASCRP3001377	DOCK5	+	311	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:26248758-26265892	chr8:26391242-26408376	hsa_circ_0002131	hsa-BNIP3L_000001,hsa-BNIP3L_0001	hsa_circBNIP3L_003	ASCRP3012703	BNIP3L	+	511	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:27151596-27151827	chr8:27294079-27294310	hsa_circ_0083756	hsa-TRIM35_000001,hsa-TRIM35_0002	hsa_circTRIM35_003	ASCRP3001954	TRIM35	-	231	exonic	Exon	circexplorer2,circrna_finder,ciri,find_circ
chr8:27151596-27156076	chr8:27294079-27298559	hsa_circ_0083757	hsa-TRIM35_000002,hsa-TRIM35_0001	hsa_circTRIM35_002	ASCRP3004214	TRIM35	-	327	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:27179918-27183198	chr8:27322401-27325681	hsa_circ_0136231	hsa-PTK2B_000003,hsa-PTK2B_0003	hsa_circPTK2B_003	ASCRP3009103	PTK2B	+	376	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:27382878-27394372	chr8:27525361-27536855	hsa_circ_0083766	hsa-EPHX2_000001,hsa-EPHX2_0001	hsa_circEPHX2_002	ASCRP3003409	EPHX2	+	184	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:27995214-28019595	chr8:28137697-28162078	hsa_circ_0083789	hsa-ELP3_000003,hsa-ELP3_0003	hsa_circELP3_014	ASCRP3012640	ELP3	+	661	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:28013458-28019595	chr8:28155941-28162078	hsa_circ_0001785	hsa-ELP3_000001,hsa-ELP3_0006	hsa_circELP3_016	ASCRP3002860	ELP3	+	467	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:28570973-28575724	chr8:28713456-28718207	hsa_circ_0003885	hsa-EXTL3_000001,hsa-EXTL3_0005	hsa_circEXTL3_006	ASCRP3006487	EXTL3	+	2717	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:28595035-28600731	chr8:28737518-28743214	hsa_circ_0005411	hsa-EXTL3_0002	hsa_circEXTL3_018	ASCRP3004692	EXTL3	+	274	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:28654060-28671129	chr8:28796543-28813612	hsa_circ_0136269	hsa-INTS9_0015	hsa_circINTS9_009	ASCRP3008675	INTS9	-	368	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:28669843-28671129	chr8:28812326-28813612	hsa_circ_0083815	hsa-INTS9_0002	hsa_circINTS9_008	ASCRP3000259	INTS9	-	256	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:28692808-28695293	chr8:28835291-28837776	hsa_circ_0083818	hsa-INTS9_0005	hsa_circINTS9_006	ASCRP3006127	INTS9	-	227	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:28821327-28828036	chr8:28963810-28970519	hsa_circ_0083822	hsa-HMBOX1_000009,hsa-HMBOX1_0006	hsa_circHMBOX1_002	ASCRP3007754	HMBOX1	+	557	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:28821327-28837673	chr8:28963810-28980156	hsa_circ_0001995	hsa-HMBOX1_000002,hsa-HMBOX1_0014	hsa_circHMBOX1_003	ASCRP3008342	HMBOX1	+	643	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:28827559-28828036	chr8:28970042-28970519	hsa_circ_0083824	hsa-HMBOX1_000037,hsa-HMBOX1_0002	hsa_circHMBOX1_006	ASCRP3000257	HMBOX1	+	477	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:29927157-29927575	chr8:30069641-30070059	hsa_circ_0004283	NA	hsa_circTMEM66_005	ASCRP3005200	SARAF,TMEM66	-	418	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:29927157-29931571	chr8:30069641-30074055	hsa_circ_0083834	hsa-SARAF_0001	hsa_circTMEM66_004	ASCRP3007161	SARAF,TMEM66	-	597	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:30032600-30038146	chr8:30175084-30180630	hsa_circ_0006863	hsa-DCTN6_000001,hsa-DCTN6_0001	hsa_circDCTN6_003	ASCRP3010174	DCTN6	+	386	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:30034641-30038146	chr8:30177125-30180630	hsa_circ_0001786	hsa-DCTN6_000002,hsa-DCTN6_0002	hsa_circDCTN6_007	ASCRP3009140	DCTN6	+	280	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:30332294-30336893	chr8:30474778-30479377	hsa_circ_0007409	hsa-RBPMS_000001,hsa-RBPMS_0001	hsa_circRBPMS_002	ASCRP3003445	RBPMS	+	180	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:30332294-30361953	chr8:30474778-30504436	hsa_circ_0006539	hsa-RBPMS_000002,hsa-RBPMS_0002	hsa_circRBPMS_003	ASCRP3006372	RBPMS	+	331	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:30557597-30560757	chr8:30700080-30703240	hsa_circ_0083861	hsa-GSR_000002,hsa-GSR_0010	hsa_circGSR_011	ASCRP3000778	GSR	-	203	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:30565588-30569605	chr8:30708071-30712088	hsa_circ_0083866	hsa-GSR_000004,hsa-GSR_0002	hsa_circGSR_002	ASCRP3009106	GSR	-	186	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:32453345-32474403	chr8:32595827-32616885	hsa_circ_0007279	hsa-NRG1_000001,hsa-NRG1_0001	hsa_circNRG1_018	ASCRP3009926	NRG1	+	402	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:35406809-35425759	chr8:35549291-35568241	hsa_circ_0083913	hsa-UNC5D_0008	hsa_circUNC5D_018	ASCRP3005409	UNC5D	+	363	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:37623043-37623873	chr8:37765525-37766355	hsa_circ_0001788	hsa-PROSC_000001,hsa-PROSC_0001	hsa_circPROSC_002	ASCRP3001643	PLPBP,PROSC	+	220	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:37727937-37735069	chr8:37870419-37877551	hsa_circ_0005630	hsa-RAB11FIP1_000002,hsa-RAB11FIP1_0001	hsa_circRAB11FIP1_004	ASCRP3001579	RAB11FIP1	-	3262	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:37732032-37735069	chr8:37874514-37877551	hsa_circ_0083946	hsa-RAB11FIP1_000004,hsa-RAB11FIP1_0004	hsa_circRAB11FIP1_003	ASCRP3001881	RAB11FIP1	-	1251	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:37734626-37735069	chr8:37877108-37877551	hsa_circ_0001789	hsa-RAB11FIP1_000001,hsa-RAB11FIP1_0002	hsa_circRAB11FIP1_002	ASCRP3002940	RAB11FIP1	-	443	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:37967896-37968351	chr8:38110378-38110833	hsa_circ_0083952	hsa-ASH2L_000005,hsa-ASH2L_0027	hsa_circASH2L_007	ASCRP3002416	ASH2L	+	184	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:37971709-37974243	chr8:38114191-38116725	hsa_circ_0083957	hsa-ASH2L_0015	hsa_circASH2L_014	ASCRP3001001	ASH2L	+	268	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:37971709-37976881	chr8:38114191-38119363	hsa_circ_0001790	hsa-ASH2L_000034,hsa-ASH2L_0010	hsa_circASH2L_015	ASCRP3007888	ASH2L	+	362	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:37971709-37978667	chr8:38114191-38121149	hsa_circ_0006302	hsa-ASH2L_000035,hsa-ASH2L_0001	hsa_circASH2L_016	ASCRP3004156	ASH2L	+	580	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:37976787-37978667	chr8:38119269-38121149	hsa_circ_0083960	hsa-ASH2L_0012	hsa_circASH2L_023	ASCRP3005851	ASH2L	+	312	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:37985808-37986469	chr8:38128290-38128951	hsa_circ_0083964	hsa-ASH2L_000009,hsa-ASH2L_0002	hsa_circASH2L_028	ASCRP3004959	ASH2L	+	362	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:38205014-38205733	chr8:38347496-38348215	hsa_circ_0083996	hsa-WHSC1L1_000003,hsa-WHSC1L1_0003	hsa_circWHSC1L1_001	ASCRP3003793	NSD3,WHSC1L1	-	719	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:38287199-38287466	chr8:38429681-38429948	hsa_circ_0008016	hsa-FGFR1_000001,hsa-FGFR1_0001	hsa_circFGFR1_007	ASCRP3010803	FGFR1	-	267	exonic	Exon	circexplorer2,circrna_finder,ciri,find_circ
chr8:38677039-38678153	chr8:38819521-38820635	hsa_circ_0003316	hsa-TACC1_000002,hsa-TACC1_0004	hsa_circTACC1_004	ASCRP3001322	TACC1	+	1114	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:38801306-38803739	chr8:38943788-38946221	hsa_circ_0084021	hsa-PLEKHA2_000005,hsa-PLEKHA2_0003	hsa_circPLEKHA2_006	ASCRP3008865	PLEKHA2	+	147	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:38879161-38880844	chr8:39021642-39023325	hsa_circ_0001791	hsa-ADAM9_000004,hsa-ADAM9_0006	hsa_circADAM9_010	ASCRP3004701	ADAM9	+	242	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:38947565-38948865	chr8:39090046-39091346	hsa_circ_0084051	hsa-ADAM9_000003,hsa-ADAM9_0005	hsa_circADAM9_022	ASCRP3010309	ADAM9	+	230	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:41466934-41469511	chr8:41609415-41611992	hsa_circ_0136537	hsa-GPAT4_0009	hsa_circAGPAT6_006	ASCRP3004607	AGPAT6,GPAT4	+	536	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:41518947-41519459	chr8:41661429-41661941	hsa_circ_0001792	hsa-ANK1_000011,hsa-ANK1_0002	hsa_circANK1_015	ASCRP3011586	ANK1	-	201	exonic	Exon	circexplorer2,circrna_finder,ciri,find_circ
chr8:41905895-41907225	chr8:42048377-42049707	hsa_circ_0002754	hsa-KAT6A_000026,hsa-KAT6A_0005	hsa_circKAT6A_001	ASCRP3006423	KAT6A	-	1057	exonic	Exon	circexplorer2,circrna_finder,ciri,find_circ
chr8:42259305-42260979	chr8:42401787-42403461	hsa_circ_0005927	hsa-VDAC3_000002,hsa-VDAC3_0002	hsa_circVDAC3_011	ASCRP3012426	VDAC3	+	379	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:42294506-42295095	chr8:42436988-42437577	hsa_circ_0084125	hsa-SLC20A2_000011,hsa-SLC20A2_0025	hsa_circSLC20A2_019	ASCRP3000866	SLC20A2	-	589	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:42294506-42323435	chr8:42436988-42465917	hsa_circ_0001795	hsa-SLC20A2_000019,hsa-SLC20A2_0016	hsa_circSLC20A2_012	ASCRP3000867	SLC20A2	-	1234	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:42317413-42323435	chr8:42459895-42465917	hsa_circ_0008015	hsa-SLC20A2_000010,hsa-SLC20A2_0003	hsa_circSLC20A2_009	ASCRP3005875	SLC20A2	-	324	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:42317413-42330172	chr8:42459895-42472654	hsa_circ_0009161	hsa-SLC20A2_000001,hsa-SLC20A2_0001	hsa_circSLC20A2_005	ASCRP3005874	SLC20A2	-	877	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:42401611-42403923	chr8:42546468-42548780	hsa_circ_0136575	hsa-SMIM19_000001,hsa-SMIM19_0001	hsa_circC8orf40_001	ASCRP3000617	C8orf40,SMIM19	+	263	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:42716887-42743014	chr8:42861744-42887871	hsa_circ_0084135	hsa-RNF170_000001,hsa-RNF170_0001	hsa_circRNF170_009	ASCRP3008854	RNF170	-	514	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:42720558-42729149	chr8:42865415-42874006	hsa_circ_0084137	hsa-RNF170_0012	hsa_circRNF170_011	ASCRP3012453	RNF170	-	259	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:42725146-42729149	chr8:42870003-42874006	hsa_circ_0084140	hsa-RNF170_0006	hsa_circRNF170_010	ASCRP3005507	RNF170	-	185	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:42812236-42819617	chr8:42957093-42964474	hsa_circ_0006376	hsa-HOOK3_0001,hsa-HOOK3_000116	hsa_circHOOK3_045	ASCRP3012076	HOOK3	+	311	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:42914234-42919358	chr8:43059091-43064215	hsa_circ_0001796	hsa-RP11-598P20_000001,hsa-RP11-598P20_0003	hsa_circFNTA_005	ASCRP3012185	AC110275.1,FNTA	+	201	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:42914234-42927450	chr8:43059091-43072307	hsa_circ_0084170	hsa-RP11-598P20_0001	hsa_circFNTA_007	ASCRP3003446	AC110275.1,FNTA	+	433	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:42914234-42938323	chr8:43059091-43083180	hsa_circ_0084172	hsa-FNTA_000008,hsa-FNTA_0007	hsa_circFNTA_009	ASCRP3010725	FNTA	+	645	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:42919243-42932507	chr8:43064100-43077364	hsa_circ_0008397	hsa-FNTA_0009	hsa_circFNTA_016	ASCRP3011066	FNTA	+	496	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:42924697-42927450	chr8:43069554-43072307	hsa_circ_0005847	hsa-RP11-598P20_000003,hsa-RP11-598P20_0005	hsa_circFNTA_018	ASCRP3002853	AC110275.1,FNTA	+	232	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:48196616-48206619	chr8:47284027-47294030	hsa_circ_0002157	hsa-SPIDR_000078,hsa-SPIDR_0020	hsa_circKIAA0146_004	ASCRP3008082	SPIDR	+	336	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:48308935-48320523	chr8:47396375-47407961	hsa_circ_0001798	hsa-SPIDR_000001,hsa-SPIDR_0004	hsa_circKIAA0146_012	ASCRP3011724	SPIDR	+	352	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:48320422-48353104	chr8:47407860-47440542	hsa_circ_0002003	hsa-SPIDR_000004,hsa-SPIDR_0007	hsa_circKIAA0146_014	ASCRP3006992	SPIDR	+	321	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:48508372-48511758	chr8:47595810-47599196	hsa_circ_0004511	hsa-SPIDR_000005,hsa-SPIDR_0006	hsa_circKIAA0146_017	ASCRP3009249	SPIDR	+	447	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:48612964-48614577	chr8:47700402-47702015	hsa_circ_0001799	hsa-SPIDR_000002,hsa-SPIDR_0005	hsa_circKIAA0146_022	ASCRP3013403	SPIDR	+	292	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:48769716-48805947	chr8:47857155-47893387	hsa_circ_0084353	hsa-PRKDC_0110	hsa_circPRKDC_159	ASCRP3003989	PRKDC	-	3010	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:48817428-48842572	chr8:47904868-47930012	hsa_circ_0084429	hsa-PRKDC_0143	hsa_circPRKDC_104	ASCRP3010004	PRKDC	-	1150	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:48866179-48869991	chr8:47953619-47957431	hsa_circ_0084464	hsa-PRKDC_000001,hsa-PRKDC_0001	hsa_circPRKDC_010	ASCRP3009832	PRKDC	-	567	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:48882357-48884028	chr8:47969797-47971468	hsa_circ_0005403	hsa-MCM4_0001	hsa_circMCM4_016	ASCRP3004301	MCM4	+	754	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:51442736-51449368	chr8:50530176-50536808	hsa_circ_0136701	hsa-SNTG1_0008	hsa_circSNTG1_014	ASCRP3005929	SNTG1	+	214	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:52773404-52773806	chr8:51860844-51861246	hsa_circ_0001801	hsa-PCMTD1_000035,hsa-PCMTD1_0002	hsa_circPCMTD1_004	ASCRP3012461	PCMTD1	-	402	exonic	Exon	circexplorer2,circrna_finder,ciri,find_circ
chr8:52773420-52773806	chr8:51860860-51861246	hsa_circ_0001802	hsa-PCMTD1_0003	hsa_circPCMTD1_003	ASCRP3009668	PCMTD1	-	386	exonic	Exon	circexplorer2,circrna_finder,ciri,find_circ
chr8:56854413-56866543	chr8:55941854-55953984	hsa_circ_0001803	hsa-LYN_000017,hsa-LYN_0001	hsa_circLYN_002	ASCRP3009707	LYN	+	795	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:56863017-56866543	chr8:55950458-55953984	hsa_circ_0006022	hsa-LYN_0004	hsa_circLYN_007	ASCRP3009373	LYN	+	506	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:56879273-56882352	chr8:55966714-55969793	hsa_circ_0084552	hsa-LYN_0017	hsa_circLYN_011	ASCRP3013166	LYN	+	260	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:59535778-59555632	chr8:58623219-58643073	hsa_circ_0005722	hsa-NSMAF_000035,hsa-NSMAF_0001	hsa_circNSMAF_002	ASCRP3011830	NSMAF	-	498	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:59851860-59872567	chr8:58939301-58960008	hsa_circ_0006786	hsa-TOX_0001	hsa_circTOX_005	ASCRP3011527	TOX	-	309	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
chr8:61496766-61504528	chr8:60584207-60591969	hsa_circ_0003183	hsa-RAB2A_000009,hsa-RAB2A_0002	hsa_circRAB2A_007	ASCRP3012986	RAB2A	+	288	exonic	Exon,Intron	circexplorer2,circrna_finder,ciri,find_circ
