circbank	hg19	hg38	aliasID	exonNumber	Exons	circType	splicedLength	Assembly	geneID	geneSymbol	bestTranscriptID	Biotype	Tissue	Age	samples	HighConfidence	source
hsa_MAP7_0005100	chr6:136709530-136710655|-	chr6:136388392-136389517|-	"hsa_circ_0130789	hsa_circMAP7_003	hsa-MAP7_0008"	2.0	"136709530-136709648	136710491-136710655"	Exon-Exon	282	hg19	ENSG00000135525.14	MAP7	ENST00000454590.1	protein_coding					
hsa_UTRN_0006800	chr6:144758700-144765518|+	chr6:144437564-144444382|+	hsa-UTRN_0090			Exon-Exon	555	hg19	ENSG00000152818.14	UTRN	ENST00000367545.3	protein_coding					
hsa_UTRN_0018500	chr6:144808683-144814592|+	chr6:144487547-144493456|+	"hsa_circ_0004826	hsa_circUTRN_038	hsa-UTRN_0040"	5.0	"144808683-144808833	144809808-144809970	144811206-144811335	144812064-144812238	144814436-144814592"	Exon-Exon	771	hg19	ENSG00000152818.14	UTRN	ENST00000367545.3	protein_coding					
hsa_UTRN_0018600	chr6:144808683-144832259|+	chr6:144487547-144511123|+	"hsa_circ_0004327	hsa_circUTRN_039	hsa-UTRN_0084"	7.0	"144808683-144808833	144809808-144809970	144811206-144811335	144812064-144812238	144814436-144814592	144820392-144820563	144832079-144832259"	Exon-Exon	1122	hg19	ENSG00000152818.14	UTRN	ENST00000367545.3	protein_coding					
hsa_UTRN_0028400	chr6:144858717-144860579|+	chr6:144537581-144539443|+	"hsa_circ_0001647	hsa_circUTRN_064	hsa-UTRN_0042"	2.0	"144858717-144858853	144860429-144860579"	Exon-Exon	286	hg19	ENSG00000152818.14	UTRN	ENST00000367545.3	protein_coding					
hsa_PPIL4_0001700	chr6:149833290-149862722|-	chr6:149512154-149541586|-	"hsa_circ_0131007	hsa_circPPIL4_004	hsa-PPIL4_0001"	11.0	"149833290-149833438	149838489-149838586	149842195-149842307	149846278-149846345	149847787-149847912	149854593-149854710	149855813-149855910	149856731-149856874	149862077-149862195	149862502-149862567	149862654-149862722"	Exon-Exon	1157	hg19	ENSG00000131013.3	PPIL4	ENST00000253329.2	protein_coding					
hsa_LATS1_0003600	chr6:149997395-150016357|-	chr6:149676259-149695221|-	"hsa_circ_0078226	hsa_circLATS1_005	hsa-LATS1_0005"	5.0	"149997395-149997502	149997690-149997873	150001010-150001593	150004214-150005728	150016209-150016357"	Exon-Exon	2535	hg19	ENSG00000131023.8	LATS1	ENST00000543571.1	protein_coding					
hsa_LRP11_0000900	chr6:150147399-150174296|-	chr6:149826263-149853160|-	"hsa_circ_0007771	hsa_circLRP11_006	hsa-LRP11_0001"	5.0	"150147399-150147495	150157220-150157433	150158473-150158599	150164118-150164260	150174138-150174296"	Exon-Exon	735	hg19	ENSG00000120256.5	LRP11	ENST00000239367.2	protein_coding					
hsa_AKAP12_0003100	chr6:151669845-151674887|+	chr6:151348710-151353752|+	"hsa_circ_0078299	hsa_circAKAP12_002	hsa-AKAP12_0001"	1.0	151669845-151674887	Exon-Exon	5042	hg19	ENSG00000131016.12	AKAP12	ENST00000402676.2	protein_coding					
hsa_SYNE1_0037100	chr6:152650864-152653025|-	chr6:152329729-152331890|-	"hsa_circ_0078328	hsa_circSYNE1_022	hsa-SYNE1_0015"	1.0	152650864-152653025	Exon-Exon	2161	hg19	ENSG00000131018.18	SYNE1	ENST00000448038.1	protein_coding					
hsa_TULP4_0011800	chr6:158922709-158925210|+	chr6:158501677-158504178|+	"hsa_circ_0002163	hsa_circTULP4_037	hsa-TULP4_0018"	1.0	158922709-158925210	Exon-Exon	2501	hg19	ENSG00000130338.8	TULP4	ENST00000367097.3	protein_coding					
hsa_MAP3K4_0002300	chr6:161469647-161471011|+	chr6:161048615-161049979|+	"hsa_circ_0078619	hsa_circMAP3K4_006	hsa-MAP3K4_0001"	1.0	161469647-161471011	Exon-Exon	1364	hg19	ENSG00000085511.15	MAP3K4	ENST00000392142.4	protein_coding					
hsa_RP11-517H2.6_0003400	chr6:167435896-167458064|+	chr6:167022408-167044576|+	"hsa_circ_0131305	hsa_circFGFR1OP_011	hsa-RP11-517H2_0001"			Exon-Exon	715	hg19	ENSG00000272980.1	RP11-517H2.6	ENST00000609590.1	retained_intron					
hsa_MLLT4_0001900	chr6:168265230-168281197|+	chr6:167864550-167880517|+	"hsa_circ_0131315	hsa_circMLLT4_004	hsa-MLLT4_0002"	5.0	"168265230-168265426	168271065-168271178	168272893-168273057	168276014-168276175	168281039-168281197"	Exon-Exon	792	hg19	ENSG00000130396.16	MLLT4	ENST00000366806.2	protein_coding					
hsa_NUP153_0008800	chr6:17648037-17649531|-	chr6:17647806-17649300|-	"hsa_circ_0075723	hsa_circNUP153_043	hsa-NUP153_0019"	2.0	"17648037-17648136	17649393-17649531"	Exon-Exon	237	hg19	ENSG00000124789.7	NUP153	ENST00000537253.1	protein_coding					
hsa_NUP153_0014200	chr6:17665469-17676001|-	chr6:17665238-17675770|-	"hsa_circ_0075734	hsa_circNUP153_009	hsa-NUP153_0007"	7.0	"17665469-17665616	17669205-17669259	17669523-17669568	17669660-17669777	17675135-17675264	17675459-17675599	17675752-17676001"	Exon-Exon	881	hg19	ENSG00000124789.7	NUP153	ENST00000537253.1	protein_coding					
hsa_KDM1B_0000500	chr6:18160113-18166609|+	chr6:18159882-18166378|+	"hsa_circ_0001580	hsa_circKDM1B_005	hsa-KDM1B_0004"	4.0	"18160113-18160213	18161557-18161685	18163065-18163155	18166497-18166609"	Exon-Exon	430	hg19	ENSG00000165097.9	KDM1B	ENST00000388870.2	protein_coding					
hsa_DEK_0002400	chr6:18236682-18258636|-	chr6:18236451-18258405|-	"hsa_circ_0075796	hsa_circDEK_005	hsa-DEK_0003"	7.0	"18236682-18236831	18237611-18237747	18249881-18250070	18255961-18256082	18256591-18256686	18258183-18258293	18258534-18258636"	Exon-Exon	902	hg19	ENSG00000124795.10	DEK	ENST00000397239.3	protein_coding					
hsa_DEK_0003800	chr6:18237611-18258636|-	chr6:18237380-18258405|-	"hsa_circ_0131431	hsa_circDEK_004	hsa-DEK_0019"	6.0	"18237611-18237747	18249881-18250070	18255961-18256082	18256591-18256686	18258183-18258293	18258534-18258636"	Exon-Exon	753	hg19	ENSG00000124795.10	DEK	ENST00000397239.3	protein_coding					
hsa_CD2AP_0004700	chr6:47494363-47522502|+	chr6:47526627-47554766|+	hsa-CD2AP_0048			Intron-Exon-Intron	7350	hg19	ENSG00000198087.7	CD2AP	ENST00000359314.5	protein_coding					
hsa_EXOC2_0009100	chr6:592468-599225|-	chr6:592468-599225|-	"hsa_circ_0075436	hsa_circEXOC2_028	hsa-EXOC2_0025"	4.0	"592468-592587	598020-598123	598859-598941	599079-599225"	Exon-Exon	450	hg19	ENSG00000112685.9	EXOC2	ENST00000230449.4	protein_coding					
hsa_RREB1_0006100	chr6:7181356-7189555|+	chr6:7181123-7189322|+	"hsa_circ_0007429	hsa_circRREB1_011	hsa-RREB1_0001"			Exon-Exon	1213	hg19	ENSG00000124782.15	RREB1	ENST00000475946.1	retained_intron					
hsa_SNRNP48_0001200	chr6:7602855-7606428|+	chr6:7602622-7606195|+	"hsa_circ_0001574	hsa_circSNRNP48_002	hsa-SNRNP48_0001"	3.0	"7602855-7602977	7605630-7605719	7606263-7606428"	Exon-Exon	376	hg19	ENSG00000168566.11	SNRNP48	ENST00000342415.5	protein_coding					
hsa_SENP6_0001800	chr6:76331247-76344527|+	chr6:75621531-75634811|+	"hsa_circ_0077078	hsa_circSENP6_004	hsa-SENP6_0017"	4.0	"76331247-76331341	76333615-76333676	76343296-76343442	76344422-76344527"	Exon-Exon	406	hg19	ENSG00000112701.13	SENP6	ENST00000483859.2	protein_coding					
hsa_SENP6_0015600	chr6:76368977-76388643|+	chr6:75659261-75678927|+	"hsa_circ_0132306	hsa_circSENP6_031	hsa-SENP6_0001"	9.0	"76368977-76369123	76372936-76373234	76376427-76376657	76380268-76380436	76385150-76385184	76385575-76385770	76386745-76386972	76388298-76388408	76388526-76388643"	Exon-Exon	1525	hg19	ENSG00000112701.13	SENP6	ENST00000370014.3	protein_coding					
hsa_SENP6_0025200	chr6:76412360-76412788|+	chr6:75702644-75703072|+	"hsa_circ_0001614	hsa_circSENP6_051	hsa-SENP6_0039"	1.0	76412360-76412788	Exon-Exon	428	hg19	ENSG00000112701.13	SENP6	ENST00000370014.3	protein_coding					
hsa_chr6_0636600	chr6:77981056-77983024|-	chr6:77271339-77273307|-	"hsa_circ_0132345	hsa_circ_chr6_00130	hsa-intergenic_000009"	1.0	77981056-77983024	Intergenic-Intergenic	1968	hg19									
hsa_PHIP_0028400	chr6:79752559-79770535|-	chr6:79042842-79060818|-	"hsa_circ_0001615	hsa_circPHIP_008	hsa-PHIP_0001"	3.0	"79752559-79752720	79770194-79770293	79770384-79770535"	Exon-Exon	411	hg19	ENSG00000146247.13	PHIP	ENST00000275034.4	protein_coding					
hsa_UBE3D_0001900	chr6:83667030-83754378|-	chr6:82957311-83044659|-	"hsa_circ_0008236	hsa_circUBE2CBP_004	hsa-UBE3D_0003"	6.0	"83667030-83667169	83728691-83728855	83732171-83732280	83733687-83733757	83748134-83748204	83754146-83754378"	Exon-Exon	784	hg19	ENSG00000118420.12	UBE3D	ENST00000369747.3	protein_coding					
hsa_ME1_0003400	chr6:84055891-84117620|-	chr6:83346172-83407901|-	"hsa_circ_0077216	hsa_circME1_004	hsa-ME1_0002"	4.0	"84055891-84056053	84061782-84061858	84108085-84108235	84117486-84117620"	Exon-Exon	522	hg19	ENSG00000065833.7	ME1	ENST00000369705.3	protein_coding					
hsa_KIAA1009_0003300	chr6:84870530-84872989|-	chr6:84160811-84163270|-	"hsa_circ_0132470	hsa_circKIAA1009_032	hsa-CEP162_0006"	3.0	"84870530-84870635	84871464-84871628	84872862-84872989"	Exon-Exon	396	hg19	ENSG00000135315.7	KIAA1009	ENST00000403245.3	protein_coding					
hsa_SNX14_0023900	chr6:86267693-86284096|-	chr6:85557975-85574378|-	"hsa_circ_0001617	hsa_circSNX14_011	hsa-SNX14_0003"			Exon-Exon	491	hg19	ENSG00000135317.8	SNX14	ENST00000514419.1	protein_coding					
hsa_RP11-459O1.2_0000800	chr6:89008579-89033864|-	chr6:88298860-88324145|-	hsa-RP11-459O1_0001			Intergenic-Exon	304	hg19	ENSG00000234426.1	RP11-459O1.2	ENST00000429137.1	lincRNA					
hsa_EPHB4_0002700	chr7:100417178-100417918|-	chr7:100819556-100820296|-	"hsa_circ_0081534	hsa_circEPHB4_004	hsa-EPHB4_0001"	2.0	"100417178-100417511	100417762-100417918"	Exon-Exon	489	hg19	ENSG00000196411.5	EPHB4	ENST00000358173.3	protein_coding					
hsa_SRPK2_0005700	chr7:104782454-104787105|-	chr7:105142007-105146658|-	"hsa_circ_0081829	hsa_circSRPK2_018	hsa-SRPK2_0007"	4.0	"104782454-104782937	104783530-104783777	104785729-104785755	104786939-104787105"	Exon-Exon	922	hg19	ENSG00000135250.12	SRPK2	ENST00000489828.1	protein_coding					
hsa_PUS7_0002300	chr7:105099614-105135700|-	chr7:105459167-105495253|-	"hsa_circ_0081840	hsa_circPUS7_024	hsa-PUS7_0017"	10.0	"105099614-105099706	105103067-105103197	105105759-105105861	105108783-105108910	105111134-105111295	105112578-105112640	105121498-105121624	105122758-105122887	105131986-105132064	105135588-105135700"	Exon-Exon	1119	hg19	ENSG00000091127.9	PUS7	ENST00000356362.2	protein_coding					
hsa_DUS4L_0001300	chr7:107215632-107217037|+	chr7:107575187-107576592|+	"hsa_circ_0132975	hsa_circDUS4L_005	hsa-DUS4L_0003"	2.0	"107215632-107215755	107216810-107217037"	Exon-Exon	350	hg19	ENSG00000105865.6	DUS4L	ENST00000265720.3	protein_coding					
hsa_GRM8_0004600	chr7:126746549-126883569|-	chr7:127106495-127243515|-	hsa-GRM8_0006	2.0	"126746549-126746766	126882748-126883569"	Exon-Exon	1038	hg19	ENSG00000179603.13	GRM8	ENST00000457830.1	protein_coding					
hsa_GRM8_0005600	chr7:126882748-126883569|-	chr7:127242694-127243515|-	"hsa_circ_0133238	hsa_circGRM8_002	hsa-GRM8_0005"	1.0	126882748-126883569	Exon-Exon	821	hg19	ENSG00000179603.13	GRM8	ENST00000457830.1	protein_coding					
hsa_SND1_0004100	chr7:127344892-127361454|+	chr7:127704838-127721400|+	"hsa_circ_0003655	hsa_circSND1_022	hsa-SND1_0013"	3.0	"127344892-127344999	127347610-127347701	127361340-127361454"	Exon-Exon	312	hg19	ENSG00000197157.6	SND1	ENST00000354725.3	protein_coding					
hsa_TNPO3_0012300	chr7:128655032-128658211|-	chr7:129014978-129018157|-	"hsa_circ_0001741	hsa_circTNPO3_005	hsa-TNPO3_0002"	3.0	"128655032-128655189	128657036-128657110	128658010-128658211"	Exon-Exon	432	hg19	ENSG00000064419.9	TNPO3	ENST00000482320.1	protein_coding					
hsa_NRF1_0007000	chr7:129311268-129367205|+	chr7:129671428-129727365|+	hsa-NRF1_0003			Exon-Exon	1125	hg19	ENSG00000106459.10	NRF1	ENST00000311967.2	protein_coding					
hsa_TMEM209_0001500	chr7:129810239-129818367|-	chr7:130170399-130178527|-	hsa-TMEM209_0001			Exon-Exon	511	hg19	ENSG00000146842.12	TMEM209	ENST00000397622.2	protein_coding					
hsa_MKLN1_0010800	chr7:131060182-131084192|+	chr7:131375423-131399433|+	"hsa_circ_0001746	hsa_circMKLN1_013	hsa-MKLN1_0012"	5.0	"131060182-131060252	131071878-131072021	131073642-131073731	131082025-131082135	131083999-131084192"	Exon-Exon	605	hg19	ENSG00000128585.13	MKLN1	ENST00000421797.2	protein_coding					
hsa_MKLN1_0012600	chr7:131071878-131084192|+	chr7:131387119-131399433|+	"hsa_circ_0001747	hsa_circMKLN1_019	hsa-MKLN1_0001"	4.0	"131071878-131072021	131073642-131073731	131082025-131082135	131083999-131084192"	Exon-Exon	535	hg19	ENSG00000128585.13	MKLN1	ENST00000421797.2	protein_coding					
hsa_TRIM24_0000400	chr7:138147505-138200104|+	chr7:138462760-138515359|+	hsa-TRIM24_0066			Intron-Exon-Intron	41796	hg19	ENSG00000122779.12	TRIM24	ENST00000343526.4	protein_coding					
hsa_C7orf55-LUC7L2_0003800	chr7:139056132-139102475|+	chr7:139371386-139417729|+	hsa-LUC7L2_0006			Exon-Exon	1017	hg19	ENSG00000146963.13	C7orf55-LUC7L2	ENST00000541170.3	protein_coding					
hsa_SLC37A3_0005800	chr7:140055467-140058585|-	chr7:140355667-140358785|-	"hsa_circ_0004069	hsa_circSLC37A3_011	hsa-SLC37A3_0005"	2.0	"140055467-140055564	140058439-140058585"	Exon-Exon	243	hg19	ENSG00000157800.13	SLC37A3	ENST00000464865.1	retained_intron					
hsa_GSTK1_0000500	chr7:142961178-142966036|+	chr7:143264085-143268943|+	hsa-GSTK1_0002			Exon-Exon	1030	hg19	ENSG00000197448.9	GSTK1	ENST00000473649.1	retained_intron					
hsa_EZH2_0010600	chr7:148543561-148544397|-	chr7:148846469-148847305|-	"hsa_circ_0006357	hsa_circEZH2_005	hsa-EZH2_0001"	2.0	"148543561-148543690	148544273-148544397"	Exon-Exon	253	hg19	ENSG00000106462.6	EZH2	ENST00000320356.2	protein_coding					
hsa_AGAP3_0001300	chr7:150814181-150815719|+	chr7:151117094-151118632|+	"hsa_circ_0003027	hsa_circAGAP3_005	hsa-AGAP3_0002"	5.0	"150814181-150814269	150814457-150814543	150814722-150814864	150815296-150815431	150815591-150815719"	Exon-Exon	579	hg19	ENSG00000133612.14	AGAP3	ENST00000335367.3	protein_coding					
hsa_RBM33_0008800	chr7:155499553-155511137|+	chr7:155706859-155718443|+	"hsa_circ_0002094	hsa_circRBM33_027	hsa-RBM33_0002"			Exon-Exon	551	hg19	ENSG00000184863.6	RBM33	ENST00000440108.1	protein_coding					
hsa_LMBR1_0008600	chr7:156549086-156619438|-	chr7:156756392-156826744|-	"hsa_circ_0003511	hsa_circLMBR1_014	hsa-LMBR1_0015"	6.0	"156549086-156549159	156554827-156554892	156555801-156555870	156556362-156556489	156589082-156589186	156619298-156619438"	Exon-Exon	578	hg19	ENSG00000105983.15	LMBR1	ENST00000415428.1	protein_coding					
hsa_LMBR1_0012700	chr7:156619298-156629579|-	chr7:156826604-156836885|-	"hsa_circ_0005939	hsa_circLMBR1_004	hsa-LMBR1_0004"	3.0	"156619298-156619438	156626446-156626486	156629506-156629579"	Exon-Exon	253	hg19	ENSG00000105983.15	LMBR1	ENST00000415428.1	protein_coding					
hsa_ESYT2_0008600	chr7:158552176-158557544|-	chr7:158759485-158764853|-	"hsa_circ_0001776	hsa_circESYT2_032	hsa-ESYT2_0009"	5.0	"158552176-158552272	158552748-158552838	158554186-158554235	158555773-158555856	158557367-158557544"	Exon-Exon	495	hg19	ENSG00000117868.11	ESYT2	ENST00000275418.7	protein_coding					
hsa_MAD1L1_0000600	chr7:1937835-1976533|-	chr7:1898199-1936897|-	"hsa_circ_0079136	hsa_circMAD1L1_028	hsa-MAD1L1_0001"	2.0	"1937835-1938026	1976322-1976533"	Exon-Exon	402	hg19	ENSG00000002822.11	MAD1L1	ENST00000450235.1	protein_coding					
hsa_FAM126A_0004600	chr7:23015828-23023664|-	chr7:22976209-22984045|-	"hsa_circ_0001971	hsa_circFAM126A_008	hsa-FAM126A_0007"	5.0	"23015828-23015924	23016311-23016427	23016959-23017040	23017887-23018067	23023562-23023664"	Exon-Exon	575	hg19	ENSG00000122591.7	FAM126A	ENST00000409923.1	protein_coding					
hsa_EIF3B_0000400	chr7:2400344-2404164|+	chr7:2360709-2364529|+	"hsa_circ_0004869	hsa_circEIF3B_001	hsa-EIF3B_0001"	5.0	"2400344-2400537	2402279-2402399	2402704-2402762	2403266-2403395	2404006-2404164"	Exon-Exon	658	hg19	ENSG00000106263.13	EIF3B	ENST00000431643.1	protein_coding					
hsa_MPP6_0004900	chr7:24663284-24690331|+	chr7:24623665-24650712|+	"hsa_circ_0001685	hsa_circMPP6_020	hsa-MPP6_0003"	4.0	"24663284-24663403	24681334-24681487	24689230-24689383	24690103-24690331"	Exon-Exon	653	hg19	ENSG00000105926.11	MPP6	ENST00000430180.1	protein_coding					
hsa_MPP6_0005300	chr7:24663284-24708279|+	chr7:24623665-24668660|+	"hsa_circ_0001686	hsa_circMPP6_024	hsa-MPP6_0005"	8.0	"24663284-24663403	24681334-24681487	24689230-24689383	24690103-24690331	24703208-24703340	24705206-24705306	24705639-24705708	24708117-24708279"	Exon-Exon	1116	hg19	ENSG00000105926.11	MPP6	ENST00000396475.2	protein_coding					
hsa_HNRNPA2B1_0003700	chr7:26232114-26237486|-	chr7:26192494-26197866|-	hsa-HNRNPA2B1_0010			Exon-Exon	1077	hg19	ENSG00000122566.16	HNRNPA2B1	ENST00000354667.4	protein_coding					
hsa_HIBADH_0006600	chr7:27668989-27689252|-	chr7:27629370-27649633|-	"hsa_circ_0006773	hsa_circHIBADH_002	hsa-HIBADH_0001"	3.0	"27668989-27669111	27671954-27672064	27689091-27689252"	Exon-Exon	393	hg19	ENSG00000106049.4	HIBADH	ENST00000265395.2	protein_coding					
hsa_NT5C3A_0000700	chr7:33055281-33066527|-	chr7:33015669-33026915|-	"hsa_circ_0134149	hsa_circNT5C3A_001	hsa-NT5C3A_0003"	7.0	"33055281-33055482	33057050-33057213	33059246-33059336	33060883-33060969	33061664-33061711	33063650-33063720	33066428-33066527"	Exon-Exon	756	hg19	ENSG00000122643.14	NT5C3A	ENST00000242210.7	protein_coding					
hsa_DPY19L2P1_0002800	chr7:35157359-35184702|-	chr7:35117747-35145090|-	hsa-DPY19L2P1_0008			Exon-Exon	756	hg19	ENSG00000189212.8	DPY19L2P1	ENST00000458672.1	processed_transcript					
hsa_CDK13_0002500	chr7:40027197-40027857|+	chr7:39987598-39988258|+	"hsa_circ_0079929	hsa_circCDK13_005	hsa-CDK13_0005"	1.0	40027197-40027857	Exon-Exon	660	hg19	ENSG00000065883.10	CDK13	ENST00000181839.4	protein_coding					
hsa_PPIA_0000800	chr7:44838346-44839473|+	chr7:44798747-44799874|+	"hsa_circ_0080085	hsa_circPPIA_006	hsa-PPIA_0008"			Exon-Exon	450	hg19	ENSG00000196262.9	PPIA	ENST00000489459.1	protein_coding					
hsa_CCM2_0001200	chr7:45077851-45104245|+	chr7:45038252-45064646|+	"hsa_circ_0080103	hsa_circCCM2_001	hsa-CCM2_0002"	3.0	"45077851-45078025	45103516-45103600	45104061-45104245"	Exon-Exon	442	hg19	ENSG00000136280.11	CCM2	ENST00000544363.1	protein_coding					
hsa_GRB10_0007300	chr7:50737418-50771605|-	chr7:50669721-50703908|-	"hsa_circ_0080209	hsa_circGRB10_028	hsa-GRB10_0034"	3.0	"50737418-50737560	50742132-50742355	50771517-50771605"	Exon-Exon	453	hg19	ENSG00000106070.13	GRB10	ENST00000401949.1	protein_coding					
hsa_TNRC18_0008200	chr7:5413685-5417655|-	chr7:5374054-5378024|-	"hsa_circ_0006824	hsa_circTNRC18_002	hsa-TNRC18_0013"	5.0	"5413685-5414115	5415664-5415855	5416477-5416624	5417001-5417207	5417552-5417655"	Exon-Exon	1077	hg19	ENSG00000182095.10	TNRC18	ENST00000399537.4	protein_coding					
hsa_GBAS_0002700	chr7:56049902-56051561|+	chr7:55982209-55983868|+	"hsa_circ_0001709	hsa_circGBAS_010	hsa-GBAS_0020"	2.0	"56049902-56049973	56051420-56051561"	Exon-Exon	212	hg19	ENSG00000146729.5	GBAS	ENST00000437587.1	protein_coding					
hsa_ZNF680_0003200	chr7:64004084-64004810|-	chr7:64543706-64544432|-	"hsa_circ_0002566	hsa_circZNF680_003	hsa-ZNF680_0001"	2.0	"64004084-64004180	64004683-64004810"	Exon-Exon	223	hg19	ENSG00000173041.7	ZNF680	ENST00000309683.6	protein_coding					
hsa_DAGLB_0005200	chr7:6472467-6476164|-	chr7:6432836-6436533|-	"hsa_circ_0001674	hsa_circDAGLB_005	hsa-DAGLB_0005"	3.0	"6472467-6472590	6474392-6474651	6475992-6476164"	Exon-Exon	554	hg19	ENSG00000164535.10	DAGLB	ENST00000297056.6	protein_coding					
hsa_KCTD7_0007400	chr7:66273872-66275834|+	chr7:66808885-66810847|+	"hsa_circ_0005592	hsa_circRABGEF1_016	hsa-KCTD7_0003"	1.0	66273872-66275834	Exon-Exon	1962	hg19	ENSG00000243335.4	KCTD7	ENST00000510829.2	protein_coding					
hsa_TYW1B_0001800	chr7:72081656-72178756|-	chr7:72616671-72713798|-	hsa-TYW1B_0052	4.0	"72081656-72081824	72093871-72093982	72159676-72159812	72178578-72178756"	Exon-Exon	593	hg19	ENSG00000254184.3	TYW1B	ENST00000343721.5	protein_coding					
hsa_POM121_0001500	chr7:72361165-72361649|+	chr7:72890626-72891110|+	"hsa_circ_0003261	hsa_circPOM121_003	hsa-POM121_0002"	2.0	"72361165-72361292	72361471-72361649"	Exon-Exon	305	hg19	ENSG00000196313.7	POM121	ENST00000395270.1	protein_coding					
hsa_BAZ1B_0010200	chr7:72891197-72892899|-	chr7:73476867-73478569|-	"hsa_circ_0134611	hsa_circBAZ1B_014	hsa-BAZ1B_0014"	1.0	72891197-72892899	Exon-Exon	1702	hg19	ENSG00000009954.6	BAZ1B	ENST00000339594.4	protein_coding					
hsa_RSBN1L_0006500	chr7:77394811-77402631|+	chr7:77765494-77773314|+	"hsa_circ_0134707	hsa_circRSBN1L_012	hsa-RSBN1L_0004"	3.0	"77394811-77394949	77397977-77398120	77402463-77402631"	Exon-Exon	449	hg19	ENSG00000187257.10	RSBN1L	ENST00000334955.8	protein_coding					
hsa_SEMA3C_0004900	chr7:80418621-80435074|-	chr7:80789305-80805758|-	"hsa_circ_0002714	hsa_circSEMA3C_029	hsa-SEMA3C_0002"	6.0	"80418621-80418844	80427407-80427552	80430072-80430142	80431980-80432095	80433421-80433564	80434954-80435074"	Exon-Exon	816	hg19	ENSG00000075223.9	SEMA3C	ENST00000265361.3	protein_coding					
hsa_PCLO_0011700	chr7:82763565-82764972|-	chr7:83134249-83135656|-	"hsa_circ_0080941	hsa_circPCLO_006	hsa-PCLO_0001"	1.0	82763565-82764972	Exon-Exon	1407	hg19	ENSG00000186472.15	PCLO	ENST00000333891.9	protein_coding					
hsa_SEMA3E_0001300	chr7:83095797-83119590|-	chr7:83466481-83490274|-	"hsa_circ_0134881	hsa_circSEMA3E_001	hsa-SEMA3E_0006"	3.0	"83095797-83095917	83098558-83098618	83119429-83119590"	Exon-Exon	341	hg19	ENSG00000170381.8	SEMA3E	ENST00000442159.3	protein_coding					
hsa_CDK14_0010100	chr7:90376995-90492584|+	chr7:90747680-90863269|+	"hsa_circ_0080981	hsa_circCDK14_013	hsa-CDK14_0023"	3.0	"90376995-90377090	90419887-90419967	90492489-90492584"	Exon-Exon	270	hg19	ENSG00000058091.12	CDK14	ENST00000380050.3	protein_coding					
hsa_LMTK2_0004500	chr7:97820039-97823884|+	chr7:98190727-98194572|+	"hsa_circ_0001725	hsa_circLMTK2_014	hsa-LMTK2_0008"	2.0	"97820039-97820189	97820925-97823884"	Exon-Exon	3109	hg19	ENSG00000164715.5	LMTK2	ENST00000297293.5	protein_coding					
hsa_ZNF394_0001200	chr7:99090662-99092254|-	chr7:99493039-99494631|-	"hsa_circ_0001726	hsa_circZNF394_003	hsa-ZNF789_0001"	1.0	99090662-99092254	Intergenic-Exon	1592	hg19	ENSG00000160908.14	ZNF394	ENST00000337673.6	protein_coding					
hsa_ZSCAN21_0000300	chr7:99654533-99655513|+	chr7:100056910-100057890|+	"hsa_circ_0135236	hsa_circZSCAN21_002	hsa-ZSCAN21_0002"	2.0	"99654533-99655028	99655320-99655513"	Exon-Exon	688	hg19	ENSG00000166529.10	ZSCAN21	ENST00000456748.2	protein_coding					
hsa_PILRB_0002600	chr7:99952765-99953427|+	chr7:100355142-100355804|+	"hsa_circ_0005925	hsa_circPILRB_012	hsa-PILRB_0001"	1.0	99952765-99953427	Exon-Exon	662	hg19	ENSG00000121716.14	PILRB	ENST00000493091.1	retained_intron					
hsa_YWHAZ_0000600	chr8:101936182-101937267|-	chr8:100923954-100925039|-	"hsa_circ_0005962	hsa_circYWHAZ_003	hsa-YWHAZ_0001"	3.0	"101936182-101936278	101936362-101936526	101937143-101937267"	Exon-Exon	384	hg19	ENSG00000164924.13	YWHAZ	ENST00000395957.2	protein_coding					
hsa_UBR5_0018400	chr8:103301680-103317523|-	chr8:102289452-102305295|-	hsa-UBR5_0030	15.0	"103301680-103301804	103305832-103306072	103306182-103306343	103307209-103307339	103307431-103307558	103307641-103307760	103307863-103308010	103309120-103309212	103309685-103309834	103310619-103310717	103311075-103311199	103311679-103311775	103312227-103312379	103316270-103316397	103317312-103317523"	Exon-Exon	2097	hg19	ENSG00000104517.8	UBR5	ENST00000220959.4	protein_coding					
hsa_UBR5_0033400	chr8:103341317-103373854|-	chr8:102329089-102361626|-	hsa-UBR5_0132			Exon-Exon	1264	hg19	ENSG00000104517.8	UBR5	ENST00000220959.4	protein_coding					
hsa_OXR1_0009600	chr8:107718609-107726213|+	chr8:106706381-106713985|+	hsa-OXR1_0011			Exon-Exon	1096	hg19	ENSG00000164830.13	OXR1	ENST00000445937.1	protein_coding					
hsa_EIF3H_0001600	chr8:117668094-117671219|-	chr8:116655855-116658980|-	"hsa_circ_0005231	hsa_circEIF3H_010	hsa-EIF3H_0001"	3.0	"117668094-117668244	117669453-117669553	117671051-117671219"	Exon-Exon	418	hg19	ENSG00000147677.6	EIF3H	ENST00000521861.1	protein_coding					
