circbase	hg19	hg38	chrom	chromStart	chromEnd	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStarts
hsa_circ_0072118	chr5:33546163-33596165|-	chr5:33546058-33596060|-	chr5	33546163	33596165	1000	-	33546163	33596165	0,0,255	6	144,177,153,1107,211,127	0,3148,14968,29995,42540,49875
hsa_circ_0072162	chr5:36953719-36986403|+	chr5:36953617-36986301|+	chr5	36953719	36986403	1000	+	36953798	36986403	255,0,0	9	143,166,128,100,152,161,97,627,1626	0,1854,4486,7866,8505,17258,18327,22158,31058
hsa_circ_0003548	chr5:40764615-40771965|-	chr5:40764513-40771863|-	chr5	40764615	40771965	1000	-	40764615	40771965	0,0,255	5	127,487,225,88,145	0,238,2952,4902,7205
hsa_circ_0001478	chr5:40764615-40777688|-	chr5:40764513-40777586|-	chr5	40764615	40777688	1000	-	40764615	40777688	0,0,255	8	127,487,225,88,145,45,94,142	0,238,2952,4902,7205,10414,10896,12931
hsa_circ_0072380	chr5:43161350-43162033|+	chr5:43161248-43161931|+	chr5	43161350	43162033	1000	+	43161350	43162033	255,0,0	2	358,223	0,460
hsa_circ_0008667	chr5:64466443-64492978|-	chr5:65170616-65197151|-	chr5	64466443	64492978	1000	-	64466443	64492978	0,0,255	4	157,177,205,130	0,2215,17399,26405
hsa_circ_0072711	chr5:65054393-65054653|+	chr5:65758566-65758826|+	chr5	65054393	65054653	1000	+	65054393	65054653	255,0,0	1	260	0
hsa_circ_0001495	chr5:68470703-68471364|+	chr5:69174876-69175537|+	chr5	68470703	68471364	1000	+	68470703	68471364	255,0,0	2	237,141	0,520
hsa_circ_0072780	chr5:68590619-68607031|-	chr5:69294792-69311204|-	chr5	68590619	68607031	1000	-	68590619	68607031	0,0,255	6	108,116,83,86,78,87	0,5219,9054,12024,13158,16325
hsa_circ_0007158	chr5:74109664-74137504|-	chr5:74813839-74841679|-	chr5	74109664	74137504	1000	-	74109664	74137501	0,0,255	5	180,172,86,100,135	0,20586,25125,26234,27705
hsa_circ_0006916	chr5:78734832-78752841|-	chr5:79439009-79457018|-	chr5	78734832	78752841	1000	-	78734832	78752841	0,0,255	4	140,93,132,157	0,8043,11980,17852
hsa_circ_0073177	chr5:80063751-80088663|+	chr5:80767932-80792844|+	chr5	80063751	80088663	1000	+	80063751	80088663	255,0,0	6	188,169,65,117,108,112	0,902,7761,10787,19632,24800
hsa_circ_0073371	chr5:93964515-93966448|+	chr5:94628810-94630743|+	chr5	93964515	93966448	1000	+	93964515	93966448	255,0,0	3	114,76,241	0,281,1692
hsa_circ_0005540	chr5:94204037-94248681|-	chr5:94868332-94912976|-	chr5	94204037	94248681	1000	-	94204037	94248681	0,0,255	9	120,75,102,103,103,94,187,131,171	0,2084,2539,2982,4806,20546,26316,40918,44473
hsa_circ_0008417	chr5:94244955-94259726|-	chr5:94909250-94924021|-	chr5	94244955	94259726	1000	-	94244955	94259726	0,0,255	4	131,171,78,60	0,3555,8645,14711
hsa_circ_0007444	chr5:95091099-95099324|+	chr5:95755395-95763620|+	chr5	95091099	95099324	1000	+	95091099	95099324	255,0,0	2	366,113	0,8112
hsa_circ_0001519	chr5:109049220-109065214|+	chr5:109713519-109729513|+	chr5	109049220	109065214	1000	+	109049220	109065214	255,0,0	3	255,145,172	0,2600,15822
hsa_circ_0003711	chr5:133494145-133509713|-	chr5:134158454-134174022|-	chr5	133494145	133509713	1000	-	133494145	133509713	0,0,255	4	141,144,74,97	0,2532,8715,15471
hsa_circ_0074082	chr5:137342678-137354835|-	chr5:138006989-138019146|-	chr5	137342678	137354835	1000	-	137342678	137354800	0,0,255	5	158,142,178,213,192	0,4018,4778,11312,11965
hsa_circ_0007235	chr5:137342678-137356886|-	chr5:138006989-138021197|-	chr5	137342678	137356886	1000	-	137342678	137354800	0,0,255	6	158,142,178,213,192,167	0,4018,4778,11312,11965,14041
hsa_circ_0074371	chr5:142434003-142437312|+	chr5:143054438-143057747|+	chr5	142434003	142437312	1000	+	142434003	142437312	255,0,0	3	88,59,106	0,1589,3203
hsa_circ_0008132	chr5:145144493-145205763|-	chr5:145764930-145826200|-	chr5	145144493	145205763	1000	-	145144503	145202685	0,0,255	6	70,106,161,74,58,203	0,31511,52963,55014,58146,61067
hsa_circ_0006528	chr5:145197456-145205763|-	chr5:145817893-145826200|-	chr5	145197456	145205763	1000	-	145197456	145202685	0,0,255	4	161,74,58,203	0,2051,5183,8104
hsa_circ_0074670	chr5:151166132-151180430|+	chr5:151786571-151800869|+	chr5	151166132	151180430	1000	+	151166181	151180430	255,0,0	10	144,82,174,91,97,202,102,112,129,110	0,3751,4317,7587,8907,10655,12640,13317,13646,14188
hsa_circ_0074828	chr5:158621723-158630664|-	chr5:159194715-159203656|-	chr5	158621723	158630664	1000	-	158621723	158630625	0,0,255	2	109,223	0,8718
hsa_circ_0001550	chr5:167915606-167921655|+	chr5:168488601-168494650|+	chr5	167915606	167921655	1000	+	167915606	167921655	255,0,0	4	135,189,109,101	0,4057,5292,5948
hsa_circ_0075161	chr5:176636636-176639196|+	chr5:177209635-177212195|+	chr5	176636636	176639196	1000	+	176636636	176639196	255,0,0	1	2560	0
hsa_circ_0007932	chr5:177053436-177059739|-	chr5:177626435-177632738|-	chr5	177053436	177059739	1000	-	177059739	177059739	0,0,255	3	70,233,1373	0,946,4930
hsa_circ_0075436	chr6:592468-599225|-	chr6:592468-599225|-	chr6	592468	599225	1000	-	592468	599225	0,0,255	4	119,103,82,146	0,5552,6391,6611
hsa_circ_0007429	chr6:7181356-7189555|+	chr6:7181123-7189322|+	chr6	7181356	7189555	1000	+	7182144	7189555	255,0,0	4	123,213,90,164	0,746,6310,8035
hsa_circ_0001574	chr6:7602855-7606428|+	chr6:7602622-7606195|+	chr6	7602855	7606428	1000	+	7602855	7606428	255,0,0	3	122,89,165	0,2775,3408
hsa_circ_0007218	chr6:13579682-13584457|+	chr6:13579450-13584225|+	chr6	13579682	13584457	1000	+	13584342	13584457	255,0,0	2	159,150	0,4625
hsa_circ_0001578	chr6:13639794-13644961|-	chr6:13639562-13644729|-	chr6	13639794	13644961	1000	-	13639794	13644961	0,0,255	4	191,109,113,185	0,1636,2916,4982
hsa_circ_0075723	chr6:17648037-17649531|-	chr6:17647806-17649300|-	chr6	17648037	17649531	1000	-	17648037	17649531	0,0,255	2	99,138	0,1356
hsa_circ_0075734	chr6:17665469-17676001|-	chr6:17665238-17675770|-	chr6	17665469	17676001	1000	-	17665469	17676001	0,0,255	7	147,54,45,117,129,140,249	0,3736,4054,4191,9666,9990,10283
hsa_circ_0001580	chr6:18160113-18166609|+	chr6:18159882-18166378|+	chr6	18160113	18166609	1000	+	18160113	18166609	255,0,0	4	100,128,90,112	0,1444,2952,6384
hsa_circ_0075796	chr6:18236682-18258636|-	chr6:18236451-18258405|-	chr6	18236682	18258636	1000	-	18236682	18258636	0,0,255	7	149,136,189,121,95,110,102	0,929,13199,19279,19909,21501,21852
hsa_circ_0077078	chr6:76331247-76344527|+	chr6:75621531-75634811|+	chr6	76331247	76344527	1000	+	76331247	76344527	255,0,0	4	94,61,146,105	0,2368,12049,13175
hsa_circ_0001614	chr6:76412360-76412788|+	chr6:75702644-75703072|+	chr6	76412360	76412788	1000	+	76412360	76412788	255,0,0	1	428	0
hsa_circ_0001615	chr6:79752559-79770535|-	chr6:79042842-79060818|-	chr6	79752559	79770535	1000	-	79752559	79770535	0,0,255	3	161,99,151	0,17635,17825
hsa_circ_0008236	chr6:83667030-83754378|-	chr6:82957311-83044659|-	chr6	83667030	83754378	1000	-	83667030	83754378	0,0,255	6	139,164,109,70,70,232	0,61661,65141,66657,81104,87116
hsa_circ_0077216	chr6:84055891-84117620|-	chr6:83346172-83407901|-	chr6	84055891	84117620	1000	-	84055891	84117620	0,0,255	4	162,76,150,134	0,5891,52194,61595
hsa_circ_0001617	chr6:86267693-86284096|-	chr6:85557975-85574378|-	chr6	86267693	86284096	1000	-	86267693	86284096	0,0,255	6	85,88,44,79,77,121	0,7356,9558,14161,14322,16282
hsa_circ_0006993	chr6:105192034-105198347|-	chr6:104744159-104750472|-	chr6	105192034	105198347	1000	-	105192034	105198347	0,0,255	3	71,99,132	0,352,6181
hsa_circ_0006404	chr6:108984657-108986092|+	chr6:108663454-108664889|+	chr6	108984657	108986092	1000	+	108984657	108986058	255,0,0	1	1435	0
hsa_circ_0001640	chr6:131276244-131277639|-	chr6:130955104-130956499|-	chr6	131276244	131277639	1000	-	131276244	131277625	0,0,255	2	213,506	0,889
hsa_circ_0004826	chr6:144808683-144814592|+	chr6:144487547-144493456|+	chr6	144808683	144814592	1000	+	144808683	144814592	255,0,0	5	150,162,129,174,156	0,1125,2523,3381,5753
hsa_circ_0004327	chr6:144808683-144832259|+	chr6:144487547-144511123|+	chr6	144808683	144832259	1000	+	144808683	144832259	255,0,0	7	150,162,129,174,156,171,180	0,1125,2523,3381,5753,11709,23396
hsa_circ_0001647	chr6:144858717-144860579|+	chr6:144537581-144539443|+	chr6	144858717	144860579	1000	+	144858717	144860579	255,0,0	2	136,150	0,1712
hsa_circ_0078226	chr6:149997395-150016357|-	chr6:149676259-149695221|-	chr6	149997395	150016357	1000	-	149997395	150016357	0,0,255	5	107,183,583,1514,148	0,295,3615,6819,18814
hsa_circ_0007771	chr6:150147399-150174296|-	chr6:149826263-149853160|-	chr6	150147399	150174296	1000	-	150147399	150174296	0,0,255	5	96,213,126,142,158	0,9821,11074,16719,26739
hsa_circ_0078299	chr6:151669845-151674887|+	chr6:151348710-151353752|+	chr6	151669845	151674887	1000	+	151669845	151674875	255,0,0	1	5042	0
hsa_circ_0078328	chr6:152650864-152653025|-	chr6:152329729-152331890|-	chr6	152650864	152653025	1000	-	152650864	152653025	0,0,255	1	2161	0
hsa_circ_0002163	chr6:158922709-158925210|+	chr6:158501677-158504178|+	chr6	158922709	158925210	1000	+	158922709	158925210	255,0,0	1	2501	0
hsa_circ_0078619	chr6:161469647-161471011|+	chr6:161048615-161049979|+	chr6	161469647	161471011	1000	+	161469647	161471011	255,0,0	1	1364	0
hsa_circ_0079136	chr7:1937835-1976533|-	chr7:1898199-1936897|-	chr7	1937835	1976533	1000	-	1937835	1976533	0,0,255	2	191,211	0,38487
hsa_circ_0004869	chr7:2400344-2404164|+	chr7:2360709-2364529|+	chr7	2400344	2404164	1000	+	2400344	2404164	255,0,0	5	193,120,58,129,158	0,1935,2360,2922,3662
hsa_circ_0006824	chr7:5413685-5417655|-	chr7:5374054-5378024|-	chr7	5413685	5417655	1000	-	5413685	5417655	0,0,255	5	430,191,147,206,103	0,1979,2792,3316,3867
hsa_circ_0001674	chr7:6472467-6476164|-	chr7:6432836-6436533|-	chr7	6472467	6476164	1000	-	6472467	6476164	0,0,255	3	123,259,172	0,1925,3525
hsa_circ_0001971	chr7:23015828-23023664|-	chr7:22976209-22984045|-	chr7	23015828	23023664	1000	-	23015828	23023664	0,0,255	5	96,116,81,180,102	0,483,1131,2059,7734
hsa_circ_0001685	chr7:24663284-24690331|+	chr7:24623665-24650712|+	chr7	24663284	24690331	1000	+	24663284	24690331	255,0,0	4	119,153,153,228	0,18050,25946,26819
hsa_circ_0001686	chr7:24663284-24708279|+	chr7:24623665-24668660|+	chr7	24663284	24708279	1000	+	24663284	24708279	255,0,0	8	119,153,153,228,132,100,69,162	0,18050,25946,26819,39924,41922,42355,44833
hsa_circ_0006773	chr7:27668989-27689252|-	chr7:27629370-27649633|-	chr7	27668989	27689252	1000	-	27668989	27689252	0,0,255	3	122,110,161	0,2965,20102
hsa_circ_0079929	chr7:40027197-40027857|+	chr7:39987598-39988258|+	chr7	40027197	40027857	1000	+	40027197	40027857	255,0,0	1	660	0
hsa_circ_0080085	chr7:44838346-44839473|+	chr7:44798747-44799874|+	chr7	44838346	44839473	1000	+	44838845	44839473	255,0,0	3	530,89,173	0,644,954
hsa_circ_0080103	chr7:45077851-45104245|+	chr7:45038252-45064646|+	chr7	45077851	45104245	1000	+	45077851	45104245	255,0,0	3	174,84,184	0,25665,26210
hsa_circ_0080209	chr7:50737418-50771605|-	chr7:50669721-50703908|-	chr7	50737418	50771605	1000	-	50737418	50742320	0,0,255	3	142,223,88	0,4714,34099
hsa_circ_0001709	chr7:56049902-56051561|+	chr7:55982209-55983868|+	chr7	56049902	56051561	1000	+	56049902	56051561	255,0,0	2	71,141	0,1518
hsa_circ_0002566	chr7:64004084-64004810|-	chr7:64543706-64544432|-	chr7	64004084	64004810	1000	-	64004084	64004810	0,0,255	2	96,127	0,599
hsa_circ_0005592	chr7:66273872-66275834|+	chr7:66808885-66810847|+	chr7	66273872	66275834	1000	+	66273872	66274271	255,0,0	1	1962	0
hsa_circ_0003261	chr7:72361165-72361649|+	chr7:72890626-72891110|+	chr7	72361165	72361649	1000	+	72361649	72361649	255,0,0	2	127,178	0,306
hsa_circ_0002714	chr7:80418621-80435074|-	chr7:80789305-80805758|-	chr7	80418621	80435074	1000	-	80418621	80435074	0,0,255	6	223,145,70,115,143,120	0,8786,11451,13359,14800,16333
hsa_circ_0080941	chr7:82763565-82764972|-	chr7:83134249-83135656|-	chr7	82763565	82764972	1000	-	82763565	82764972	0,0,255	1	1407	0
hsa_circ_0080981	chr7:90376995-90492584|+	chr7:90747680-90863269|+	chr7	90376995	90492584	1000	+	90376995	90492584	255,0,0	3	95,80,95	0,42892,115494
hsa_circ_0001725	chr7:97820039-97823884|+	chr7:98190727-98194572|+	chr7	97820039	97823884	1000	+	97820039	97823884	255,0,0	2	150,2959	0,886
hsa_circ_0001726	chr7:99090662-99092254|-	chr7:99493039-99494631|-	chr7	99090662	99092254	1000	-	99090662	99092254	0,0,255	1	1592	0
hsa_circ_0005925	chr7:99952765-99953427|+	chr7:100355142-100355804|+	chr7	99952765	99953427	1000	+	99953427	99953427	255,0,0	1	662	0
hsa_circ_0081534	chr7:100417178-100417918|-	chr7:100819556-100820296|-	chr7	100417178	100417918	1000	-	100417178	100417918	0,0,255	2	333,156	0,584
hsa_circ_0081829	chr7:104782454-104787105|-	chr7:105142007-105146658|-	chr7	104782454	104787105	1000	-	104782454	104787105	0,0,255	4	483,247,26,166	0,1076,3275,4485
hsa_circ_0081840	chr7:105099614-105135700|-	chr7:105459167-105495253|-	chr7	105099614	105135700	1000	-	105099614	105135700	0,0,255	10	92,130,102,127,161,62,126,129,78,112	0,3453,6145,9169,11520,12964,21884,23144,32372,35974
hsa_circ_0003655	chr7:127344892-127361454|+	chr7:127704838-127721400|+	chr7	127344892	127361454	1000	+	127344892	127361454	255,0,0	3	107,91,114	0,2718,16448
hsa_circ_0001741	chr7:128655032-128658211|-	chr7:129014978-129018157|-	chr7	128655032	128658211	1000	-	128655032	128658211	0,0,255	3	157,74,201	0,2004,2978
hsa_circ_0001746	chr7:131060182-131084192|+	chr7:131375423-131399433|+	chr7	131060182	131084192	1000	+	131060182	131084192	255,0,0	5	70,143,89,110,193	0,11696,13460,21843,23817
hsa_circ_0001747	chr7:131071878-131084192|+	chr7:131387119-131399433|+	chr7	131071878	131084192	1000	+	131071878	131084192	255,0,0	4	143,89,110,193	0,1764,10147,12121
hsa_circ_0004069	chr7:140055467-140058585|-	chr7:140355667-140358785|-	chr7	140055467	140058585	1000	-	140055467	140058585	0,0,255	2	97,146	0,2972
hsa_circ_0006357	chr7:148543561-148544397|-	chr7:148846469-148847305|-	chr7	148543561	148544397	1000	-	148543561	148544390	0,0,255	2	129,124	0,712
hsa_circ_0003027	chr7:150814181-150815719|+	chr7:151117094-151118632|+	chr7	150814181	150815719	1000	+	150814181	150815719	255,0,0	5	88,86,142,135,128	0,276,541,1115,1410
hsa_circ_0002094	chr7:155499553-155511137|+	chr7:155706859-155718443|+	chr7	155499553	155511137	1000	+	155499553	155511137	255,0,0	3	209,253,59	0,4343,11525
hsa_circ_0003511	chr7:156549086-156619438|-	chr7:156756392-156826744|-	chr7	156549086	156619438	1000	-	156549086	156619438	0,0,255	6	73,65,69,127,104,140	0,5741,6715,7276,39996,70212
hsa_circ_0005939	chr7:156619298-156629579|-	chr7:156826604-156836885|-	chr7	156619298	156629579	1000	-	156619298	156629579	0,0,255	3	140,40,73	0,7148,10208
hsa_circ_0001776	chr7:158552176-158557544|-	chr7:158759485-158764853|-	chr7	158552176	158557544	1000	-	158552176	158557544	0,0,255	5	96,90,49,83,177	0,572,2010,3597,5191
hsa_circ_0083265	chr8:1824736-1857636|+	chr8:1876570-1909470|+	chr8	1824736	1857636	1000	+	1824736	1857636	255,0,0	11	164,117,115,107,78,180,117,93,171,146,176	0,3477,6064,9030,16998,17822,19762,21862,26710,29000,32724
hsa_circ_0084007	chr8:38282026-38315052|-	chr8:38424508-38457534|-	chr8	38282026	38315052	1000	-	38282026	38297890	0,0,255	7	191,124,173,90,267,68,179	0,1613,3412,3837,5173,15797,32847
hsa_circ_0084089	chr8:41832221-41845081|-	chr8:41974703-41987563|-	chr8	41832221	41845081	1000	-	41832221	41845081	0,0,255	6	119,320,136,82,116,109	0,2304,3938,6142,7135,12751
hsa_circ_0084327	chr8:48752576-48766775|-	chr8:47840015-47854214|-	chr8	48752576	48766775	1000	-	48752576	48766775	0,0,255	5	174,150,125,112,132	0,9138,9363,12657,14067
hsa_circ_0001801	chr8:52773404-52773806|-	chr8:51860844-51861246|-	chr8	52773404	52773806	1000	-	52773404	52773711	0,0,255	1	402	0
hsa_circ_0084582	chr8:61653817-61655656|+	chr8:60741258-60743097|+	chr8	61653817	61655656	1000	+	61653991	61655656	255,0,0	1	1839	0
hsa_circ_0084620	chr8:64098705-64100303|+	chr8:63186146-63187745|+	chr8	64098705	64100303	1000	+	64098705	64100303	255,0,0	1	1598	0
hsa_circ_0005883	chr8:67504674-67514758|-	chr8:66592439-66602523|-	chr8	67504674	67514758	1000	-	67504674	67514758	0,0,255	7	105,75,175,221,93,72,106	0,680,3143,4890,6610,9258,9978
hsa_circ_0003388	chr8:68044185-68049838|+	chr8:67131950-67137603|+	chr8	68044185	68049838	1000	+	68044185	68049838	255,0,0	2	130,148	0,5505
hsa_circ_0005934	chr8:99718694-99735197|-	chr8:98706466-98722969|-	chr8	99718694	99735197	1000	-	99718694	99719539	0,0,255	2	168,15823	0,680
hsa_circ_0085045	chr8:99718694-99761618|-	chr8:98706466-98749390|-	chr8	99718694	99761618	1000	-	99718694	99761618	0,0,255	3	168,165,115	0,680,42809
hsa_circ_0005962	chr8:101936182-101937267|-	chr8:100923954-100925039|-	chr8	101936182	101937267	1000	-	101936182	101937267	0,0,255	3	96,164,124	0,180,961
hsa_circ_0005231	chr8:117668094-117671219|-	chr8:116655855-116658980|-	chr8	117668094	117671219	1000	-	117668094	117671219	0,0,255	3	150,100,168	0,1359,2957
hsa_circ_0008934	chr8:131164981-131193126|-	chr8:130152735-130180880|-	chr8	131164981	131193126	1000	-	131164981	131193126	0,0,255	6	70,101,87,76,86,130	0,7128,14800,16256,26528,28015
hsa_circ_0007209	chr8:135612678-135622898|-	chr8:134600435-134610655|-	chr8	135612678	135622898	1000	-	135612678	135622898	0,0,255	4	233,1457,151,186	0,1041,8293,10034
hsa_circ_0005273	chr8:141710989-141716304|-	chr8:140700890-140706205|-	chr8	141710989	141716304	1000	-	141710989	141716304	0,0,255	3	132,138,87	0,1679,5228
hsa_circ_0005982	chr8:141828375-141900868|-	chr8:140818276-140890769|-	chr8	141828375	141900868	1000	-	141828375	141900836	0,0,255	8	78,141,55,63,80,88,167,227	0,603,12195,27983,28322,46035,61194,72266
hsa_circ_0006060	chr8:143425326-143427253|-	chr8:142343965-142345892|-	chr8	143425326	143427253	1000	-	143425326	143427253	0,0,255	2	507,150	0,1777
hsa_circ_0008678	chr9:20923658-20933102|+	chr9:20923659-20933103|+	chr9	20923658	20933102	1000	+	20923658	20933102	255,0,0	4	109,117,239,90	0,2641,5698,9354
hsa_circ_0008574	chr9:22046749-22056386|+	chr9:22046750-22056387|+	chr9	22046749	22056386	1000	+	22056386	22056386	255,0,0	3	150,123,136	0,2355,9501
hsa_circ_0007367	chr9:33948371-33956144|-	chr9:33948373-33956146|-	chr9	33948371	33956144	1000	-	33948371	33956144	0,0,255	3	214,190,68	0,4911,7705
hsa_circ_0001851	chr9:33971648-33973235|-	chr9:33971650-33973237|-	chr9	33971648	33973235	1000	-	33971648	33973235	0,0,255	2	104,55	0,1532
hsa_circ_0086735	chr9:33986757-34017187|-	chr9:33986759-34017189|-	chr9	33986757	34017187	1000	-	33986757	34017146	0,0,255	5	78,154,111,78,140	0,2213,9463,12027,30290
hsa_circ_0008518	chr9:35295692-35313986|+	chr9:35295695-35313989|+	chr9	35295692	35313986	1000	+	35295692	35313986	255,0,0	3	235,315,91	0,14771,18203
hsa_circ_0007812	chr9:36197547-36204176|+	chr9:36197550-36204179|+	chr9	36197547	36204176	1000	+	36197547	36204176	255,0,0	3	38,118,112	0,1428,6517
hsa_circ_0087016	chr9:36351111-36390613|-	chr9:36351114-36390616|-	chr9	36351111	36390613	1000	-	36351111	36376037	0,0,255	8	85,107,162,171,168,214,194,150	0,1627,2055,5188,6660,18604,24819,39352
hsa_circ_0087220	chr9:77611362-77632364|-	chr9:74996446-75017448|-	chr9	77611362	77632364	1000	-	77611362	77632364	0,0,255	5	114,179,141,164,196	0,2151,3283,19821,20806
hsa_circ_0004189	chr9:77631183-77632364|-	chr9:75016267-75017448|-	chr9	77631183	77632364	1000	-	77631183	77632364	0,0,255	2	164,196	0,985
hsa_circ_0001865	chr9:86292641-86293514|-	chr9:83677726-83678599|-	chr9	86292641	86293514	1000	-	86292641	86293514	0,0,255	2	235,159	0,714
hsa_circ_0006466	chr9:86292641-86297981|-	chr9:83677726-83683066|-	chr9	86292641	86297981	1000	-	86292641	86297981	0,0,255	4	235,159,263,116	0,714,2048,5224
hsa_circ_0087357	chr9:86293355-86301070|-	chr9:83678440-83686155|-	chr9	86293355	86301070	1000	-	86293355	86301070	0,0,255	4	159,263,116,152	0,1334,4510,7563
hsa_circ_0008207	chr9:86294689-86301070|-	chr9:83679774-83686155|-	chr9	86294689	86301070	1000	-	86294689	86301070	0,0,255	3	263,116,152	0,3176,6229
hsa_circ_0087385	chr9:88200377-88211364|-	chr9:85585462-85596449|-	chr9	88200377	88211364	1000	-	88200377	88211364	0,0,255	6	132,130,181,154,145,88	0,1368,2835,4065,7097,10899
hsa_circ_0001868	chr9:88233897-88248289|-	chr9:85618982-85633374|-	chr9	88233897	88248289	1000	-	88233897	88248289	0,0,255	4	149,87,84,713	0,232,2219,13679
hsa_circ_0087483	chr9:95009658-95014167|-	chr9:92247376-92251885|-	chr9	95009658	95014167	1000	-	95009658	95014167	0,0,255	5	175,84,103,122,78	0,2481,2810,3336,4431
hsa_circ_0006702	chr9:95018961-95032265|-	chr9:92256679-92269983|-	chr9	95018961	95032265	1000	-	95018961	95032265	0,0,255	8	121,145,84,87,195,74,127,99	0,2174,3471,6289,8249,8800,11494,13205
hsa_circ_0008367	chr9:95030455-95032265|-	chr9:92268173-92269983|-	chr9	95030455	95032265	1000	-	95030455	95032265	0,0,255	2	127,99	0,1711
hsa_circ_0008193	chr9:96233422-96238620|+	chr9:93471140-93476338|+	chr9	96233422	96238620	1000	+	96233422	96238620	255,0,0	2	247,83	0,5115
hsa_circ_0001888	chr9:125932180-125946577|-	chr9:123169901-123184298|-	chr9	125932180	125946577	1000	-	125932180	125941467	0,0,255	5	145,166,221,108,167	0,3775,9105,10966,14230
hsa_circ_0088737	chr9:130931330-130943078|-	chr9:128169051-128180799|-	chr9	130931330	130943078	1000	-	130931330	130943078	0,0,255	10	150,114,88,125,198,122,196,343,109,79	0,354,968,7299,8514,9317,9657,10021,11363,11669
hsa_circ_0089195	chr9:134305476-134314448|+	chr9:131430089-131439061|+	chr9	134305476	134314448	1000	+	134305531	134314448	255,0,0	4	170,178,103,73	0,2527,6530,8899
hsa_circ_0089489	chr9:138741982-138758382|-	chr9:135850136-135866536|-	chr9	138741982	138758382	1000	-	138741982	138758382	0,0,255	4	97,140,142,81	0,185,12330,16319
hsa_circ_0089728	chr9:140648622-140657272|+	chr9:137754170-137762820|+	chr9	140648622	140657272	1000	+	140648622	140657272	255,0,0	3	121,132,146	0,3709,8504
hsa_circ_0001906	chr9:140705912-140712590|+	chr9:137811460-137818138|+	chr9	140705912	140712590	1000	+	140705912	140712590	255,0,0	7	155,168,145,78,116,87,79	0,1545,1925,2970,4486,5978,6599
hsa_circ_0007718	chrX:10491131-10535643|-	chrX:10523091-10567603|-	chrX	10491131	10535643	1000	-	10491131	10535587	0,0,255	2	96,716	0,43796
hsa_circ_0007933	chrX:10534927-10535643|-	chrX:10566887-10567603|-	chrX	10534927	10535643	1000	-	10534927	10535587	0,0,255	1	716	0
hsa_circ_0090031	chrX:19475030-19482524|-	chrX:19456912-19464406|-	chrX	19475030	19482524	1000	-	19475030	19482524	0,0,255	3	107,169,194	0,3072,7300
hsa_circ_0090739	chrX:53588716-53589205|-	chrX:53561755-53562244|-	chrX	53588716	53589205	1000	-	53588716	53589205	0,0,255	2	169,134	0,355
hsa_circ_0002724	chrX:53672262-53707139|-	chrX:53645310-53680186|-	chrX	53672262	53707139	1000	-	53672262	53681051	0,0,255	5	153,207,99,69,138	0,2048,2892,8744,34739
hsa_circ_0091483	chrX:128674720-128722240|+	chrX:129540743-129588263|+	chrX	128674720	128722240	1000	+	128674720	128722240	255,0,0	20	80,80,39,111,90,121,162,102,115,117,188,112,110,136,111,166,236,24,117,85	0,4214,7819,16581,17117,17889,18096,19806,20435,21640,21855,25028,26510,28520,34396,35153,35573,43600,46258,47435
hsa_circ_0001946	chrX:139865339-139866824|+	chrX:140783174-140784659|+	chrX	139865339	139866824	1000	+	139865339	139866824	255,0,0	1	1485	0
hsa_circ_0091683	chrX:149867667-149905920|+	chrX:150699194-150737448|+	chrX	149867667	149905920	1000	+	149867667	149905920	255,0,0	10	106,76,95,108,102,84,150,189,186,207	0,19429,28019,28488,30913,31329,32274,33346,37399,38046
hsa_circ_0007100	chrX:153996576-153997585|+	chrX:154768301-154769310|+	chrX	153996576	153997585	1000	+	153996576	153997585	255,0,0	2	131,144	0,865
