circpedia	hg19	hg38	circname	gene_Ensembl	gene_Refseq	transcript_Ensembl	transcript_Refseq
CIRCHSA_DCUN1D4_1	chr4:52729602-52744020|+	chr4:51863436-51877854|+	circDCUN1D4(2,3,4)	ENSG00000109184.15	DCUN1D4	ENST00000509376.5	DCUN1D4-216
CIRCHSA_DCUN1D4_2	chr4:52729602-52758017|+	chr4:51863436-51891851|+	circDCUN1D4(2-6)	ENSG00000109184.15	DCUN1D4	ENST00000509376.5	DCUN1D4-216
CIRCHSA_TMOD3_2	chr15:52161413-52194233|+	chr15:51869216-51902036|+	circTMOD3(3-9)	ENSG00000138594.14	TMOD3	ENST00000308580.12	TMOD3-201
CIRCHSA_ABI2_4	chr2:204244930-204281804|+	chr2:203380207-203417081|+	circABI2(3-9)	ENSG00000138443.17	ABI2	ENST00000261017.9	ABI2-202
CIRCHSA_VWA8_10	chr13:42385360-42393522|-	chr13:41811224-41819386|-	circVWA8(15,16,17)	ENSG00000102763.18	VWA8	ENST00000379310.8	VWA8-203
CIRCHSA_RSRC1_2	chr3:157839891-157841780|+	chr3:158122102-158123991|+	circRSRC1(2,3)	ENSG00000174891.14	RSRC1	ENST00000480820.5	RSRC1-211
CIRCHSA_RSRC1_3	chr3:157839891-157921034|+	chr3:158122102-158203245|+	circRSRC1(2,3,4)	ENSG00000174891.14	RSRC1	ENST00000480820.5	RSRC1-211
CIRCHSA_DHX33_5	chr17:5364258-5365866|-	chr17:5460938-5462546|-	circDHX33(3,4)	ENSG00000005100.13	DHX33	ENST00000225296.8	DHX33-201
CIRCHSA_AKAP12_1	chr6:151669845-151674887|+	chr6:151348710-151353752|+	circAKAP12(4)	ENSG00000131016.17	AKAP12	ENST00000402676.7	AKAP12-204
CIRCHSA_DNAJC1_5	chr10:22193450-22218070|-	chr10:21904521-21929141|-	circDNAJC1(2-7)	ENSG00000136770.11	DNAJC1	ENST00000376980.8	DNAJC1-202
CIRCHSA_CARNMT1_3	chr9:77611362-77632364|-	chr9:74996446-75017448|-	circCARNMT1(2-6)	ENSG00000156017.13	CARNMT1	ENST00000376834.8	CARNMT1-202
CIRCHSA_CARNMT1_4	chr9:77631183-77632364|-	chr9:75016267-75017448|-	circCARNMT1(2,3)	ENSG00000156017.13	CARNMT1	ENST00000376834.8	CARNMT1-202
CIRCHSA_UTP4_8	chr16:69189773-69201088|+	chr16:69155870-69167185|+	circUTP4(11-16)	ENSG00000141076.18	UTP4	ENST00000562237.5	UTP4-203
CIRCHSA_PGS1_26	chr17:76396757-76400170|+	chr17:78400676-78404089|+	circPGS1(6,7)	ENSG00000087157.19	PGS1	ENST00000262764.11	PGS1-201
CIRCHSA_EPHA5_16	chr4:66467358-66468022|-	chr4:65601640-65602304|-	circEPHA5(3)	ENSG00000145242.14	EPHA5	ENST00000273854.7	EPHA5-201
CIRCHSA_KLHL22_5	chr22:20819144-20825802|-	chr22:20464857-20471515|-	circKLHL22(3,4)	ENSG00000099910.17	KLHL22	ENST00000328879.9	KLHL22-201
CIRCHSA_CEP350_159	chr1:180010272-180044356|+	chr1:180041137-180075221|+	circCEP350(18-28)	ENSG00000135837.16	CEP350	ENST00000367607.8	CEP350-202
CIRCHSA_PARG_8	chr10:51123962-51364706|-	chr10:49915916-49935142|-	circPARG(2-7)	ENSG00000227345.9	PARG	ENST00000616448.2	PARG-207
CIRCHSA_PARG_9		chr10:49932099-49935142|-	circPARG(2,3,4)	ENSG00000227345.9	PARG	ENST00000616448.2	PARG-207
CIRCHSA_UTRN_26	chr6:144858717-144860579|+	chr6:144537581-144539443|+	circUTRN(44,45)	ENSG00000152818.19	UTRN	ENST00000367545.8	UTRN-204
CIRCHSA_CLTA_1	chr9:36197547-36204176|+	chr9:36197550-36204179|+	circCLTA(2,3,4)	ENSG00000122705.17	CLTA	ENST00000433436.6	CLTA-204
CIRCHSA_KBTBD11-OT1_2	chr8:1824736-1857636|+	chr8:1876570-1909470|+	circKBTBD11-OT1(9-19)	ENSG00000283239.1	KBTBD11-OT1	ENST00000635855.1	KBTBD11-OT1-204
CIRCHSA_TSNARE1_3	chr8:143425326-143427253|-	chr8:142343965-142345892|-	circTSNARE1(3,4)	ENSG00000171045.16	TSNARE1	ENST00000524325.6	TSNARE1-208
CIRCHSA_HP1BP3_2	chr1:21076215-21100103|-	chr1:20749722-20773610|-	circHP1BP3(5-10)	ENSG00000127483.19	HP1BP3	ENST00000438032.6	HP1BP3-210
CIRCHSA_HP1BP3_4	chr1:21083658-21100103|-	chr1:20757165-20773610|-	circHP1BP3(5-9)	ENSG00000127483.19	HP1BP3	ENST00000438032.6	HP1BP3-210
CIRCHSA_BNIP3_1	chr10:133784141-133787447|-	chr10:131970637-131973943|-	circBNIP3(2-5)	ENSG00000176171.12	BNIP3	ENST00000368636.9	BNIP3-201
CIRCHSA_NOP14_1	chr4:2951660-2952972|-	chr4:2949933-2951245|-	circNOP14(7,8)	ENSG00000087269.16	NOP14	ENST00000416614.7	NOP14-203
CIRCHSA_NOP14_2	chr4:2951660-2955372|-	chr4:2949933-2953645|-	circNOP14(5-8)	ENSG00000087269.16	NOP14	ENST00000416614.7	NOP14-203
CIRCHSA_UCHL3_1	chr13:76134888-76143643|+	chr13:75560752-75569507|+	circUCHL3(2-5)	ENSG00000118939.18	UCHL3	ENST00000618773.4	UCHL3-206
CIRCHSA_B4GALT6_2	chr18:29218606-29246335|-	chr18:31638643-31666372|-	circB4GALT6(2-5)	ENSG00000118276.12	B4GALT6	ENST00000306851.10	B4GALT6-202
CIRCHSA_EPHB2_1	chr1:23107913-23111569|+	chr1:22781420-22785076|+	circEPHB2(2,3)	ENSG00000133216.17	EPHB2	ENST00000544305.5	EPHB2-207
CIRCHSA_NCOR2_22	chr12:124904502-124915333|-	chr12:124419956-124430787|-	circNCOR2(10-14)	ENSG00000196498.14	NCOR2	ENST00000404621.5	NCOR2-203
CIRCHSA_EFCAB13_37	chr17:45438743-45492285|+	chr17:47361377-47414919|+	circEFCAB13(10-23)	ENSG00000178852.16	EFCAB13	ENST00000331493.7	EFCAB13-201
CIRCHSA_FBXL5_1	chr4:15613888-15646331|-	chr4:15612265-15644708|-	circFBXL5(2-10)	ENSG00000118564.15	FBXL5	ENST00000341285.8	FBXL5-201
CIRCHSA_FBXL5_4	chr4:15626874-15646331|-	chr4:15625251-15644708|-	circFBXL5(2-9)	ENSG00000118564.15	FBXL5	ENST00000341285.8	FBXL5-201
CIRCHSA_LMTK2_1	chr7:97820039-97823884|+	chr7:98190727-98194572|+	circLMTK2(10,11)	ENSG00000164715.6	LMTK2	ENST00000297293.6	LMTK2-201
CIRCHSA_PAPOLG_5	chr2:61014081-61019424|+	chr2:60786946-60792289|+	circPAPOLG(13-16)	ENSG00000115421.13	PAPOLG	ENST00000496283.5	PAPOLG-207
CIRCHSA_RBM33_18	chr7:155499553-155511137|+	chr7:155706859-155718443|+	circRBM33(7,8,9)	ENSG00000184863.11	RBM33	ENST00000401878.8	RBM33-207
CIRCHSA_CEP128_49	chr14:80963811-80997230|-	chr14:80497468-80530886|-	circCEP128(3-6)	ENSG00000100629.17	CEP128	ENST00000556061.5	CEP128-212
CIRCHSA_CCDC125_2	chr5:68590619-68607031|-	chr5:69294792-69311204|-	circCCDC125(4-9)	ENSG00000183323.13	CCDC125	ENST00000396496.7	CCDC125-202
CIRCHSA_EP300_10	chr22:41531816-41536261|+	chr22:41135812-41140257|+	circEP300(7,8,9)	ENSG00000100393.14	EP300	ENST00000263253.9	EP300-201
CIRCHSA_ENSG00000285943_5	chr3:113207791-113225452|-	chr3:113488944-113506605|-	circENSG00000285943(2-7)	ENSG00000285943.1	ENSG00000285943	ENST00000649772.1	ENST00000649772
CIRCHSA_MAP3K4_2	chr6:161469647-161471011|+	chr6:161048615-161049979|+	circMAP3K4(3)	ENSG00000085511.20	MAP3K4	ENST00000366919.6	MAP3K4-202
CIRCHSA_SUPT20H_10	chr13:37614541-37625720|-	chr13:37040404-37051583|-	circSUPT20H(2-8)	ENSG00000102710.21	SUPT20H	ENST00000490716.5	SUPT20H-220
CIRCHSA_NUP153_9	chr6:17665469-17676001|-	chr6:17665238-17675770|-	circNUP153(3-9)	ENSG00000124789.12	NUP153	ENST00000537253.5	NUP153-202
CIRCHSA_FANCL_21	chr2:58449076-58459247|-	chr2:58221941-58232112|-	circFANCL(2-5)	ENSG00000115392.13	FANCL	ENST00000696548.1	FANCL-328
CIRCHSA_ATL3_1	chr11:63426232-63426724|-	chr11:63658760-63659252|-	circATL3(2,3)	ENSG00000184743.13	ATL3	ENST00000398868.8	ATL3-201
CIRCHSA_CCT3_14	chr1:156286956-156294880|-	chr1:156317165-156325089|-	circCCT3(6-10)	ENSG00000163468.15	CCT3	ENST00000295688.8	CCT3-201
CIRCHSA_ZNF215_9	chr11:6962801-6977013|+	chr11:6941570-6955782|+	circZNF215(4-7)	ENSG00000149054.16	ZNF215	ENST00000610573.4	ZNF215-207
CIRCHSA_MUC20-OT1_45	chr3:195415403-195416309|+	chr3:195688532-195689438|+	circMUC20-OT1(5,6)	ENSG00000242086.8	MUC20-OT1	ENST00000600527.5	MUC20-OT1-241
CIRCHSA_FOXK2_1	chr17:80521229-80526077|+	chr17:82563353-82568201|+	circFOXK2(2,3)	ENSG00000141568.21	FOXK2	ENST00000473637.6	FOXK2-202
CIRCHSA_FOXK2_8	chr17:80521229-80545148|+	chr17:82563353-82587272|+	circFOXK2(2-8)	ENSG00000141568.21	FOXK2	ENST00000473637.6	FOXK2-202
CIRCHSA_UQCRC2_9	chr16:21973780-21987564|+	chr16:21962459-21976243|+	circUQCRC2(5-12)	ENSG00000140740.11	UQCRC2	ENST00000268379.9	UQCRC2-201
CIRCHSA_VIL1_2	chr2:219299248-219300157|+	chr2:218434525-218435434|+	circVIL1(9,10)	ENSG00000127831.11	VIL1	ENST00000392114.6	VIL1-202
CIRCHSA_DNAH5_7	chr5:13911494-13931353|-	chr5:13911385-13931244|-	circDNAH5(2-12)	ENSG00000039139.11	DNAH5	ENST00000265104.5	DNAH5-201
CIRCHSA_SETD3_1	chr14:99924615-99932150|-	chr14:99458278-99465813|-	circSETD3(2-6)	ENSG00000183576.13	SETD3	ENST00000331768.10	SETD3-202
CIRCHSA_AFTPH_1	chr2:64778576-64780543|+	chr2:64551442-64553409|+	circAFTPH(2)	ENSG00000119844.17	AFTPH	ENST00000695864.1	AFTPH-206
CIRCHSA_MSH3_12	chr5:80063751-80088663|+	chr5:80767932-80792844|+	circMSH3(14-19)	ENSG00000113318.11	MSH3	ENST00000670357.1	MSH3-207
CIRCHSA_HUWE1_52	chrX:53588716-53589205|-	chrX:53561755-53562244|-	circHUWE1(51,52)	ENSG00000086758.16	HUWE1	ENST00000612484.4	HUWE1-214
CIRCHSA_RERE_15	chr1:8674619-8716500|-	chr1:8614560-8656441|-	circRERE(3,4,5)	ENSG00000142599.19	RERE	ENST00000337907.7	RERE-201
CIRCHSA_BARD1_6	chr2:215617170-215661841|-	chr2:214752446-214797117|-	circBARD1(2-7)	ENSG00000138376.11	BARD1	ENST00000260947.9	BARD1-201
CIRCHSA_WHAMM_1	chr15:83481854-83488240|+	chr15:82813102-82819488|+	circWHAMM(2-5)	ENSG00000156232.7	WHAMM	ENST00000286760.5	WHAMM-201
CIRCHSA_SLC39A10_3	chr2:196544755-196548630|+	chr2:195680031-195683906|+	circSLC39A10(2,3)	ENSG00000196950.14	SLC39A10	ENST00000409086.7	SLC39A10-202
CIRCHSA_PIK3C3_3	chr18:39607406-39629569|+	chr18:42027442-42049605|+	circPIK3C3(14-21)	ENSG00000078142.14	PIK3C3	ENST00000262039.9	PIK3C3-201
CIRCHSA_ADAMTS12_16	chr5:33546163-33596165|-	chr5:33546058-33596060|-	circADAMTS12(17-22)	ENSG00000151388.11	ADAMTS12	ENST00000504830.6	ADAMTS12-203
CIRCHSA_GALNT7_1	chr4:174169130-174169591|+	chr4:173247979-173248440|+	circGALNT7(2)	ENSG00000109586.12	GALNT7	ENST00000512285.5	GALNT7-206
CIRCHSA_GALNT7_7	chr4:174213258-174225269|+	chr4:173292107-173304118|+	circGALNT7(3-8)	ENSG00000109586.12	GALNT7	ENST00000265000.9	GALNT7-201
CIRCHSA_MAML1_2	chr5:179195850-179198244|+	chr5:179768849-179771243|+	circMAML1(3,4)	ENSG00000161021.13	MAML1	ENST00000292599.4	MAML1-201
CIRCHSA_BPTF_13	chr17:65941524-65944422|+	chr17:67945408-67948306|+	circBPTF(21,22,23)	ENSG00000171634.19	BPTF	ENST00000306378.11	BPTF-201
CIRCHSA_EZH2_81	chr7:148543561-148544397|-	chr7:148846469-148847305|-	circEZH2(2,3)	ENSG00000106462.12	EZH2	ENST00000492143.5	EZH2-209
CIRCHSA_SPECC1L_1	chr22:24698162-24709434|+	chr22:24302194-24313466|+	circSPECC1L(2,3)	ENSG00000100014.20	SPECC1L	ENST00000437398.5	SPECC1L-204
CIRCHSA_SPECC1L_2	chr22:24698162-24734445|+	chr22:24302194-24338477|+	circSPECC1L(2-9)	ENSG00000100014.20	SPECC1L	ENST00000437398.5	SPECC1L-204
CIRCHSA_PTP4A2_6	chr1:32381495-32385259|-	chr1:31915894-31919658|-	circPTP4A2(2,3)	ENSG00000184007.22	PTP4A2	ENST00000647444.2	PTP4A2-219
CIRCHSA_PTPRM_21	chr18:7949178-7955412|+	chr18:7949180-7955414|+	circPTPRM(6,7)	ENSG00000173482.17	PTPRM	ENST00000332175.12	PTPRM-201
CIRCHSA_PLOD2_22	chr3:145838898-145842016|-	chr3:146121111-146124229|-	circPLOD2(2,3)	ENSG00000152952.12	PLOD2	ENST00000282903.10	PLOD2-201
CIRCHSA_DCAF1_2	chr3:51474985-51477919|-	chr3:51440969-51443903|-	circDCAF1(6,7,8)	ENSG00000145041.16	DCAF1	ENST00000423656.5	DCAF1-202
CIRCHSA_AFDN_1	chr6:168265230-168281197|+	chr6:167864550-167880517|+	circAFDN(2-6)	ENSG00000130396.22	AFDN	ENST00000515794.3	AFDN-222
CIRCHSA_SENP6_2	chr6:76331247-76344527|+	chr6:75621531-75634811|+	circSENP6(2-5)	ENSG00000112701.18	SENP6	ENST00000370010.6	SENP6-202
CIRCHSA_CCDC134_1	chr22:42204878-42206004|+	chr22:41808874-41810000|+	circCCDC134(2,3)	ENSG00000100147.14	CCDC134	ENST00000402061.7	CCDC134-202
CIRCHSA_CCDC134_2	chr22:42204878-42206295|+	chr22:41808874-41810291|+	circCCDC134(2,3,4)	ENSG00000100147.14	CCDC134	ENST00000255784.6	CCDC134-201
CIRCHSA_TRPC1_1	chr3:142455220-142467302|+	chr3:142736378-142748460|+	circTRPC1(2,3,4)	ENSG00000144935.17	TRPC1	ENST00000476941.6	TRPC1-203
CIRCHSA_SRPK2_8	chr7:104782454-104787105|-	chr7:105142007-105146658|-	circSRPK2(8-11)	ENSG00000135250.17	SRPK2	ENST00000393651.8	SRPK2-202
CIRCHSA_CHEK2_23	chr22:29095825-29121355|-	chr22:28699837-28725367|-	circCHEK2(2-7)	ENSG00000183765.23	CHEK2	ENST00000402731.6	CHEK2-204
CIRCHSA_GRIN2B_1	chr12:13906250-13906849|-	chr12:13753316-13753915|-	circGRIN2B(4)	ENSG00000273079.7	GRIN2B	ENST00000609686.4	GRIN2B-201
CIRCHSA_ZCCHC4_2	chr4:25334804-25335610|+	chr4:25333182-25333988|+	circZCCHC4(4,5)	ENSG00000168228.16	ZCCHC4	ENST00000302874.9	ZCCHC4-201
CIRCHSA_LPP_20	chr3:188426054-188478070|+	chr3:188708266-188760282|+	circLPP(8,9)	ENSG00000145012.14	LPP	ENST00000617246.5	LPP-220
CIRCHSA_ZZEF1_8	chr17:3969740-3976050|-	chr17:4066446-4072756|-	circZZEF1(25-28)	ENSG00000074755.15	ZZEF1	ENST00000381638.7	ZZEF1-201
CIRCHSA_SLC4A7_203	chr3:27475406-27493989|-	chr3:27433915-27452498|-	circSLC4A7(2-6)	ENSG00000033867.17	SLC4A7	ENST00000295736.9	SLC4A7-201
CIRCHSA_CLSPN_8	chr1:36213507-36219537|-	chr1:35747906-35753936|-	circCLSPN(9-14)	ENSG00000092853.14	CLSPN	ENST00000251195.9	CLSPN-201
CIRCHSA_HECTD1_14	chr14:31596990-31641328|-	chr14:31127784-31172122|-	circHECTD1(7-26)	ENSG00000092148.14	HECTD1	ENST00000399332.6	HECTD1-201
CIRCHSA_SMC4_24	chr3:160131260-160137331|+	chr3:160413472-160419543|+	circSMC4(8-12)	ENSG00000113810.16	SMC4	ENST00000469762.5	SMC4-210
CIRCHSA_TRIP12_273	chr2:230678948-230705643|-	chr2:229814232-229840927|-	circTRIP12(5-12)	ENSG00000153827.14	TRIP12	ENST00000675453.1	TRIP12-219
CIRCHSA_ATP10A_25	chr15:25947062-25981288|-	chr15:25701915-25736141|-	circATP10A(4-14)	ENSG00000206190.13	ATP10A	ENST00000356865.11	ATP10A-201
CIRCHSA_NUP133_38	chr1:229599289-229634053|-	chr1:229463542-229498306|-	circNUP133(6-19)	ENSG00000069248.12	NUP133	ENST00000261396.6	NUP133-201
CIRCHSA_PEAK1_1	chr15:77471131-77474382|-	chr15:77178789-77182040|-	circPEAK1(4)	ENSG00000173517.11	PEAK1	ENST00000560626.6	PEAK1-204
CIRCHSA_FOCAD_34	chr9:20923658-20933102|+	chr9:20923659-20933103|+	circFOCAD(27-30)	ENSG00000188352.13	FOCAD	ENST00000380249.5	FOCAD-202
CIRCHSA_RBBP8_6	chr18:20516716-20529676|+	chr18:22936753-22949713|+	circRBBP8(4,5,6)	ENSG00000101773.19	RBBP8	ENST00000582354.5	RBBP8-212
CIRCHSA_STK39_20	chr2:168986050-169038600|-	chr2:168129540-168182090|-	circSTK39(2-10)	ENSG00000198648.12	STK39	ENST00000355999.5	STK39-201
CIRCHSA_STK39_23	chr2:169018296-169038600|-	chr2:168161786-168182090|-	circSTK39(2-5)	ENSG00000198648.12	STK39	ENST00000355999.5	STK39-201
CIRCHSA_NFXL1_3	chr4:47857075-47913011|-	chr4:47855058-47910994|-	circNFXL1(3-20)	ENSG00000170448.12	NFXL1	ENST00000329043.7	NFXL1-201
CIRCHSA_LRP8_4	chr1:53736699-53737018|-	chr1:53271027-53271346|-	circLRP8(7,8)	ENSG00000157193.18	LRP8	ENST00000306052.12	LRP8-201
CIRCHSA_DOCK1_46	chr10:128816973-128836080|+	chr10:127018709-127037816|+	circDOCK1(13-19)	ENSG00000150760.13	DOCK1	ENST00000280333.9	DOCK1-201
CIRCHSA_MTIF2_18	chr2:55489451-55495875|-	chr2:55262315-55268739|-	circMTIF2(2-5)	ENSG00000085760.15	MTIF2	ENST00000263629.9	MTIF2-201
CIRCHSA_CEP295_3	chr11:93429485-93433352|+	chr11:93696319-93700186|+	circCEP295(14,15)	ENSG00000166004.15	CEP295	ENST00000325212.11	CEP295-201
CIRCHSA_SEMA3E_1	chr7:83095797-83119590|-	chr7:83466481-83490274|-	circSEMA3E(2,3,4)	ENSG00000170381.15	SEMA3E	ENST00000643230.2	SEMA3E-204
CIRCHSA_WDR20_2	chr14:102661274-102676199|+	chr14:102194937-102209862|+	circWDR20(2,3)	ENSG00000140153.18	WDR20	ENST00000335263.9	WDR20-203
CIRCHSA_VPS13D_16	chr1:12460237-12476880|+	chr1:12400180-12416827|+	circVPS13D(61-65)	ENSG00000048707.15	VPS13D	ENST00000620676.6	VPS13D-214
CIRCHSA_SND1_2	chr7:127344892-127361454|+	chr7:127704838-127721400|+	circSND1(8,9,10)	ENSG00000197157.11	SND1	ENST00000354725.8	SND1-201
CIRCHSA_ZC3H13_6	chr13:46577273-46619648|-	chr13:46003138-46045513|-	circZC3H13(2-8)	ENSG00000123200.17	ZC3H13	ENST00000242848.8	ZC3H13-201
CIRCHSA_CEP112_15	chr17:64049853-64092750|-	chr17:66053735-66096632|-	circCEP112(7-12)	ENSG00000154240.17	CEP112	ENST00000535342.7	CEP112-203
CIRCHSA_HUWE1_431	chrX:53672262-53707139|-	chrX:53645310-53680186|-	circHUWE1(2-6)	ENSG00000086758.16	HUWE1	ENST00000342160.7	HUWE1-203
CIRCHSA_AGTPBP1_5	chr9:88200377-88211364|-	chr9:85585462-85596449|-	circAGTPBP1(18-23)	ENSG00000135049.16	AGTPBP1	ENST00000376083.7	AGTPBP1-205
CIRCHSA_SEPSECS_1	chr4:25128885-25160729|-	chr4:25127263-25159107|-	circSEPSECS(2-9)	ENSG00000109618.13	SEPSECS	ENST00000382103.7	SEPSECS-202
CIRCHSA_PDIA6_8	chr2:10928822-10930959|-	chr2:10788696-10790833|-	circPDIA6(7-10)	ENSG00000143870.13	PDIA6	ENST00000272227.8	PDIA6-201
CIRCHSA_OXNAD1_15	chr3:16327848-16345099|+	chr3:16286341-16303592|+	circOXNAD1(5-9)	ENSG00000154814.14	OXNAD1	ENST00000605932.5	OXNAD1-206
CIRCHSA_ATRX_9	chrX:76888694-76912143|-	chrX:77633206-77656653|-	circATRX(13-19)	ENSG00000085224.23	ATRX	ENST00000373344.11	ATRX-201
CIRCHSA_BAZ1A_6	chr14:35269429-35272194|-	chr14:34800223-34802988|-	circBAZ1A(7,8,9)	ENSG00000198604.11	BAZ1A	ENST00000360310.6	BAZ1A-202
CIRCHSA_BRD1_5	chr22:50191452-50198008|-	chr22:49797804-49804360|-	circBRD1(2-5)	ENSG00000100425.19	BRD1	ENST00000438393.5	BRD1-204
CIRCHSA_ST7L_47	chr1:113143415-113153625|-	chr1:112600793-112611003|-	circST7L(3,4)	ENSG00000007341.19	ST7L	ENST00000358039.9	ST7L-202
CIRCHSA_PRKDC_65	chr8:48752576-48766775|-	chr8:47840015-47854214|-	circPRKDC(51-55)	ENSG00000253729.9	PRKDC	ENST00000314191.7	PRKDC-201
CIRCHSA_MYBL1_3	chr8:67504674-67514758|-	chr8:66592439-66602523|-	circMYBL1(2-8)	ENSG00000185697.17	MYBL1	ENST00000522677.8	MYBL1-204
CIRCHSA_CKAP5_16	chr11:46829580-46842819|-	chr11:46808030-46821268|-	circCKAP5(2-8)	ENSG00000175216.15	CKAP5	ENST00000529230.6	CKAP5-210
CIRCHSA_DHTKD1_12	chr10:12123470-12136270|+	chr10:12081471-12094271|+	circDHTKD1(2-7)	ENSG00000181192.12	DHTKD1	ENST00000263035.9	DHTKD1-201
CIRCHSA_ZNF131_9	chr5:43161350-43162033|+	chr5:43161248-43161931|+	circZNF131(5)	ENSG00000172262.12	ZNF131	ENST00000682664.1	ZNF131-221
CIRCHSA_ASH1L_10	chr1:155385534-155429689|-	chr1:155415743-155459898|-	circASH1L(4,5,6)	ENSG00000116539.14	ASH1L	ENST00000368346.7	ASH1L-201
CIRCHSA_ASH1L_16	chr1:155447676-155452240|-	chr1:155477885-155482449|-	circASH1L(3)	ENSG00000116539.14	ASH1L	ENST00000368346.7	ASH1L-201
CIRCHSA_ASH1L_18	chr1:155490890-155491409|-	chr1:155521099-155521618|-	circASH1L(2)	ENSG00000116539.14	ASH1L	ENST00000368346.7	ASH1L-201
CIRCHSA_EIF3C_3	chr16:28743149-28743513|+	chr16:28731828-28732192|+	circEIF3C(16)	ENSG00000184110.15	EIF3C	ENST00000566501.5	EIF3C-209
CIRCHSA_LATS2_1	chr13:21619823-21620369|-	chr13:21045684-21046230|-	circLATS2(2)	ENSG00000150457.9	LATS2	ENST00000382592.5	LATS2-201
CIRCHSA_MINDY3_5	chr10:15858833-15889942|-	chr10:15816834-15847943|-	circMINDY3(2-9)	ENSG00000148481.14	MINDY3	ENST00000477891.1	MINDY3-206
CIRCHSA_ADAMTS6_46	chr5:64755996-64769779|-	chr5:65460169-65473952|-	circADAMTS6(2,3,4)	ENSG00000049192.15	ADAMTS6	ENST00000381055.8	ADAMTS6-203
CIRCHSA_MTMR1_36	chrX:149867667-149905920|+	chrX:150699194-150737448|+	circMTMR1(2-11)	ENSG00000063601.17	MTMR1	ENST00000485376.5	MTMR1-209
CIRCHSA_COMMD1_1	chr2:62227835-62228117|+	chr2:62000700-62000982|+	circCOMMD1(2)	ENSG00000173163.11	COMMD1	ENST00000472729.1	COMMD1-208
CIRCHSA_SUCLG2_4	chr3:67546221-67571058|-	chr3:67495797-67520634|-	circSUCLG2(5-9)	ENSG00000172340.15	SUCLG2	ENST00000493112.5	SUCLG2-204
CIRCHSA_DCLK2_1	chr4:151023629-151023964|+	chr4:150102477-150102812|+	circDCLK2(2)	ENSG00000170390.16	DCLK2	ENST00000296550.12	DCLK2-201
CIRCHSA_OXR1_11	chr8:107718609-107726213|+	chr8:106706381-106713985|+	circOXR1(9,10,11)	ENSG00000164830.19	OXR1	ENST00000517566.7	OXR1-209
CIRCHSA_NSUN2_1	chr5:6604250-6605521|-	chr5:6604137-6605408|-	circNSUN2(15,16,17)	ENSG00000037474.15	NSUN2	ENST00000264670.11	NSUN2-201
CIRCHSA_DEK_11	chr6:18237611-18258636|-	chr6:18237380-18258405|-	circDEK(3-8)	ENSG00000124795.17	DEK	ENST00000652689.1	DEK-212
CIRCHSA_ZNF644_3	chr1:91403041-91447927|-	chr1:90937484-90982370|-	circZNF644(2,3,4)	ENSG00000122482.22	ZNF644	ENST00000370440.5	ZNF644-204
CIRCHSA_HIBADH_3	chr7:27668989-27689252|-	chr7:27629370-27649633|-	circHIBADH(2,3,4)	ENSG00000106049.9	HIBADH	ENST00000265395.7	HIBADH-201
CIRCHSA_PTPN14_8	chr1:214625147-214638300|-	chr1:214451804-214464957|-	circPTPN14(2,3)	ENSG00000152104.12	PTPN14	ENST00000366956.10	PTPN14-201
CIRCHSA_DOCK1_3	chr10:128768965-128798571|+	chr10:126970701-127000307|+	circDOCK1(2-10)	ENSG00000150760.13	DOCK1	ENST00000280333.9	DOCK1-201
CIRCHSA_DOCK1_9	chr10:128768965-128908618|+	chr10:126970701-127110354|+	circDOCK1(2-25)	ENSG00000150760.13	DOCK1	ENST00000280333.9	DOCK1-201
CIRCHSA_PRR14L_12	chr22:32134372-32134897|-	chr22:31738386-31738911|-	circPRR14L(2)	ENSG00000183530.14	PRR14L	ENST00000327423.11	PRR14L-201
CIRCHSA_USP34_187	chr2:61597455-61647968|-	chr2:61370320-61420833|-	circUSP34(2-10)	ENSG00000115464.15	USP34	ENST00000398571.7	USP34-201
CIRCHSA_PSMA7_1	chr20:60714130-60716000|-	chr20:62139074-62140944|-	circPSMA7(2,3,4)	ENSG00000101182.15	PSMA7	ENST00000370873.9	PSMA7-203
CIRCHSA_CTBP1_6	chr4:1231970-1235307|-	chr4:1238182-1241519|-	circCTBP1(2,3)	ENSG00000159692.17	CTBP1	ENST00000382952.8	CTBP1-203
CIRCHSA_EVA1A_1	chr2:75745181-75749613|-	chr2:75518055-75522487|-	circEVA1A(2,3)	ENSG00000115363.14	EVA1A	ENST00000490746.5	EVA1A-211
CIRCHSA_DUS4L_6	chr7:107215632-107217037|+	chr7:107575187-107576592|+	circDUS4L(5,6)	ENSG00000105865.11	DUS4L	ENST00000422290.5	DUS4L-202
CIRCHSA_WAPL_3	chr10:88211723-88233730|-	chr10:86451966-86473973|-	circWAPL(5-15)	ENSG00000062650.20	WAPL	ENST00000298767.10	WAPL-201
CIRCHSA_ACTN1_1	chr14:69356855-69360464|-	chr14:68890138-68893747|-	circACTN1(9,10,11)	ENSG00000072110.16	ACTN1	ENST00000394419.9	ACTN1-203
CIRCHSA_TCF20_1	chr22:42605656-42611347|-	chr22:42209650-42215341|-	circTCF20(2)	ENSG00000100207.21	TCF20	ENST00000677622.1	TCF20-206
CIRCHSA_ARMH3_1	chr10:103699619-103717489|-	chr10:101939862-101957732|-	circARMH3(21,22,23)	ENSG00000120029.13	ARMH3	ENST00000370033.9	ARMH3-202
