exorbase	hg19	hg38	circBase ID	Gene symbol	Gene type	Sample type	Tumor frequency of EVPs(Sample number)	Benign frequency of EVPs(Sample number)	Healthy frequency of EVPs(Sample number)	Urine frequency of EVPs(Sample number)	CSF frequency of EVPs(Sample number)	Bile frequency of EVPs(Sample number)	Tumor frequency(Sample number)	Healthy frequency(Sample number)	Urine frequency(Sample number)	CSF frequency(Sample number)	Tumor mean(EVPs)	Benign mean(EVPs)	Healthy mean(EVPs)	Urine mean(EVPs)	CSF mean(EVPs)	Bile mean(EVPs)	Tumor mean	Healthy mean	Urine mean	CSF mean	Diff group
exo_circ_102526	chr15:83481854-83488240|+	chr15:82813102-82819488|+	NA	WHAMM	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.329(1552)	0.312(372)	0.27(244)	0.12(125)	0(5)	0.048(21)	0.727(385)	0.651(175)	0.333(30)	0(4)	8.744845	9.66129	8.934426	0.094525	0.0	0.52381	31.768831	22.417143	6.833333	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in Urine(down);CHB(down);CRC(up);NSCLC(up);MM(up);GC(up);Urine(down)
exo_circ_103040	chr15:93540186-93545547|+	chr15:92996956-93002317|+	hsa_circ_0036997	CHD2	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.434(1552)	0.366(372)	0.389(244)	0.4(125)	0.2(5)	0.19(21)	0.522(385)	0.457(175)	0(30)	0(4)	13.621134	14.887097	15.717213	1.193005	7.4	2.666667	29.496104	17.091429	0.0	0.0	EVPs in GC(up);EVPs in MEL(down);EVPs in OV(up);EVPs in SCLC(up);CHB(down);CRC(up);HCC(down);NSCLC(up);MM(down);GC(up);Urine(down)
exo_circ_103049	chr15:93543741-93558139|+	chr15:93000511-93014909|+	hsa_circ_0037002	CHD2	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.576(1552)	0.465(372)	0.566(244)	0.344(125)	0.2(5)	0.143(21)	0.481(385)	0.486(175)	0(30)	0(4)	24.900773	21.325269	22.495902	0.419897	21.6	1.333333	26.01039	19.377143	0.0	0.0	EVPs in Bile(down);EVPs in MEL(down);EVPs in OV(up);EVPs in Urine(down);CHB(down);NSCLC(up);MGUS(down);MM(down);Urine(down)
exo_circ_103278	chr15:101717036-101719185|-	chr15:101176831-101178980|-	NA	CHSY1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.003(1552)	0(372)	0(244)	0.008(125)	0(5)	0(21)	0.034(385)	0.011(175)	0.067(30)	0(4)	0.016108	0.0	0.0	0.000359	0.0	0.0	0.07013	0.102857	0.1	0.0	NA
exo_circ_103484	chr16:1859238-1859834|-	chr16:1809237-1809833|-	NA	HAGH	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine;Urine	0.293(1552)	0.21(372)	0.27(244)	0.416(125)	0.2(5)	0.048(21)	0.483(385)	0.531(175)	0.133(30)	0(4)	7.219716	6.432796	8.036885	0.774378	17.0	0.333333	6.114286	7.102857	6.3	0.0	EVPs in MEL(down);CHB(down);MGUS(up)
exo_circ_103552	chr16:2807472-2810500|+	chr16:2757471-2760499|+	hsa_circ_0037563	SRRM2	protein coding gene	Blood;EVPs in Blood	0.031(1552)	0.022(372)	0.008(244)	0(125)	0(5)	0(21)	0.005(385)	0.057(175)	0(30)	0(4)	0.361469	0.47043	0.008197	0.0	0.0	0.0	0.020779	0.165714	0.0	0.0	EVPs in BRCA(up);EVPs in CRC(up);EVPs in OV(up);CRC(down);HCC(down)
exo_circ_103646	chr16:3900297-3901010|-	chr16:3850296-3851009|-	hsa_circ_0007637	CREBBP	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.457(1552)	0.376(372)	0.34(244)	0.368(125)	0(5)	0.19(21)	0.21(385)	0.171(175)	0.2(30)	0(4)	16.643686	13.298387	6.803279	0.433582	0.0	1.47619	0.953247	0.6	4.1	0.0	EVPs in BRCA(up);EVPs in CRC(up);EVPs in MEL(down);EVPs in NSCLC(up);EVPs in OV(up);EVPs in SCLC(up);ESCA(up);HCC(down);NSCLC(up)
exo_circ_104280	chr16:18846213-18856973|-	chr16:18834891-18845651|-	hsa_circ_0038258	SMG1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.081(1552)	0.051(372)	0.041(244)	0.104(125)	0(5)	0(21)	0.148(385)	0.109(175)	0.1(30)	0(4)	1.364691	1.454301	0.295082	0.102011	0.0	0.0	1.041558	0.48	0.6	0.0	EVPs in BRCA(up);EVPs in CRC(up);EVPs in MEL(down);CHB(down)
exo_circ_104484	chr16:21973780-21987564|+	chr16:21962459-21976243|+	hsa_circ_0005690	UQCRC2	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.128(1552)	0.099(372)	0.098(244)	0.136(125)	0(5)	0(21)	0.242(385)	0.257(175)	0.1(30)	0(4)	2.3125	4.647849	1.327869	0.071268	0.0	0.0	1.722078	1.548571	1.0	0.0	EVPs in BRCA(up);EVPs in MEL(down);EVPs in SCLC(up);CHB(down);ESCA(up);HCC(down);NSCLC(up)
exo_circ_104811	chr16:28743149-28743513|+	chr16:28731828-28732192|+	NA	EIF3C	protein coding gene	Blood;EVPs in Blood	0.008(1552)	0.011(372)	0(244)	0(125)	0(5)	0(21)	0.01(385)	0(175)	0(30)	0(4)	0.418814	0.30914	0.0	0.0	0.0	0.0	0.05974	0.0	0.0	0.0	EVPs in BRCA(up)
exo_circ_104916	chr16:29845053-29847119|+	chr16:29833732-29835798|+	hsa_circ_0003864	MVP	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.033(1552)	0.03(372)	0.02(244)	0.104(125)	0(5)	0(21)	0.06(385)	0.04(175)	0.033(30)	0(4)	0.678479	0.596774	0.159836	0.125996	0.0	0.0	0.324675	0.102857	0.266667	0.0	EVPs in OV(up)
exo_circ_105061	chr16:46708225-46711310|-	chr16:46674313-46677398|-	hsa_circ_0002500	VPS35	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.242(1552)	0.177(372)	0.176(244)	0.144(125)	0(5)	0.048(21)	0.039(385)	0.086(175)	0(30)	0(4)	4.045103	3.814516	3.561475	0.100229	0.0	0.047619	0.27013	0.742857	0.0	0.0	EVPs in MEL(down);CRC(down);GC(down)
exo_circ_105157	chr16:47531309-47644831|+	chr16:47497398-47610920|+	hsa_circ_0002820	EIF4BP5	pseudogene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.116(1552)	0.094(372)	0.111(244)	0.144(125)	0(5)	0(21)	0.595(385)	0.423(175)	0.1(30)	0(4)	1.644974	1.591398	1.860656	0.204705	0.0	0.0	9.851948	6.342857	3.233333	0.0	EVPs in MEL(down);CHB(down);CRC(up);GC(up);Urine(down)
exo_circ_105231	chr16:48311248-48337216|+	chr16:48277337-48303305|+	hsa_circ_0008558	LONP2	protein coding gene	Blood;EVPs in Blood;EVPs in CSF;EVPs in Urine	0.083(1552)	0.067(372)	0.037(244)	0.264(125)	0.2(5)	0(21)	0.065(385)	0.029(175)	0(30)	0(4)	1.334407	1.204301	0.430328	0.373067	5.4	0.0	0.628571	0.582857	0.0	0.0	EVPs in Benign(up);EVPs in BRCA(up);EVPs in CRC(up);EVPs in HCC(up);EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(up);CRC(up);HCC(up)
exo_circ_105243	chr16:48580057-48596355|-	chr16:48546146-48562444|-	NA	N4BP1	protein coding gene	EVPs in Blood;EVPs in Urine	0.005(1552)	0.005(372)	0.008(244)	0.024(125)	0(5)	0(21)	0.005(385)	0(175)	0(30)	0(4)	0.283505	0.077957	0.204918	0.004005	0.0	0.0	0.01039	0.0	0.0	0.0	NA
exo_circ_105247	chr16:48587449-48596355|-	chr16:48553538-48562444|-	NA	N4BP1	protein coding gene	Blood;CSF;EVPs in Blood;EVPs in Urine;Urine	0.056(1552)	0.046(372)	0.012(244)	0.2(125)	0(5)	0(21)	0.039(385)	0.034(175)	0.3(30)	0.25(4)	0.554768	0.400538	0.04918	0.158947	0.0	0.0	0.38961	0.588571	2.366667	1.25	EVPs in Benign(up);EVPs in BRCA(up);EVPs in CRC(up);EVPs in NSCLC(up);EVPs in OV(up);EVPs in PDAC(up);EVPs in SCLC(up);EVPs in Urine(up);Urine(up)
exo_circ_105498	chr16:56419830-56448256|-	chr16:56385918-56414344|-	hsa_circ_0004120	AMFR	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.019(1552)	0.03(372)	0.029(244)	0.048(125)	0(5)	0(21)	0.075(385)	0.057(175)	0.033(30)	0(4)	0.323454	0.782258	0.266393	0.006234	0.0	0.0	0.207792	0.257143	0.266667	0.0	NA
exo_circ_105552	chr16:57197912-57207781|-	chr16:57164000-57173869|-	hsa_circ_0006886	FAM192A	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.782(1552)	0.766(372)	0.742(244)	0.416(125)	0.2(5)	0.19(21)	0.096(385)	0.229(175)	0(30)	0(4)	51.46134	54.830645	47.106557	2.139561	1.2	5.52381	39.638961	105.445714	0.0	0.0	EVPs in Bile(down);EVPs in CSF(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in OV(up);EVPs in Urine(down);CHB(down);CRC(down);ESCA(down);NSCLC(down);MM(down);GC(down);Urine(down)
exo_circ_105682	chr16:66842423-66844675|-	chr16:66808520-66810772|-	NA	NAE1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.07(1552)	0.067(372)	0.074(244)	0.032(125)	0(5)	0(21)	0.052(385)	0.034(175)	0(30)	0(4)	0.954897	1.604839	2.159836	0.002847	0.0	0.0	0.558442	0.297143	0.0	0.0	CRC(down);HCC(up);GC(down)
exo_circ_105718	chr16:67478430-67487618|-	chr16:67444527-67453715|-	NA	ATP6V0D1	protein coding gene	Blood;EVPs in Blood	0.007(1552)	0.003(372)	0.004(244)	0(125)	0(5)	0(21)	0.06(385)	0.063(175)	0(30)	0(4)	0.076675	0.005376	0.012295	0.0	0.0	0.0	0.181818	0.268571	0.0	0.0	NA
exo_circ_105765	chr16:68155889-68157024|+	chr16:68121986-68123121|+	hsa_circ_0005615	NFATC3	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.724(1552)	0.761(372)	0.701(244)	0.384(125)	0(5)	0.143(21)	0.062(385)	0.166(175)	0(30)	0(4)	64.748711	70.228495	52.155738	0.892331	0.0	0.809524	1.607792	4.942857	0.0	0.0	EVPs in Bile(down);EVPs in CSF(down);EVPs in GBM(down);EVPs in KIRC(up);EVPs in MEL(down);EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);CRC(down);ESCA(down);Liver_Cirrhosis(up);NSCLC(down);MGUS(up);MM(up);GC(down);Urine(down)
exo_circ_105799	chr16:68300495-68300624|+	chr16:68266592-68266721|+	NA	NA	NA	Blood;EVPs in Blood	0.003(1552)	0(372)	0(244)	0(125)	0(5)	0(21)	0.532(385)	0.617(175)	0(30)	0(4)	0.003222	0.0	0.0	0.0	0.0	0.0	40.72987	47.725714	0.0	0.0	CHB(down);MGUS(up);GC(down);Urine(down)
exo_circ_105847	chr16:69189773-69201088|+	chr16:69155870-69167185|+	hsa_circ_0007018	UTP4	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.163(1552)	0.14(372)	0.152(244)	0.208(125)	0(5)	0(21)	0.468(385)	0.246(175)	0(30)	0(4)	3.024485	2.935484	2.979508	0.160291	0.0	0.0	7.903896	3.377143	0.0	0.0	EVPs in Bile(down);EVPs in MEL(down);CHB(down);CRC(up);ESCA(up);NSCLC(up);GC(up);Urine(down)
exo_circ_105877	chr16:69404385-69406258|-	chr16:69370482-69372355|-	NA	TERF2	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.715(1552)	0.634(372)	0.709(244)	0.496(125)	0(5)	0.19(21)	0.023(385)	0.103(175)	0(30)	0(4)	43.637242	46.919355	39.79918	1.139199	0.0	6.571429	5.379221	32.697143	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in Urine(down);CRC(down);HCC(down)
exo_circ_106271	chr16:72991325-72994093|-	chr16:72957426-72960194|-	hsa_circ_0007963	ZFHX3	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.03(1552)	0.027(372)	0.02(244)	0.12(125)	0(5)	0.048(21)	0.003(385)	0.011(175)	0.1(30)	0(4)	0.650129	0.655914	0.446721	0.045916	0.0	0.714286	0.002597	0.017143	3.533333	0.0	EVPs in Urine(down)
exo_circ_106622	chr16:87782278-87795646|-	chr16:87748672-87762040|-	hsa_circ_0000724	KLHDC4	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.282(1552)	0.28(372)	0.197(244)	0.072(125)	0(5)	0(21)	0.216(385)	0.314(175)	0.033(30)	0(4)	8.156572	9.045699	5.491803	0.018781	0.0	0.0	1.231169	2.977143	0.366667	0.0	EVPs in Bile(down);EVPs in CRC(up);EVPs in MEL(down);EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);Urine(down)
exo_circ_106723	chr16:89484691-89488713|-	chr16:89418283-89422305|-	hsa_circ_0004566	AC092120.1	lncRNA gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.129(1552)	0.137(372)	0.119(244)	0.056(125)	0(5)	0(21)	0.457(385)	0.371(175)	0.033(30)	0(4)	2.561211	2.741935	2.053279	0.017909	0.0	0.0	4.566234	4.325714	0.066667	0.0	CHB(down);Urine(down)
exo_circ_106899	chr17:1257504-1265302|-	chr17:1354210-1362008|-	hsa_circ_0006105	YWHAE	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.077(1552)	0.059(372)	0.086(244)	0.064(125)	0(5)	0.048(21)	0.018(385)	0.091(175)	0(30)	0(4)	1.067655	1.290323	1.479508	0.047739	0.0	0.095238	0.098701	1.24	0.0	0.0	EVPs in MEL(down);EVPs in NSCLC(down);CHB(down);CRC(down);ESCA(down);HCC(down);NSCLC(down);GC(down);Urine(down)
exo_circ_107095	chr17:3969740-3976050|-	chr17:4066446-4072756|-	hsa_circ_0004767	ZZEF1	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.376(1552)	0.371(372)	0.303(244)	0.288(125)	0(5)	0(21)	0.727(385)	0.634(175)	0.067(30)	0(4)	11.213273	11.932796	9.987705	0.550732	0.0	0.0	29.67013	21.714286	0.433333	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in ML(down);EVPs in Urine(down);CHB(down);Urine(down)
exo_circ_107128	chr17:4186092-4200109|-	chr17:4282797-4296814|-	hsa_circ_0003239	UBE2G1	protein coding gene	Blood;EVPs in Blood;EVPs in CSF;EVPs in Urine	0.531(1552)	0.5(372)	0.537(244)	0.344(125)	0.2(5)	0(21)	0.514(385)	0.406(175)	0(30)	0(4)	19.575387	19.107527	16.913934	0.41243	0.4	0.0	35.433766	25.742857	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in Urine(down);CHB(down);ESCA(up);HCC(down);NSCLC(up);MM(down);GC(up);Urine(down)
exo_circ_107241	chr17:5292121-5302970|-	chr17:5388801-5399650|-	hsa_circ_0041694	NUP88	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.042(1552)	0.054(372)	0.02(244)	0.088(125)	0(5)	0(21)	0.008(385)	0.017(175)	0(30)	0(4)	0.759021	0.637097	0.680328	0.031423	0.0	0.0	0.046753	0.154286	0.0	0.0	EVPs in Urine(down)
exo_circ_107269	chr17:5364258-5365866|-	chr17:5460938-5462546|-	hsa_circ_0000740	DHX33	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.251(1552)	0.185(372)	0.246(244)	0.096(125)	0(5)	0(21)	0.613(385)	0.469(175)	0(30)	0(4)	5.983892	4.034946	5.159836	0.041896	0.0	0.0	11.002597	9.142857	0.0	0.0	EVPs in CRC(up);EVPs in MEL(down);EVPs in Urine(down);CHB(down);Liver_Cirrhosis(up);Urine(down)
exo_circ_107919	chr17:19861326-19861884|-	chr17:19958013-19958571|-	hsa_circ_0004719	AKAP10	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.476(1552)	0.355(372)	0.598(244)	0.2(125)	0(5)	0(21)	0.522(385)	0.383(175)	0(30)	0(4)	20.992268	13.612903	41.618852	0.16385	0.0	0.0	17.67013	12.188571	0.0	0.0	EVPs in Benign(down);EVPs in Bile(down);EVPs in BRCA(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in ML(down);EVPs in NSCLC(down);EVPs in SCLC(down);EVPs in Urine(down);CHB(down);CRC(up);CSF(down);Liver_Cirrhosis(down);NSCLC(up);MGUS(down);Urine(down)
exo_circ_107938	chr17:20107645-20109225|+	chr17:20204332-20205912|+	hsa_circ_0000745	SPECC1	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine	0.866(1552)	0.836(372)	0.877(244)	0.576(125)	0.2(5)	0.429(21)	0.132(385)	0.023(175)	0(30)	0(4)	143.342139	136.018817	108.622951	3.085938	28.8	14.333333	28.87013	6.411429	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in KIRC(up);EVPs in MEL(down);EVPs in OV(up);EVPs in SCLC(up);EVPs in Urine(down);CRC(up);GC(up)
exo_circ_107993	chr17:20921254-20931987|-	chr17:21017941-21028674|-	hsa_circ_0042472	USP22	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.01(1552)	0.013(372)	0.008(244)	0.008(125)	0(5)	0(21)	0.016(385)	0.011(175)	0(30)	0(4)	0.149485	0.188172	0.090164	0.000508	0.0	0.0	0.041558	0.125714	0.0	0.0	GC(up)
exo_circ_108008	chr17:25630392-25638642|+	chr17:27303366-27311616|+	hsa_circ_0005336	WSB1	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.063(1552)	0.067(372)	0.029(244)	0.032(125)	0(5)	0.048(21)	0.195(385)	0.223(175)	0.033(30)	0(4)	1.355026	1.755376	0.885246	0.008108	0.0	0.666667	1.202597	1.474286	2.6	0.0	EVPs in CRC(up);EVPs in OV(up);EVPs in SCLC(up);CHB(down);MGUS(down)
exo_circ_108135	chr17:26918715-26920084|-	chr17:28591697-28593066|-	hsa_circ_0006686	SPAG5	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.01(1552)	0.005(372)	0.008(244)	0.088(125)	0(5)	0(21)	0.026(385)	0.011(175)	0.033(30)	0(4)	0.190077	0.217742	0.245902	0.108085	0.0	0.0	0.163636	0.011429	0.3	0.0	EVPs in NSCLC(up);EVPs in Urine(up)
exo_circ_108191	chr17:27613009-27614734|-	chr17:29285991-29287716|-	NA	NUFIP2	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.094(1552)	0.083(372)	0.066(244)	0.216(125)	0(5)	0.095(21)	0.208(385)	0.149(175)	0.167(30)	0(4)	1.75451	1.379032	1.122951	0.216385	0.0	0.904762	0.867532	0.537143	7.633333	0.0	EVPs in MEL(down);EVPs in SCLC(up);EVPs in Urine(down);CHB(down);MGUS(down)
exo_circ_108943	chr17:33310020-33310571|+	chr17:34983001-34983552|+	hsa_circ_0007614	LIG3	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.028(1552)	0.027(372)	0.012(244)	0.08(125)	0(5)	0(21)	0.018(385)	0.023(175)	0(30)	0(4)	0.602448	0.327957	0.17623	0.022196	0.0	0.0	0.096104	0.205714	0.0	0.0	EVPs in BRCA(up)
exo_circ_109103	chr17:35310185-35311207|+	chr17:36952885-36953907|+	hsa_circ_0004751	AATF	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine;Urine	0.601(1552)	0.556(372)	0.463(244)	0.528(125)	0.2(5)	0.095(21)	0.756(385)	0.754(175)	0.5(30)	0(4)	37.700387	44.314516	18.852459	2.275102	21.4	1.142857	38.431169	47.08	14.566667	0.0	EVPs in Benign(up);EVPs in Bile(down);EVPs in BRCA(up);EVPs in CRC(up);EVPs in GBM(down);EVPs in MEL(down);EVPs in OV(up);EVPs in SCLC(up);CHB(down);MM(up);Urine(down)
exo_circ_109187	chr17:35936438-35945538|-	chr17:37576340-37585430|-	hsa_circ_0043297	SYNRG	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.387(1552)	0.349(372)	0.332(244)	0.232(125)	0(5)	0(21)	0.738(385)	0.669(175)	0.1(30)	0(4)	12.593428	14.419355	10.467213	0.167683	0.0	0.0	23.25974	14.8	1.1	0.0	EVPs in Bile(down);EVPs in CSF(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in Urine(down);CHB(down);CRC(up);NSCLC(up);GC(up);Urine(down)
exo_circ_109256	chr17:36933939-36943173|-	chr17:38777686-38786920|-	hsa_circ_0043379	PIP4K2B	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in CSF;EVPs in Urine;Urine	0.251(1552)	0.199(372)	0.201(244)	0.192(125)	0.2(5)	0.048(21)	0.481(385)	0.291(175)	0.033(30)	0(4)	6.280928	5.755376	4.680328	0.470655	0.6	0.047619	8.05974	5.074286	1.066667	0.0	EVPs in GBM(down);EVPs in MEL(down);EVPs in ML(down);EVPs in SCLC(up);CHB(down);Urine(down)
exo_circ_109563	chr17:40855757-40882936|-	chr17:42703739-42730918|-	hsa_circ_0043892	EZH1	protein coding gene	Blood;CSF;EVPs in Blood;EVPs in Urine;Urine	0.032(1552)	0.019(372)	0.029(244)	0.064(125)	0(5)	0(21)	0.177(385)	0.103(175)	0.067(30)	0.25(4)	0.628222	0.236559	0.721311	0.03569	0.0	0.0	0.958442	0.554286	0.7	0.25	CRC(up)
exo_circ_109776	chr17:44171925-44430296|-	chr17:46094559-46352930|-	NA	NA	NA	Blood;CSF;Urine	0.001(1552)	0(372)	0(244)	0(125)	0(5)	0(21)	0.047(385)	0.063(175)	0.2(30)	0.25(4)	0.000644	0.0	0.0	0.0	0.0	0.0	2.909091	2.8	5.6	0.25	CRC(down);GC(down)
exo_circ_109777	chr17:44171925-44648235|-	chr17:46094559-46570869|-	NA	NA	NA	Blood;CSF;Urine	0(1552)	0.003(372)	0(244)	0(125)	0(5)	0(21)	0.047(385)	0.063(175)	0.2(30)	0.25(4)	0.0	0.016129	0.0	0.0	0.0	0.0	3.166234	3.005714	8.333333	0.5	CRC(down);NSCLC(down);MM(up);GC(down)
exo_circ_110011	chr17:45438743-45492285|+	chr17:47361377-47414919|+	NA	EFCAB13	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.024(1552)	0.016(372)	0.025(244)	0.168(125)	0(5)	0(21)	0.14(385)	0.08(175)	0.033(30)	0(4)	0.204897	0.268817	0.127049	0.129774	0.0	0.0	0.433766	0.131429	0.066667	0.0	EVPs in SCLC(up);EVPs in Urine(up);CRC(up)
exo_circ_110130	chr17:45741524-45745776|+	chr17:47664158-47668410|+	hsa_circ_0000779	KPNB1	protein coding gene	Blood;CSF;EVPs in Blood;EVPs in Urine	0.206(1552)	0.167(372)	0.184(244)	0.096(125)	0(5)	0(21)	0.436(385)	0.171(175)	0(30)	0.25(4)	4.76933	4.435484	4.82377	0.040196	0.0	0.0	5.480519	3.234286	0.0	1.5	EVPs in MEL(down);EVPs in Urine(down);CHB(down);Urine(down)
exo_circ_110305	chr17:49057106-49064598|-	chr17:50979745-50987237|-	hsa_circ_0000785	SPAG9	protein coding gene	Blood;EVPs in Blood;EVPs in Urine	0.064(1552)	0.062(372)	0.049(244)	0.112(125)	0(5)	0(21)	0.096(385)	0.011(175)	0(30)	0(4)	0.954897	0.830645	0.729508	0.022997	0.0	0.0	0.815584	0.034286	0.0	0.0	CRC(up);GC(up)
exo_circ_110372	chr17:49278952-49280589|-	chr17:51201591-51203228|-	NA	MBTD1	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.434(1552)	0.376(372)	0.373(244)	0.2(125)	0(5)	0.048(21)	0.229(385)	0.086(175)	0(30)	0(4)	18.670103	18.658602	13.061475	0.159605	0.0	0.190476	19.636364	11.468571	0.0	0.0	EVPs in Bile(down);EVPs in GBM(down);EVPs in MEL(down);EVPs in Urine(down);CRC(up);NSCLC(down);MM(up)
exo_circ_110573	chr17:56780556-56787351|+	chr17:58703195-58709990|+	NA	RAD51C	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.137(1552)	0.145(372)	0.107(244)	0.048(125)	0(5)	0(21)	0.603(385)	0.48(175)	0.033(30)	0(4)	2.165593	3.513441	1.47541	0.01147	0.0	0.0	14.218182	9.931429	0.6	0.0	EVPs in BRCA(up);EVPs in SCLC(up);CHB(down);NSCLC(up);GC(up);Urine(down)
exo_circ_110726	chr17:57808781-57851305|+	chr17:59731420-59773944|+	NA	VMP1	protein coding gene	Blood;EVPs in Blood;EVPs in CSF;EVPs in Urine;Urine	0.035(1552)	0.04(372)	0.025(244)	0.096(125)	0.2(5)	0(21)	0.127(385)	0.12(175)	0.133(30)	0(4)	0.929124	0.884409	0.237705	0.027205	0.2	0.0	0.597403	0.531429	1.866667	0.0	EVPs in Urine(down);CHB(down)
exo_circ_110739	chr17:57842331-57851246|+	chr17:59764970-59773885|+	hsa_circ_0004027	VMP1	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine;Urine	0.234(1552)	0.21(372)	0.209(244)	0.184(125)	0(5)	0.095(21)	0.504(385)	0.474(175)	0.133(30)	0(4)	5.529639	5.05914	5.557377	0.216145	0.0	1.428571	5.948052	5.102857	0.266667	0.0	EVPs in MEL(down);CHB(down);Urine(down)
exo_circ_110875	chr17:58538023-58543820|-	chr17:60460662-60466459|-	hsa_circ_0044964	APPBP2	protein coding gene	Blood;EVPs in Blood;EVPs in Urine;Urine	0.057(1552)	0.056(372)	0.037(244)	0.072(125)	0(5)	0(21)	0.294(385)	0.211(175)	0.1(30)	0(4)	0.829253	0.959677	0.54918	0.016049	0.0	0.0	2.101299	1.954286	0.5	0.0	EVPs in CRC(up);EVPs in PDAC(up);CHB(down);Urine(down)
exo_circ_111228	chr17:61841375-61843554|-	chr17:63764015-63766194|-	hsa_circ_0006690	CCDC47	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.174(1552)	0.14(372)	0.164(244)	0.176(125)	0(5)	0.048(21)	0.01(385)	0.137(175)	0(30)	0(4)	3.260954	3.486559	3.217213	0.158931	0.0	0.047619	0.075325	1.205714	0.0	0.0	EVPs in MEL(down);CRC(down);ESCA(down);HCC(down);NSCLC(down);GC(down);Urine(down)
exo_circ_111267	chr17:62289933-62291602|-	chr17:64212573-64214242|-	hsa_circ_0006479	TEX2	protein coding gene	Blood;EVPs in Blood;EVPs in Bile;EVPs in Urine	0.139(1552)	0.099(372)	0.156(244)	0.136(125)	0(5)	0.048(21)	0.19(385)	0.08(175)	0(30)	0(4)	2.969072	2.010753	4.147541	0.107996	0.0	0.142857	1.067532	0.2	0.0	0.0	CRC(up);ESCA(up);NSCLC(up);GC(up);Urine(down)
exo_circ_111462	chr17:64049853-64092750|-	chr17:66053735-66096632|-	NA	CEP112	protein coding gene	EVPs in Blood;EVPs in Urine	0.021(1552)	0.011(372)	0.012(244)	0.016(125)	0(5)	0(21)	0.005(385)	0(175)	0(30)	0(4)	0.476804	0.096774	0.233607	0.004643	0.0	0.0	0.023377	0.0	0.0	0.0	EVPs in BRCA(up)
