hg38,miRNA
chr2:109564365-109593119,miR-4742-3p
chr2:109564365-109593119,miR-4742-5p
chr2:109564365-109593119,miR-4743-3p
chr2:109564365-109593119,miR-4746-5p
chr2:109564365-109593119,miR-4753-3p
chr2:109564365-109593119,miR-4766-3p
chr2:109564365-109593119,miR-4766-5p
chr2:109564365-109593119,miR-4769-3p
chr2:109564365-109593119,miR-4772-5p
chr2:109564365-109593119,miR-4774-5p
chr2:109564365-109593119,miR-4776-3p
chr2:109564365-109593119,miR-4776-3p
chr2:109564365-109593119,miR-4777-3p
chr2:109564365-109593119,miR-4780
chr2:109564365-109593119,miR-4790-3p
chr2:109564365-109593119,miR-4796-5p
chr2:109564365-109593119,miR-4802-3p
chr2:109564365-109593119,miR-493-5p
chr2:109564365-109593119,miR-495-3p
chr2:109564365-109593119,miR-495-5p
chr2:109564365-109593119,miR-5002-5p
chr2:109564365-109593119,miR-5007-3p
chr2:109564365-109593119,miR-5009-5p
chr2:109564365-109593119,miR-503-5p
chr2:109564365-109593119,miR-5047
chr2:109564365-109593119,miR-505-3p.2
chr2:109564365-109593119,miR-5093
chr2:109564365-109593119,miR-5094
chr2:109564365-109593119,miR-5096
chr2:109564365-109593119,miR-511-5p
chr2:109564365-109593119,miR-513b-3p
chr2:109564365-109593119,miR-514a-5p
chr2:109564365-109593119,miR-515-3p
chr2:109564365-109593119,miR-5189-5p
chr2:109564365-109593119,miR-5193
chr2:109564365-109593119,miR-5195-3p
chr2:109564365-109593119,miR-519e-3p
chr2:109564365-109593119,miR-520d-5p
chr2:109564365-109593119,miR-522-3p
chr2:109564365-109593119,miR-524-5p
chr2:109564365-109593119,miR-544a-3p
chr2:109564365-109593119,miR-545-3p
chr2:109564365-109593119,miR-545-3p
chr2:109564365-109593119,miR-548a-5p
chr2:109564365-109593119,miR-548ab
chr2:109564365-109593119,miR-548ad-5p
chr2:109564365-109593119,miR-548ae-5p
chr2:109564365-109593119,miR-548aj-5p
chr2:109564365-109593119,miR-548ak
chr2:109564365-109593119,miR-548al
chr2:109564365-109593119,miR-548am-5p
chr2:109564365-109593119,miR-548ap-5p
chr2:109564365-109593119,miR-548aq-5p
chr2:109564365-109593119,miR-548ar-5p
chr2:109564365-109593119,miR-548as-5p
chr2:109564365-109593119,miR-548at-5p
chr2:109564365-109593119,miR-548au-5p
chr2:109564365-109593119,miR-548ay-5p
chr2:109564365-109593119,miR-548b-5p
chr2:109564365-109593119,miR-548bb-5p
chr2:109564365-109593119,miR-548c-5p
chr2:109564365-109593119,miR-548d-5p
chr2:109564365-109593119,miR-548e-5p
chr2:109564365-109593119,miR-548f-5p
chr2:109564365-109593119,miR-548g-3p
chr2:109564365-109593119,miR-548g-5p
chr2:109564365-109593119,miR-548h-5p
chr2:109564365-109593119,miR-548i
chr2:109564365-109593119,miR-548j-5p
chr2:109564365-109593119,miR-548n
chr2:109564365-109593119,miR-548o-5p
chr2:109564365-109593119,miR-548p
chr2:109564365-109593119,miR-548w
chr2:109564365-109593119,miR-548x-5p
chr2:109564365-109593119,miR-548y
chr2:109564365-109593119,miR-550a-3-5p
chr2:109564365-109593119,miR-550a-5p
chr2:109564365-109593119,miR-556-5p
chr2:109564365-109593119,miR-5587-5p
chr2:109564365-109593119,miR-5588-3p
chr2:109564365-109593119,miR-559
chr2:109564365-109593119,miR-5590-5p
chr2:109564365-109593119,miR-5590-5p
chr2:109564365-109593119,miR-567
chr2:109564365-109593119,miR-5683
chr2:109564365-109593119,miR-570-3p
chr2:109564365-109593119,miR-575
chr2:109564365-109593119,miR-576-3p
chr2:109564365-109593119,miR-581
chr2:109564365-109593119,miR-582-3p
chr2:109564365-109593119,miR-591
chr2:109564365-109593119,miR-592
chr2:109564365-109593119,miR-597-5p
chr2:109564365-109593119,miR-598-5p
chr2:109564365-109593119,miR-605-3p
chr2:109564365-109593119,miR-605-5p
chr2:109564365-109593119,miR-6072
chr2:109564365-109593119,miR-612
chr2:109564365-109593119,miR-616-5p
chr2:109564365-109593119,miR-619-3p
chr2:109564365-109593119,miR-620
chr2:109564365-109593119,miR-623
chr2:109564365-109593119,miR-625-5p
chr2:109564365-109593119,miR-626
chr2:109564365-109593119,miR-628-5p
chr2:109564365-109593119,miR-629-3p
chr2:109564365-109593119,miR-637
chr2:109564365-109593119,miR-641
chr2:109564365-109593119,miR-641
chr2:109564365-109593119,miR-642a-3p
chr2:109564365-109593119,miR-642b-3p
chr2:109564365-109593119,miR-6500-3p
chr2:109564365-109593119,miR-6501-5p
chr2:109564365-109593119,miR-6501-5p
chr2:109564365-109593119,miR-6503-5p
chr2:109564365-109593119,miR-6505-3p
chr2:109564365-109593119,miR-6509-3p
chr2:109564365-109593119,miR-6513-3p
chr2:109564365-109593119,miR-6515-5p
chr2:109564365-109593119,miR-6516-5p
chr2:109564365-109593119,miR-653-3p
chr2:109564365-109593119,miR-654-3p
chr2:109564365-109593119,miR-654-3p
chr2:109564365-109593119,miR-654-5p
chr2:109564365-109593119,miR-656-5p
chr2:109564365-109593119,miR-660-3p
chr2:109564365-109593119,miR-661
chr2:109564365-109593119,miR-664b-3p
chr2:109564365-109593119,miR-670-3p
chr2:109564365-109593119,miR-6715b-5p
chr2:109564365-109593119,miR-6720-3p
chr2:109564365-109593119,miR-6724-5p
chr2:109564365-109593119,miR-6724-5p
chr2:109564365-109593119,miR-6733-3p
chr2:109564365-109593119,miR-6735-3p
chr2:109564365-109593119,miR-6739-3p
chr2:109564365-109593119,miR-6749-3p
chr2:109564365-109593119,miR-675-3p
chr2:109564365-109593119,miR-6751-3p
chr2:109564365-109593119,miR-6759-3p
chr2:109564365-109593119,miR-6759-5p
chr2:109564365-109593119,miR-6769b-5p
chr2:109564365-109593119,miR-6773-5p
chr2:109564365-109593119,miR-6773-5p
chr2:109564365-109593119,miR-6780b-3p
chr2:109564365-109593119,miR-6783-3p
chr2:109564365-109593119,miR-6790-3p
chr2:109564365-109593119,miR-6792-3p
chr2:109564365-109593119,miR-6794-3p
chr2:109564365-109593119,miR-6796-5p
chr2:109564365-109593119,miR-6797-5p
chr2:109564365-109593119,miR-6801-5p
chr2:109564365-109593119,miR-6809-3p
chr2:109564365-109593119,miR-6813-3p
chr2:109564365-109593119,miR-6814-3p
chr2:109564365-109593119,miR-6814-5p
chr2:109564365-109593119,miR-6817-5p
chr2:109564365-109593119,miR-6821-3p
chr2:109564365-109593119,miR-6828-3p
chr2:109564365-109593119,miR-6830-3p
chr2:109564365-109593119,miR-6832-5p
chr2:109564365-109593119,miR-6841-5p
chr2:109564365-109593119,miR-6853-3p
chr2:109564365-109593119,miR-6859-5p
chr2:109564365-109593119,miR-6860
chr2:109564365-109593119,miR-6864-3p
chr2:109564365-109593119,miR-6870-3p
chr2:109564365-109593119,miR-6872-5p
chr2:109564365-109593119,miR-6876-3p
chr2:109564365-109593119,miR-6882-5p
chr2:109564365-109593119,miR-6882-5p
chr2:109564365-109593119,miR-6891-3p
chr2:109564365-109593119,miR-6894-5p
chr2:109564365-109593119,miR-7152-5p
chr2:109564365-109593119,miR-7154-3p
chr2:109564365-109593119,miR-7155-3p
chr2:109564365-109593119,miR-7156-3p
chr2:109564365-109593119,miR-7159-5p
chr2:109564365-109593119,miR-758-3p
chr2:109564365-109593119,miR-765
chr2:109564365-109593119,miR-766-5p
chr2:109564365-109593119,miR-767-3p
chr2:109564365-109593119,miR-7703
chr2:109564365-109593119,miR-7852-3p
chr2:109564365-109593119,miR-8058
chr2:109564365-109593119,miR-8059
chr2:109564365-109593119,miR-8066
chr2:109564365-109593119,miR-873-3p
chr2:109564365-109593119,miR-875-3p
chr2:109564365-109593119,miR-891a-5p
chr2:109564365-109593119,miR-892b
chr2:109564365-109593119,miR-9-3p
chr2:109564365-109593119,miR-92a-1-5p
chr2:109564365-109593119,miR-934
chr2:109564365-109593119,miR-941
chr2:109564365-109593119,miR-942-3p
chr2:109564365-109593119,miR-96-5p
chr2:128186682-128187614,let-7a-2-3p
chr2:128186682-128187614,let-7g-3p
chr2:128186682-128187614,miR-100-5p
chr2:128186682-128187614,miR-1183
chr2:128186682-128187614,miR-1208
chr2:128186682-128187614,miR-1226-5p
chr2:128186682-128187614,miR-1226-5p
chr2:128186682-128187614,miR-1228-3p
chr2:128186682-128187614,miR-1236-3p
chr2:128186682-128187614,miR-1237-3p
chr2:128186682-128187614,miR-1247-5p
chr2:128186682-128187614,miR-1248
chr2:128186682-128187614,miR-1249-5p
chr2:128186682-128187614,miR-1249-5p
chr2:128186682-128187614,miR-1253
chr2:128186682-128187614,miR-126-5p
chr2:128186682-128187614,miR-1269
chr2:128186682-128187614,miR-1271-5p
chr2:128186682-128187614,miR-1271-5p
chr2:128186682-128187614,miR-1276
chr2:128186682-128187614,miR-1278
chr2:128186682-128187614,miR-1284
chr2:128186682-128187614,miR-129-5p
chr2:128186682-128187614,miR-1290
chr2:128186682-128187614,miR-130-3p
chr2:128186682-128187614,miR-1307-3p
chr2:128186682-128187614,miR-130b-5p
chr2:128186682-128187614,miR-132-5p
chr2:128186682-128187614,miR-1321
chr2:128186682-128187614,miR-133a-3p
chr2:128186682-128187614,miR-133a-3p.2
chr2:128186682-128187614,miR-133b
chr2:128186682-128187614,miR-145-5p
chr2:128186682-128187614,miR-1470
chr2:128186682-128187614,miR-149-3p
chr2:128186682-128187614,miR-149-3p
chr2:128186682-128187614,miR-152-5p
chr2:128186682-128187614,miR-15b-3p
chr2:128186682-128187614,miR-15b-3p
chr2:128186682-128187614,miR-182-3p
chr2:128186682-128187614,miR-182-3p
chr2:128186682-128187614,miR-182-5p
chr2:128186682-128187614,miR-183-5p.2
chr2:128186682-128187614,miR-183-5p.2
chr2:128186682-128187614,miR-186-3p
chr2:128186682-128187614,miR-20b-3p
chr2:128186682-128187614,miR-2115-5p
chr2:128186682-128187614,miR-218-1-3p
chr2:128186682-128187614,miR-218-1-3p
chr2:128186682-128187614,miR-218-2-3p
chr2:128186682-128187614,miR-2681-3p
chr2:128186682-128187614,miR-301-3p
chr2:128186682-128187614,miR-3123
chr2:128186682-128187614,miR-3125
chr2:128186682-128187614,miR-3126-5p
chr2:128186682-128187614,miR-3126-5p
chr2:128186682-128187614,miR-3133
chr2:128186682-128187614,miR-3137
chr2:128186682-128187614,miR-3138
chr2:128186682-128187614,miR-3157-3p
chr2:128186682-128187614,miR-3157-3p
chr2:128186682-128187614,miR-3182
chr2:128186682-128187614,miR-3186-5p
chr2:128186682-128187614,miR-328-5p
chr2:128186682-128187614,miR-338-5p
chr2:128186682-128187614,miR-340-3p
chr2:128186682-128187614,miR-3617-5p
chr2:128186682-128187614,miR-3622a-3p
chr2:128186682-128187614,miR-3622a-3p
chr2:128186682-128187614,miR-3622b-3p
chr2:128186682-128187614,miR-3622b-3p
chr2:128186682-128187614,miR-3663-3p
chr2:128186682-128187614,miR-377-3p
chr2:128186682-128187614,miR-3914
chr2:128186682-128187614,miR-3916
chr2:128186682-128187614,miR-3919
chr2:128186682-128187614,miR-3925-3p
chr2:128186682-128187614,miR-3925-5p
chr2:128186682-128187614,miR-3938
chr2:128186682-128187614,miR-3941
chr2:128186682-128187614,miR-4252
chr2:128186682-128187614,miR-4279
chr2:128186682-128187614,miR-4287
chr2:128186682-128187614,miR-4290
chr2:128186682-128187614,miR-4300
chr2:128186682-128187614,miR-4303
chr2:128186682-128187614,miR-4307
chr2:128186682-128187614,miR-4311
chr2:128186682-128187614,miR-4419a
chr2:128186682-128187614,miR-4419a
chr2:128186682-128187614,miR-4421
chr2:128186682-128187614,miR-4469
chr2:128186682-128187614,miR-4497
chr2:128186682-128187614,miR-4502
chr2:128186682-128187614,miR-4502
chr2:128186682-128187614,miR-4504
chr2:128186682-128187614,miR-451
chr2:128186682-128187614,miR-4510
chr2:128186682-128187614,miR-4510
chr2:128186682-128187614,miR-451b
chr2:128186682-128187614,miR-454-3p
chr2:128186682-128187614,miR-4540
chr2:128186682-128187614,miR-4638-5p
chr2:128186682-128187614,miR-4649-3p
chr2:128186682-128187614,miR-4652-3p
chr2:128186682-128187614,miR-4655-3p
chr2:128186682-128187614,miR-466
chr2:128186682-128187614,miR-4667-3p
chr2:128186682-128187614,miR-4672
chr2:128186682-128187614,miR-4681
chr2:128186682-128187614,miR-4685-3p
chr2:128186682-128187614,miR-4695-3p
chr2:128186682-128187614,miR-4716-5p
chr2:128186682-128187614,miR-4719
chr2:128186682-128187614,miR-4722-3p
chr2:128186682-128187614,miR-4723-5p
chr2:128186682-128187614,miR-4728-5p
chr2:128186682-128187614,miR-4728-5p
chr2:128186682-128187614,miR-4739
chr2:128186682-128187614,miR-4739
chr2:128186682-128187614,miR-4743-3p
chr2:128186682-128187614,miR-4753-3p
chr2:128186682-128187614,miR-4753-3p
chr2:128186682-128187614,miR-4756-5p
chr2:128186682-128187614,miR-4762-3p
chr2:128186682-128187614,miR-4766-5p
chr2:128186682-128187614,miR-4768-5p
chr2:128186682-128187614,miR-4777-5p
chr2:128186682-128187614,miR-4800-5p
chr2:128186682-128187614,miR-489-3p
chr2:128186682-128187614,miR-493-5p
chr2:128186682-128187614,miR-493-5p
chr2:128186682-128187614,miR-5009-3p
chr2:128186682-128187614,miR-5009-5p
chr2:128186682-128187614,miR-5089-3p
chr2:128186682-128187614,miR-511-5p
chr2:128186682-128187614,miR-516a-3p
chr2:128186682-128187614,miR-516b-3p
chr2:128186682-128187614,miR-516b-5p
chr2:128186682-128187614,miR-517-5p
chr2:128186682-128187614,miR-518a-5p
chr2:128186682-128187614,miR-518d-5p
chr2:128186682-128187614,miR-519-5p
chr2:128186682-128187614,miR-5194
chr2:128186682-128187614,miR-5195-3p
chr2:128186682-128187614,miR-5197-3p
chr2:128186682-128187614,miR-520g-5p
chr2:128186682-128187614,miR-524-5p
chr2:128186682-128187614,miR-526b-5p
chr2:128186682-128187614,miR-527
chr2:128186682-128187614,miR-539-5p
chr2:128186682-128187614,miR-541-5p
chr2:128186682-128187614,miR-542-3p
chr2:128186682-128187614,miR-548a-5p
chr2:128186682-128187614,miR-548ab
chr2:128186682-128187614,miR-548ad-5p
chr2:128186682-128187614,miR-548ae-5p
chr2:128186682-128187614,miR-548ak
chr2:128186682-128187614,miR-548am-5p
chr2:128186682-128187614,miR-548ap-5p
chr2:128186682-128187614,miR-548aq-5p
chr2:128186682-128187614,miR-548ar-5p
chr2:128186682-128187614,miR-548as-5p
chr2:128186682-128187614,miR-548au-5p
chr2:128186682-128187614,miR-548ay-5p
chr2:128186682-128187614,miR-548b-3p
chr2:128186682-128187614,miR-548b-5p
chr2:128186682-128187614,miR-548bb-5p
chr2:128186682-128187614,miR-548c-5p
chr2:128186682-128187614,miR-548d-5p
chr2:128186682-128187614,miR-548h-5p
chr2:128186682-128187614,miR-548i
chr2:128186682-128187614,miR-548j-5p
chr2:128186682-128187614,miR-548o-5p
chr2:128186682-128187614,miR-548w
chr2:128186682-128187614,miR-548y
chr2:128186682-128187614,miR-553
chr2:128186682-128187614,miR-5584-5p
chr2:128186682-128187614,miR-5587-5p
chr2:128186682-128187614,miR-559
chr2:128186682-128187614,miR-5591-5p
chr2:128186682-128187614,miR-5698
chr2:128186682-128187614,miR-5699-3p
chr2:128186682-128187614,miR-5705
chr2:128186682-128187614,miR-578
chr2:128186682-128187614,miR-583
chr2:128186682-128187614,miR-593-5p
chr2:128186682-128187614,miR-593-5p
chr2:128186682-128187614,miR-597-3p
chr2:128186682-128187614,miR-6081
chr2:128186682-128187614,miR-6090
chr2:128186682-128187614,miR-6127
chr2:128186682-128187614,miR-6127
chr2:128186682-128187614,miR-6129
chr2:128186682-128187614,miR-6129
chr2:128186682-128187614,miR-6130
chr2:128186682-128187614,miR-6130
chr2:128186682-128187614,miR-6133
chr2:128186682-128187614,miR-6133
chr2:128186682-128187614,miR-627-3p
chr2:128186682-128187614,miR-629-3p
chr2:128186682-128187614,miR-641
chr2:128186682-128187614,miR-642a-5p
chr2:128186682-128187614,miR-6503-3p
chr2:128186682-128187614,miR-6515-3p
chr2:128186682-128187614,miR-659-3p
chr2:128186682-128187614,miR-659-3p
chr2:128186682-128187614,miR-670-5p
chr2:128186682-128187614,miR-6726-5p
chr2:128186682-128187614,miR-6727-3p
chr2:128186682-128187614,miR-6734-5p
chr2:128186682-128187614,miR-6734-5p
chr2:128186682-128187614,miR-6740-3p
chr2:128186682-128187614,miR-6741-3p
chr2:128186682-128187614,miR-6741-3p
chr2:128186682-128187614,miR-6746-5p
chr2:128186682-128187614,miR-6747-3p
chr2:128186682-128187614,miR-6757-5p
chr2:128186682-128187614,miR-6760-3p
chr2:128186682-128187614,miR-6765-3p
chr2:128186682-128187614,miR-6770-5p
chr2:128186682-128187614,miR-6780a-3p
chr2:128186682-128187614,miR-6785-5p
chr2:128186682-128187614,miR-6785-5p
chr2:128186682-128187614,miR-6797-5p
chr2:128186682-128187614,miR-6797-5p
chr2:128186682-128187614,miR-6799-5p
chr2:128186682-128187614,miR-6803-3p
chr2:128186682-128187614,miR-6804-3p
chr2:128186682-128187614,miR-6804-3p
chr2:128186682-128187614,miR-6809-3p
chr2:128186682-128187614,miR-6809-3p
chr2:128186682-128187614,miR-6822-3p
chr2:128186682-128187614,miR-6827-3p
chr2:128186682-128187614,miR-6832-3p
chr2:128186682-128187614,miR-6833-3p
chr2:128186682-128187614,miR-6834-5p
chr2:128186682-128187614,miR-6834-5p
chr2:128186682-128187614,miR-6838-3p
chr2:128186682-128187614,miR-6844
chr2:128186682-128187614,miR-6844
chr2:128186682-128187614,miR-6859-5p
chr2:128186682-128187614,miR-6866-5p
chr2:128186682-128187614,miR-6868-3p
chr2:128186682-128187614,miR-6870-5p
chr2:128186682-128187614,miR-6875-5p
chr2:128186682-128187614,miR-6883-3p
chr2:128186682-128187614,miR-6883-5p
chr2:128186682-128187614,miR-6883-5p
chr2:128186682-128187614,miR-6885-5p
chr2:128186682-128187614,miR-6886-3p
chr2:128186682-128187614,miR-7106-3p
chr2:128186682-128187614,miR-7106-5p
chr2:128186682-128187614,miR-7111-5p
chr2:128186682-128187614,miR-7113-3p
chr2:128186682-128187614,miR-7162-3p
chr2:128186682-128187614,miR-7162-5p
chr2:128186682-128187614,miR-758-3p
chr2:128186682-128187614,miR-760
chr2:128186682-128187614,miR-7641
chr2:128186682-128187614,miR-8058
chr2:128186682-128187614,miR-8078
chr2:128186682-128187614,miR-874-3p
chr2:128186682-128187614,miR-874-3p
chr2:128186682-128187614,miR-876-5p
chr2:128186682-128187614,miR-877-5p
chr2:128186682-128187614,miR-9-5p
chr2:128186682-128187614,miR-920
chr2:128186682-128187614,miR-938
chr2:128186682-128187614,miR-942-5p
chr2:128186682-128187614,miR-942-5p
chr2:128186682-128187614,miR-95-5p
chr2:128186682-128187614,miR-96-3p
chr2:128186682-128187614,miR-96-5p
chr2:128186682-128187614,miR-96-5p
chr2:128186682-128187614,miR-99-5p
chr2:128186682-128187614,miR-let-7a-2-3p
chr2:128186682-128187614,miR-let-7c-3p
chr2:128186682-128187614,miR-let-7g-3p
chr2:199368604-199381820,miR-1-5p
chr2:199368604-199381820,miR-1178-5p
chr2:199368604-199381820,miR-1182
chr2:199368604-199381820,miR-1202
chr2:199368604-199381820,miR-1226-5p
chr2:199368604-199381820,miR-1227-3p
chr2:199368604-199381820,miR-1227-3p
chr2:199368604-199381820,miR-124-3p
chr2:199368604-199381820,miR-124-3p.1
chr2:199368604-199381820,miR-124-3p.2
chr2:199368604-199381820,miR-1247-3p
chr2:199368604-199381820,miR-1255a
chr2:199368604-199381820,miR-1255b-5p
chr2:199368604-199381820,miR-1256
chr2:199368604-199381820,miR-1262
chr2:199368604-199381820,miR-1264
chr2:199368604-199381820,miR-1270
chr2:199368604-199381820,miR-1273f
chr2:199368604-199381820,miR-1273g-3p
chr2:199368604-199381820,miR-1273h-5p
chr2:199368604-199381820,miR-1275
chr2:199368604-199381820,miR-1279
chr2:199368604-199381820,miR-1285-3p
chr2:199368604-199381820,miR-1290
chr2:199368604-199381820,miR-130-3p
chr2:199368604-199381820,miR-1305
chr2:199368604-199381820,miR-1306-5p
chr2:199368604-199381820,miR-130b-5p
chr2:199368604-199381820,miR-1323
chr2:199368604-199381820,miR-1343-5p
chr2:199368604-199381820,miR-139-3p
chr2:199368604-199381820,miR-143-3p
chr2:199368604-199381820,miR-149-3p
chr2:199368604-199381820,miR-150-5p
chr2:199368604-199381820,miR-150-5p
chr2:199368604-199381820,miR-154-3p
chr2:199368604-199381820,miR-17-3p
chr2:199368604-199381820,miR-18-5p
chr2:199368604-199381820,miR-181a-2-3p
chr2:199368604-199381820,miR-181c-3p
chr2:199368604-199381820,miR-182-3p
chr2:199368604-199381820,miR-1827
chr2:199368604-199381820,miR-183-5p.2
chr2:199368604-199381820,miR-185-5p
chr2:199368604-199381820,miR-185-5p
chr2:199368604-199381820,miR-18a-3p
chr2:199368604-199381820,miR-1914-3p
chr2:199368604-199381820,miR-199-5p
chr2:199368604-199381820,miR-204-3p
chr2:199368604-199381820,miR-2116-3p
chr2:199368604-199381820,miR-2116-3p
chr2:199368604-199381820,miR-2116-5p
chr2:199368604-199381820,miR-214-5p
chr2:199368604-199381820,miR-215-3p
chr2:199368604-199381820,miR-215-3p
chr2:199368604-199381820,miR-218-1-3p
chr2:199368604-199381820,miR-22-5p
chr2:199368604-199381820,miR-221-5p
chr2:199368604-199381820,miR-223-5p
chr2:199368604-199381820,miR-2276-5p
chr2:199368604-199381820,miR-23-3p
chr2:199368604-199381820,miR-23-5p
chr2:199368604-199381820,miR-23a-5p
chr2:199368604-199381820,miR-23b-5p
chr2:199368604-199381820,miR-296-3p
chr2:199368604-199381820,miR-29b-1-5p
chr2:199368604-199381820,miR-301-3p
chr2:199368604-199381820,miR-302-3p
chr2:199368604-199381820,miR-30b-3p
chr2:199368604-199381820,miR-30b-3p
chr2:199368604-199381820,miR-30c-1-3p
chr2:199368604-199381820,miR-30c-2-3p
chr2:199368604-199381820,miR-30c-3p
chr2:199368604-199381820,miR-3122
chr2:199368604-199381820,miR-3129-3p
chr2:199368604-199381820,miR-3144-3p
chr2:199368604-199381820,miR-3145-3p
chr2:199368604-199381820,miR-3157-5p
chr2:199368604-199381820,miR-3163
chr2:199368604-199381820,miR-3165
chr2:199368604-199381820,miR-3175
chr2:199368604-199381820,miR-3175
chr2:199368604-199381820,miR-3179
chr2:199368604-199381820,miR-3183
chr2:199368604-199381820,miR-3184-5p
chr2:199368604-199381820,miR-3190-3p
chr2:199368604-199381820,miR-3192-5p
chr2:199368604-199381820,miR-3194-3p
chr2:199368604-199381820,miR-3202
chr2:199368604-199381820,miR-324-3p
chr2:199368604-199381820,miR-326
chr2:199368604-199381820,miR-330-5p
chr2:199368604-199381820,miR-335-3p
chr2:199368604-199381820,miR-33b-3p
chr2:199368604-199381820,miR-340-5p
chr2:199368604-199381820,miR-3606-3p
chr2:199368604-199381820,miR-3607-3p
chr2:199368604-199381820,miR-3613-5p
chr2:199368604-199381820,miR-3614-5p
chr2:199368604-199381820,miR-3616-3p
chr2:199368604-199381820,miR-3622b-5p
chr2:199368604-199381820,miR-363-5p
chr2:199368604-199381820,miR-365a-3p
chr2:199368604-199381820,miR-3664-5p
chr2:199368604-199381820,miR-3667-3p
chr2:199368604-199381820,miR-3688-5p
chr2:199368604-199381820,miR-3689-3p
chr2:199368604-199381820,miR-3689d
chr2:199368604-199381820,miR-3692-3p
chr2:199368604-199381820,miR-371-5p
chr2:199368604-199381820,miR-371a-3p
chr2:199368604-199381820,miR-371b-3p
chr2:199368604-199381820,miR-371b-5p
chr2:199368604-199381820,miR-372-3p
chr2:199368604-199381820,miR-372-5p
chr2:199368604-199381820,miR-373-3p
chr2:199368604-199381820,miR-373-5p
chr2:199368604-199381820,miR-3909
chr2:199368604-199381820,miR-3910
chr2:199368604-199381820,miR-3913-5p
chr2:199368604-199381820,miR-3972
chr2:199368604-199381820,miR-3976
chr2:199368604-199381820,miR-412-5p
chr2:199368604-199381820,miR-423-5p
chr2:199368604-199381820,miR-423-5p
chr2:199368604-199381820,miR-4252
chr2:199368604-199381820,miR-4263
chr2:199368604-199381820,miR-4273
chr2:199368604-199381820,miR-4280
chr2:199368604-199381820,miR-4302
chr2:199368604-199381820,miR-4306
chr2:199368604-199381820,miR-4307
chr2:199368604-199381820,miR-4314
chr2:199368604-199381820,miR-4318
chr2:199368604-199381820,miR-4433a-3p
chr2:199368604-199381820,miR-4433b-3p
chr2:199368604-199381820,miR-4459
chr2:199368604-199381820,miR-4468
chr2:199368604-199381820,miR-450a-1-3p
chr2:199368604-199381820,miR-4533
chr2:199368604-199381820,miR-454-3p
chr2:199368604-199381820,miR-455-5p
chr2:199368604-199381820,miR-4642
chr2:199368604-199381820,miR-4644
chr2:199368604-199381820,miR-4646-5p
chr2:199368604-199381820,miR-4649-3p
chr2:199368604-199381820,miR-4652-3p
chr2:199368604-199381820,miR-4653-3p
chr2:199368604-199381820,miR-4659a-3p
chr2:199368604-199381820,miR-4659b-3p
chr2:199368604-199381820,miR-4665-5p
chr2:199368604-199381820,miR-4677-5p
chr2:199368604-199381820,miR-4683
chr2:199368604-199381820,miR-4699-5p
chr2:199368604-199381820,miR-4708-5p
chr2:199368604-199381820,miR-4713-5p
chr2:199368604-199381820,miR-4713-5p
chr2:199368604-199381820,miR-4714-5p
chr2:199368604-199381820,miR-4716-3p
chr2:199368604-199381820,miR-4716-3p
chr2:199368604-199381820,miR-4723-3p
chr2:199368604-199381820,miR-4723-5p
chr2:199368604-199381820,miR-4723-5p
chr2:199368604-199381820,miR-4728-5p
chr2:199368604-199381820,miR-4735-5p
chr2:199368604-199381820,miR-4742-5p
chr2:199368604-199381820,miR-4743-3p
chr2:199368604-199381820,miR-4746-5p
chr2:199368604-199381820,miR-4754
chr2:199368604-199381820,miR-4755-3p
chr2:199368604-199381820,miR-4761-3p
chr2:199368604-199381820,miR-4761-5p
chr2:199368604-199381820,miR-4768-3p
chr2:199368604-199381820,miR-4775
chr2:199368604-199381820,miR-4778-3p
chr2:199368604-199381820,miR-483-3p.1
chr2:199368604-199381820,miR-485-5p
chr2:199368604-199381820,miR-487a-3p
chr2:199368604-199381820,miR-497-3p
chr2:199368604-199381820,miR-5002-5p
chr2:199368604-199381820,miR-5003-5p
chr2:199368604-199381820,miR-5004-3p
chr2:199368604-199381820,miR-5006-5p
chr2:199368604-199381820,miR-504-3p
chr2:199368604-199381820,miR-504-3p
chr2:199368604-199381820,miR-506-3p
chr2:199368604-199381820,miR-508-5p
chr2:199368604-199381820,miR-5088-3p
chr2:199368604-199381820,miR-510-5p
chr2:199368604-199381820,miR-513a-3p
chr2:199368604-199381820,miR-513c-3p
chr2:199368604-199381820,miR-513c-5p
chr2:199368604-199381820,miR-514a-5p
chr2:199368604-199381820,miR-514b-5p
chr2:199368604-199381820,miR-515-3p
chr2:199368604-199381820,miR-519-3p
chr2:199368604-199381820,miR-5192
chr2:199368604-199381820,miR-5194
chr2:199368604-199381820,miR-5194
chr2:199368604-199381820,miR-519e-3p
chr2:199368604-199381820,miR-520-3p
chr2:199368604-199381820,miR-532-3p
chr2:199368604-199381820,miR-532-3p
chr2:199368604-199381820,miR-542-3p
chr2:199368604-199381820,miR-548a-5p
chr2:199368604-199381820,miR-548ab
chr2:199368604-199381820,miR-548ad-5p
chr2:199368604-199381820,miR-548ae-5p
chr2:199368604-199381820,miR-548ak
chr2:199368604-199381820,miR-548am-5p
chr2:199368604-199381820,miR-548ap-5p
chr2:199368604-199381820,miR-548aq-5p
chr2:199368604-199381820,miR-548ar-5p
chr2:199368604-199381820,miR-548as-3p
chr2:199368604-199381820,miR-548as-5p
chr2:199368604-199381820,miR-548au-5p
chr2:199368604-199381820,miR-548av-5p
chr2:199368604-199381820,miR-548ay-5p
