hg38,miRNA
chr15:73561895-73573795,miR-133b
chr15:73561895-73573795,miR-136-3p
chr15:73561895-73573795,miR-138-2-3p
chr15:73561895-73573795,miR-1468-5p
chr15:73561895-73573795,miR-1468-5p
chr15:73561895-73573795,miR-17-3p
chr15:73561895-73573795,miR-181a-5p
chr15:73561895-73573795,miR-181b-5p
chr15:73561895-73573795,miR-181c-5p
chr15:73561895-73573795,miR-181d-5p
chr15:73561895-73573795,miR-18a-3p
chr15:73561895-73573795,miR-193a-5p
chr15:73561895-73573795,miR-197-3p
chr15:73561895-73573795,miR-202-3p
chr15:73561895-73573795,miR-205-3p
chr15:73561895-73573795,miR-205-5p
chr15:73561895-73573795,miR-205-5p
chr15:73561895-73573795,miR-206
chr15:73561895-73573795,miR-2113
chr15:73561895-73573795,miR-2117
chr15:73561895-73573795,miR-2117
chr15:73561895-73573795,miR-216a-5p
chr15:73561895-73573795,miR-219a-5p
chr15:73561895-73573795,miR-25-5p
chr15:73561895-73573795,miR-2682-3p
chr15:73561895-73573795,miR-29b-2-5p
chr15:73561895-73573795,miR-30a-3p
chr15:73561895-73573795,miR-30e-3p
chr15:73561895-73573795,miR-3126-3p
chr15:73561895-73573795,miR-3151-5p
chr15:73561895-73573795,miR-3157-5p
chr15:73561895-73573795,miR-3158-5p
chr15:73561895-73573795,miR-3176
chr15:73561895-73573795,miR-3185
chr15:73561895-73573795,miR-3187-3p
chr15:73561895-73573795,miR-3190-5p
chr15:73561895-73573795,miR-3191-5p
chr15:73561895-73573795,miR-324-5p
chr15:73561895-73573795,miR-326
chr15:73561895-73573795,miR-330-5p
chr15:73561895-73573795,miR-335-3p
chr15:73561895-73573795,miR-33a-3p
chr15:73561895-73573795,miR-3529-3p
chr15:73561895-73573795,miR-3529-5p
chr15:73561895-73573795,miR-3605-3p
chr15:73561895-73573795,miR-3620-3p
chr15:73561895-73573795,miR-363-5p
chr15:73561895-73573795,miR-3665
chr15:73561895-73573795,miR-3677-5p
chr15:73561895-73573795,miR-3682-3p
chr15:73561895-73573795,miR-376c-3p
chr15:73561895-73573795,miR-379-5p
chr15:73561895-73573795,miR-3912-5p
chr15:73561895-73573795,miR-3914
chr15:73561895-73573795,miR-3922-3p
chr15:73561895-73573795,miR-3945
chr15:73561895-73573795,miR-4253
chr15:73561895-73573795,miR-4257
chr15:73561895-73573795,miR-4262
chr15:73561895-73573795,miR-4267
chr15:73561895-73573795,miR-4273
chr15:73561895-73573795,miR-4273
chr15:73561895-73573795,miR-4302
chr15:73561895-73573795,miR-4319
chr15:73561895-73573795,miR-433-3p
chr15:73561895-73573795,miR-4435
chr15:73561895-73573795,miR-4435
chr15:73561895-73573795,miR-4445-5p
chr15:73561895-73573795,miR-4447
chr15:73561895-73573795,miR-4451
chr15:73561895-73573795,miR-4457
chr15:73561895-73573795,miR-4472
chr15:73561895-73573795,miR-4481
chr15:73561895-73573795,miR-4482-3p
chr15:73561895-73573795,miR-4483
chr15:73561895-73573795,miR-4504
chr15:73561895-73573795,miR-4640-5p
chr15:73561895-73573795,miR-4642
chr15:73561895-73573795,miR-4650-3p
chr15:73561895-73573795,miR-4659a-3p
chr15:73561895-73573795,miR-4659b-3p
chr15:73561895-73573795,miR-4662a-5p
chr15:73561895-73573795,miR-4677-5p
chr15:73561895-73573795,miR-4691-3p
chr15:73561895-73573795,miR-4722-3p
chr15:73561895-73573795,miR-4726-5p
chr15:73561895-73573795,miR-4743-5p
chr15:73561895-73573795,miR-4745-5p
chr15:73561895-73573795,miR-4751
chr15:73561895-73573795,miR-4753-3p
chr15:73561895-73573795,miR-4753-3p
chr15:73561895-73573795,miR-4753-5p
chr15:73561895-73573795,miR-4757-3p
chr15:73561895-73573795,miR-4757-5p
chr15:73561895-73573795,miR-4760-3p
chr15:73561895-73573795,miR-4775
chr15:73561895-73573795,miR-4782-3p
chr15:73561895-73573795,miR-4793-5p
chr15:73561895-73573795,miR-483-3p
chr15:73561895-73573795,miR-483-3p.2
chr15:73561895-73573795,miR-483-3p.2
chr15:73561895-73573795,miR-485-3p
chr15:73561895-73573795,miR-5003-5p
chr15:73561895-73573795,miR-5004-5p
chr15:73561895-73573795,miR-5010-3p
chr15:73561895-73573795,miR-5010-3p
chr15:73561895-73573795,miR-502-5p
chr15:73561895-73573795,miR-505-5p
chr15:73561895-73573795,miR-508-3p
chr15:73561895-73573795,miR-5088-3p
chr15:73561895-73573795,miR-510-5p
chr15:73561895-73573795,miR-513b-5p
chr15:73561895-73573795,miR-518c-5p
chr15:73561895-73573795,miR-5190
chr15:73561895-73573795,miR-523-3p
chr15:73561895-73573795,miR-539-3p
chr15:73561895-73573795,miR-544a-5p
chr15:73561895-73573795,miR-544b
chr15:73561895-73573795,miR-548s
chr15:73561895-73573795,miR-5586-5p
chr15:73561895-73573795,miR-5681b
chr15:73561895-73573795,miR-571
chr15:73561895-73573795,miR-578
chr15:73561895-73573795,miR-578
chr15:73561895-73573795,miR-579-5p
chr15:73561895-73573795,miR-588
chr15:73561895-73573795,miR-590-3p
chr15:73561895-73573795,miR-592
chr15:73561895-73573795,miR-593-3p
chr15:73561895-73573795,miR-599
chr15:73561895-73573795,miR-6072
chr15:73561895-73573795,miR-6087
chr15:73561895-73573795,miR-6089
chr15:73561895-73573795,miR-622
chr15:73561895-73573795,miR-657
chr15:73561895-73573795,miR-664a-3p
chr15:73561895-73573795,miR-6722-5p
chr15:73561895-73573795,miR-6727-3p
chr15:73561895-73573795,miR-6733-3p
chr15:73561895-73573795,miR-6739-3p
chr15:73561895-73573795,miR-6744-3p
chr15:73561895-73573795,miR-6745
chr15:73561895-73573795,miR-6747-3p
chr15:73561895-73573795,miR-6751-5p
chr15:73561895-73573795,miR-6752-5p
chr15:73561895-73573795,miR-6756-5p
chr15:73561895-73573795,miR-6762-5p
chr15:73561895-73573795,miR-6764-3p
chr15:73561895-73573795,miR-6765-5p
chr15:73561895-73573795,miR-6766-3p
chr15:73561895-73573795,miR-6766-5p
chr15:73561895-73573795,miR-6768-3p
chr15:73561895-73573795,miR-6776-5p
chr15:73561895-73573795,miR-6780a-3p
chr15:73561895-73573795,miR-6781-3p
chr15:73561895-73573795,miR-6792-5p
chr15:73561895-73573795,miR-6794-3p
chr15:73561895-73573795,miR-6803-5p
chr15:73561895-73573795,miR-6810-5p
chr15:73561895-73573795,miR-6814-5p
chr15:73561895-73573795,miR-6815-5p
chr15:73561895-73573795,miR-6824-3p
chr15:73561895-73573795,miR-6835-5p
chr15:73561895-73573795,miR-6842-5p
chr15:73561895-73573795,miR-6844
chr15:73561895-73573795,miR-6844
chr15:73561895-73573795,miR-6845-5p
chr15:73561895-73573795,miR-6861-5p
chr15:73561895-73573795,miR-6862-5p
chr15:73561895-73573795,miR-6865-5p
chr15:73561895-73573795,miR-6868-3p
chr15:73561895-73573795,miR-6878-3p
chr15:73561895-73573795,miR-6881-3p
chr15:73561895-73573795,miR-6886-3p
chr15:73561895-73573795,miR-6891-3p
chr15:73561895-73573795,miR-6895-3p
chr15:73561895-73573795,miR-7-5p
chr15:73561895-73573795,miR-7110-5p
chr15:73561895-73573795,miR-7111-3p
chr15:73561895-73573795,miR-7154-5p
chr15:73561895-73573795,miR-7156-5p
chr15:73561895-73573795,miR-7156-5p
chr15:73561895-73573795,miR-7159-3p
chr15:73561895-73573795,miR-758-3p
chr15:73561895-73573795,miR-7848-3p
chr15:73561895-73573795,miR-8060
chr15:73561895-73573795,miR-8070
chr15:73561895-73573795,miR-8074
chr15:73561895-73573795,miR-8074
chr15:73561895-73573795,miR-8089
chr15:73561895-73573795,miR-873-5p
chr15:73561895-73573795,miR-873-5p.1
chr15:73561895-73573795,miR-877-3p
chr15:73561895-73573795,miR-887-3p
chr15:73561895-73573795,miR-92a-2-5p
chr15:73561895-73573795,miR-938
chr15:73561895-73573795,miR-942-5p
chr15:85113872-85121014,let-7c-3p
chr15:85113872-85121014,miR-10-5p
chr15:85113872-85121014,miR-100-5p
chr15:85113872-85121014,miR-103-3p
chr15:85113872-85121014,miR-103a-3p
chr15:85113872-85121014,miR-106a-3p
chr15:85113872-85121014,miR-107
chr15:85113872-85121014,miR-107
chr15:85113872-85121014,miR-10b-3p
chr15:85113872-85121014,miR-1179
chr15:85113872-85121014,miR-1184
chr15:85113872-85121014,miR-1207-3p
chr15:85113872-85121014,miR-1207-3p
chr15:85113872-85121014,miR-1229-5p
chr15:85113872-85121014,miR-1238-5p
chr15:85113872-85121014,miR-1243
chr15:85113872-85121014,miR-1247-5p
chr15:85113872-85121014,miR-125-5p
chr15:85113872-85121014,miR-1250-3p
chr15:85113872-85121014,miR-1255b-2-3p
chr15:85113872-85121014,miR-125a-5p
chr15:85113872-85121014,miR-125b-5p
chr15:85113872-85121014,miR-126-3p.1
chr15:85113872-85121014,miR-1270
chr15:85113872-85121014,miR-1270
chr15:85113872-85121014,miR-1272
chr15:85113872-85121014,miR-1273e
chr15:85113872-85121014,miR-1273f
chr15:85113872-85121014,miR-1273f
chr15:85113872-85121014,miR-1273g-3p
chr15:85113872-85121014,miR-1273h-5p
chr15:85113872-85121014,miR-1277-5p
chr15:85113872-85121014,miR-1277-5p
chr15:85113872-85121014,miR-1285-3p
chr15:85113872-85121014,miR-1285-3p
chr15:85113872-85121014,miR-129-5p
chr15:85113872-85121014,miR-129-5p
chr15:85113872-85121014,miR-1293
chr15:85113872-85121014,miR-1298-5p
chr15:85113872-85121014,miR-130-3p
chr15:85113872-85121014,miR-1301-3p
chr15:85113872-85121014,miR-1302
chr15:85113872-85121014,miR-1302
chr15:85113872-85121014,miR-1306-5p
chr15:85113872-85121014,miR-132-5p
chr15:85113872-85121014,miR-1324
chr15:85113872-85121014,miR-1343-3p
chr15:85113872-85121014,miR-1343-3p
chr15:85113872-85121014,miR-135a-3p
chr15:85113872-85121014,miR-136-3p
chr15:85113872-85121014,miR-136-5p
chr15:85113872-85121014,miR-137
chr15:85113872-85121014,miR-138-2-3p
chr15:85113872-85121014,miR-139-3p
chr15:85113872-85121014,miR-140-5p
chr15:85113872-85121014,miR-143-3p
chr15:85113872-85121014,miR-145-3p
chr15:85113872-85121014,miR-145-5p
chr15:85113872-85121014,miR-15-5p
chr15:85113872-85121014,miR-150-5p
chr15:85113872-85121014,miR-152-5p
chr15:85113872-85121014,miR-1538
chr15:85113872-85121014,miR-155-5p
chr15:85113872-85121014,miR-16-2-3p
chr15:85113872-85121014,miR-16-5p
chr15:85113872-85121014,miR-182-3p
chr15:85113872-85121014,miR-1825
chr15:85113872-85121014,miR-185-5p
chr15:85113872-85121014,miR-1909-5p
chr15:85113872-85121014,miR-190a-3p
chr15:85113872-85121014,miR-1910-3p
chr15:85113872-85121014,miR-1915-3p
chr15:85113872-85121014,miR-192-5p
chr15:85113872-85121014,miR-194-3p
chr15:85113872-85121014,miR-195-3p
chr15:85113872-85121014,miR-195-5p
chr15:85113872-85121014,miR-199a-5p
chr15:85113872-85121014,miR-199b-5p
chr15:85113872-85121014,miR-203a-5p
chr15:85113872-85121014,miR-203b-5p
chr15:85113872-85121014,miR-2054
chr15:85113872-85121014,miR-206
chr15:85113872-85121014,miR-2116-3p
chr15:85113872-85121014,miR-2116-5p
chr15:85113872-85121014,miR-212-5p
chr15:85113872-85121014,miR-214-3p
chr15:85113872-85121014,miR-215-3p
chr15:85113872-85121014,miR-215-5p
chr15:85113872-85121014,miR-219a-2-3p
chr15:85113872-85121014,miR-222-5p
chr15:85113872-85121014,miR-25-3p
chr15:85113872-85121014,miR-2682-5p
chr15:85113872-85121014,miR-27-3p
chr15:85113872-85121014,miR-27a-3p
chr15:85113872-85121014,miR-27b-3p
chr15:85113872-85121014,miR-29a-3p
chr15:85113872-85121014,miR-29b-3p
chr15:85113872-85121014,miR-29c-3p
chr15:85113872-85121014,miR-301-3p
chr15:85113872-85121014,miR-3074-5p
chr15:85113872-85121014,miR-3124-3p
chr15:85113872-85121014,miR-3129-3p
chr15:85113872-85121014,miR-3133
chr15:85113872-85121014,miR-3157-5p
chr15:85113872-85121014,miR-3158-3p
chr15:85113872-85121014,miR-3161
chr15:85113872-85121014,miR-3175
chr15:85113872-85121014,miR-3180-5p
chr15:85113872-85121014,miR-3183
chr15:85113872-85121014,miR-3183
chr15:85113872-85121014,miR-3187-5p
chr15:85113872-85121014,miR-3187-5p
chr15:85113872-85121014,miR-3189-3p
chr15:85113872-85121014,miR-3199
chr15:85113872-85121014,miR-3199
chr15:85113872-85121014,miR-32-5p
chr15:85113872-85121014,miR-338-3p
chr15:85113872-85121014,miR-33a-5p
chr15:85113872-85121014,miR-33b-5p
chr15:85113872-85121014,miR-340-5p
chr15:85113872-85121014,miR-345-3p
chr15:85113872-85121014,miR-345-5p
chr15:85113872-85121014,miR-34a-5p
chr15:85113872-85121014,miR-34b-5p
chr15:85113872-85121014,miR-34c-5p
chr15:85113872-85121014,miR-3606-3p
chr15:85113872-85121014,miR-3615
chr15:85113872-85121014,miR-3617-3p
chr15:85113872-85121014,miR-3619-5p
chr15:85113872-85121014,miR-3622b-5p
chr15:85113872-85121014,miR-3622b-5p
chr15:85113872-85121014,miR-363-3p
chr15:85113872-85121014,miR-363-5p
chr15:85113872-85121014,miR-3654
chr15:85113872-85121014,miR-3657
chr15:85113872-85121014,miR-3659
chr15:85113872-85121014,miR-365a-5p
chr15:85113872-85121014,miR-365a-5p
chr15:85113872-85121014,miR-365b-5p
chr15:85113872-85121014,miR-365b-5p
chr15:85113872-85121014,miR-367-3p
chr15:85113872-85121014,miR-3672
chr15:85113872-85121014,miR-3678-5p
chr15:85113872-85121014,miR-3682-3p
chr15:85113872-85121014,miR-374a-3p
chr15:85113872-85121014,miR-374b-3p
chr15:85113872-85121014,miR-378g
chr15:85113872-85121014,miR-380-3p
chr15:85113872-85121014,miR-3913-3p
chr15:85113872-85121014,miR-3922-5p
chr15:85113872-85121014,miR-3925-3p
chr15:85113872-85121014,miR-3938
chr15:85113872-85121014,miR-3942-5p
chr15:85113872-85121014,miR-3943
chr15:85113872-85121014,miR-3944-5p
chr15:85113872-85121014,miR-3974
chr15:85113872-85121014,miR-410-3p
chr15:85113872-85121014,miR-410-3p
chr15:85113872-85121014,miR-421
chr15:85113872-85121014,miR-424-5p
chr15:85113872-85121014,miR-4265
chr15:85113872-85121014,miR-4267
chr15:85113872-85121014,miR-4269
chr15:85113872-85121014,miR-4291
chr15:85113872-85121014,miR-4296
chr15:85113872-85121014,miR-4298
chr15:85113872-85121014,miR-4298
chr15:85113872-85121014,miR-4299
chr15:85113872-85121014,miR-4302
chr15:85113872-85121014,miR-4306
chr15:85113872-85121014,miR-4307
chr15:85113872-85121014,miR-4310
chr15:85113872-85121014,miR-4310
chr15:85113872-85121014,miR-4318
chr15:85113872-85121014,miR-4319
chr15:85113872-85121014,miR-432-5p
chr15:85113872-85121014,miR-4322
chr15:85113872-85121014,miR-4435
chr15:85113872-85121014,miR-4436b-3p
chr15:85113872-85121014,miR-4438
chr15:85113872-85121014,miR-4443
chr15:85113872-85121014,miR-4446-3p
chr15:85113872-85121014,miR-4450
chr15:85113872-85121014,miR-4456
chr15:85113872-85121014,miR-4460
chr15:85113872-85121014,miR-4476
chr15:85113872-85121014,miR-4483
chr15:85113872-85121014,miR-4486
chr15:85113872-85121014,miR-4493
chr15:85113872-85121014,miR-449a
chr15:85113872-85121014,miR-449b-5p
chr15:85113872-85121014,miR-449c-5p
chr15:85113872-85121014,miR-4502
chr15:85113872-85121014,miR-4514
chr15:85113872-85121014,miR-4519
chr15:85113872-85121014,miR-4520-2-3p
chr15:85113872-85121014,miR-4530
chr15:85113872-85121014,miR-4531
chr15:85113872-85121014,miR-4531
chr15:85113872-85121014,miR-4533
chr15:85113872-85121014,miR-4536-5p
chr15:85113872-85121014,miR-454-3p
chr15:85113872-85121014,miR-4632-5p
chr15:85113872-85121014,miR-4642
chr15:85113872-85121014,miR-4644
chr15:85113872-85121014,miR-4648
chr15:85113872-85121014,miR-4658
chr15:85113872-85121014,miR-4660
chr15:85113872-85121014,miR-4667-5p
chr15:85113872-85121014,miR-4669
chr15:85113872-85121014,miR-4670-5p
chr15:85113872-85121014,miR-4672
chr15:85113872-85121014,miR-4683
chr15:85113872-85121014,miR-4692
chr15:85113872-85121014,miR-4699-3p
chr15:85113872-85121014,miR-4700-5p
chr15:85113872-85121014,miR-4708-5p
chr15:85113872-85121014,miR-4712-3p
chr15:85113872-85121014,miR-4712-5p
chr15:85113872-85121014,miR-4713-5p
chr15:85113872-85121014,miR-4716-5p
chr15:85113872-85121014,miR-4723-3p
chr15:85113872-85121014,miR-4723-3p
chr15:85113872-85121014,miR-4726-3p
chr15:85113872-85121014,miR-4732-3p
chr15:85113872-85121014,miR-4732-3p
chr15:85113872-85121014,miR-4742-5p
chr15:85113872-85121014,miR-4745-3p
chr15:85113872-85121014,miR-4750-3p
chr15:85113872-85121014,miR-4751
chr15:85113872-85121014,miR-4753-5p
chr15:85113872-85121014,miR-4758-5p
chr15:85113872-85121014,miR-4765
chr15:85113872-85121014,miR-4775
chr15:85113872-85121014,miR-4777-3p
chr15:85113872-85121014,miR-4786-5p
chr15:85113872-85121014,miR-4790-3p
chr15:85113872-85121014,miR-4795-3p
chr15:85113872-85121014,miR-4800-3p
chr15:85113872-85121014,miR-4802-3p
chr15:85113872-85121014,miR-488-3p
chr15:85113872-85121014,miR-489-5p
chr15:85113872-85121014,miR-493-5p
chr15:85113872-85121014,miR-497-5p
chr15:85113872-85121014,miR-5003-3p
chr15:85113872-85121014,miR-5011-5p
chr15:85113872-85121014,miR-504-5p.1
chr15:85113872-85121014,miR-5088-5p
chr15:85113872-85121014,miR-5095
chr15:85113872-85121014,miR-510-3p
chr15:85113872-85121014,miR-511-3p
chr15:85113872-85121014,miR-513a-3p
chr15:85113872-85121014,miR-513a-5p
chr15:85113872-85121014,miR-513a-5p
chr15:85113872-85121014,miR-513c-3p
chr15:85113872-85121014,miR-513c-5p
chr15:85113872-85121014,miR-514b-5p
chr15:85113872-85121014,miR-517-5p
chr15:85113872-85121014,miR-5189-5p
chr15:85113872-85121014,miR-5189-5p
chr15:85113872-85121014,miR-519-3p
chr15:85113872-85121014,miR-5192
chr15:85113872-85121014,miR-5195-3p
chr15:85113872-85121014,miR-532-3p
chr15:85113872-85121014,miR-541-3p
chr15:85113872-85121014,miR-542-5p
chr15:85113872-85121014,miR-548q
chr15:85113872-85121014,miR-5583-5p
chr15:85113872-85121014,miR-5588-3p
chr15:85113872-85121014,miR-568
chr15:85113872-85121014,miR-5681a
chr15:85113872-85121014,miR-5682
chr15:85113872-85121014,miR-5692bc
chr15:85113872-85121014,miR-5693
chr15:85113872-85121014,miR-5700
chr15:85113872-85121014,miR-571
chr15:85113872-85121014,miR-5739
chr15:85113872-85121014,miR-574-5p
chr15:85113872-85121014,miR-585-5p
chr15:85113872-85121014,miR-590-3p
chr15:85113872-85121014,miR-597-3p
chr15:85113872-85121014,miR-599
chr15:85113872-85121014,miR-601
chr15:85113872-85121014,miR-604
chr15:85113872-85121014,miR-6072
chr15:85113872-85121014,miR-6081
chr15:85113872-85121014,miR-6083
chr15:85113872-85121014,miR-612
chr15:85113872-85121014,miR-612
chr15:85113872-85121014,miR-616-3p
chr15:85113872-85121014,miR-620
chr15:85113872-85121014,miR-624-3p
chr15:85113872-85121014,miR-629-3p
chr15:85113872-85121014,miR-635
chr15:85113872-85121014,miR-640
chr15:85113872-85121014,miR-647
chr15:85113872-85121014,miR-6499-3p
chr15:85113872-85121014,miR-6503-3p
chr15:85113872-85121014,miR-6507-3p
chr15:85113872-85121014,miR-6511a-5p
chr15:85113872-85121014,miR-6512-3p
chr15:85113872-85121014,miR-6515-5p
chr15:85113872-85121014,miR-653-5p
chr15:85113872-85121014,miR-654-5p
chr15:85113872-85121014,miR-659-3p
chr15:85113872-85121014,miR-664a-3p
chr15:85113872-85121014,miR-670-3p
chr15:85113872-85121014,miR-670-5p
chr15:85113872-85121014,miR-6715a-3p
chr15:85113872-85121014,miR-6715b-5p
chr15:85113872-85121014,miR-6718-5p
chr15:85113872-85121014,miR-6720-5p
chr15:85113872-85121014,miR-6721-5p
chr15:85113872-85121014,miR-6721-5p
chr15:85113872-85121014,miR-6730-5p
chr15:85113872-85121014,miR-6733-3p
chr15:85113872-85121014,miR-6733-3p
chr15:85113872-85121014,miR-6735-5p
chr15:85113872-85121014,miR-6742-3p
chr15:85113872-85121014,miR-6742-3p
chr15:85113872-85121014,miR-6745
chr15:85113872-85121014,miR-6748-5p
chr15:85113872-85121014,miR-6750-3p
chr15:85113872-85121014,miR-6756-5p
chr15:85113872-85121014,miR-6757-5p
chr15:85113872-85121014,miR-6759-5p
chr15:85113872-85121014,miR-6760-5p
chr15:85113872-85121014,miR-6762-3p
chr15:85113872-85121014,miR-6764-5p
chr15:85113872-85121014,miR-6766-5p
chr15:85113872-85121014,miR-6768-3p
chr15:85113872-85121014,miR-6768-5p
chr15:85113872-85121014,miR-6769a-5p
chr15:85113872-85121014,miR-6769b-3p
chr15:85113872-85121014,miR-6769b-3p
chr15:85113872-85121014,miR-6769b-5p
chr15:85113872-85121014,miR-6773-3p
chr15:85113872-85121014,miR-6774-5p
chr15:85113872-85121014,miR-6783-3p
chr15:85113872-85121014,miR-6790-3p
chr15:85113872-85121014,miR-6790-5p
chr15:85113872-85121014,miR-6793-3p
chr15:85113872-85121014,miR-6793-5p
chr15:85113872-85121014,miR-6794-5p
chr15:85113872-85121014,miR-6796-5p
chr15:85113872-85121014,miR-6800-3p
chr15:85113872-85121014,miR-6801-5p
chr15:85113872-85121014,miR-6808-5p
chr15:85113872-85121014,miR-6815-3p
chr15:85113872-85121014,miR-6816-3p
chr15:85113872-85121014,miR-6821-3p
chr15:85113872-85121014,miR-6822-3p
chr15:85113872-85121014,miR-6840-3p
chr15:85113872-85121014,miR-6845-3p
chr15:85113872-85121014,miR-6852-5p
chr15:85113872-85121014,miR-6852-5p
chr15:85113872-85121014,miR-6857-5p
chr15:85113872-85121014,miR-6860
chr15:85113872-85121014,miR-6860
chr15:85113872-85121014,miR-6864-3p
chr15:85113872-85121014,miR-6864-5p
chr15:85113872-85121014,miR-6867-3p
chr15:85113872-85121014,miR-6871-3p
chr15:85113872-85121014,miR-6871-5p
chr15:85113872-85121014,miR-6871-5p
chr15:85113872-85121014,miR-6876-5p
chr15:85113872-85121014,miR-6878-3p
chr15:85113872-85121014,miR-6879-5p
chr15:85113872-85121014,miR-6891-3p
chr15:85113872-85121014,miR-6893-5p
chr15:85113872-85121014,miR-6894-5p
chr15:85113872-85121014,miR-711
chr15:85113872-85121014,miR-7111-3p
chr15:85113872-85121014,miR-7151-3p
chr15:85113872-85121014,miR-7152-5p
chr15:85113872-85121014,miR-7154-3p
chr15:85113872-85121014,miR-7154-5p
chr15:85113872-85121014,miR-7156-3p
chr15:85113872-85121014,miR-7157-5p
chr15:85113872-85121014,miR-7157-5p
chr15:85113872-85121014,miR-760
chr15:85113872-85121014,miR-761
chr15:85113872-85121014,miR-765
chr15:85113872-85121014,miR-766-3p
chr15:85113872-85121014,miR-766-5p
chr15:85113872-85121014,miR-769-5p
chr15:85113872-85121014,miR-770-5p
chr15:85113872-85121014,miR-7843-5p
chr15:85113872-85121014,miR-7848-3p
chr15:85113872-85121014,miR-7855-5p
chr15:85113872-85121014,miR-7973
chr15:85113872-85121014,miR-7978
chr15:85113872-85121014,miR-8052
chr15:85113872-85121014,miR-8052
chr15:85113872-85121014,miR-8057
chr15:85113872-85121014,miR-8060
chr15:85113872-85121014,miR-8062
chr15:85113872-85121014,miR-8078
chr15:85113872-85121014,miR-8080
chr15:85113872-85121014,miR-8081
chr15:85113872-85121014,miR-8089
chr15:85113872-85121014,miR-874-3p
chr15:85113872-85121014,miR-875-5p
chr15:85113872-85121014,miR-885-3p
chr15:85113872-85121014,miR-885-3p
chr15:85113872-85121014,miR-922
chr15:85113872-85121014,miR-92a-2-5p
chr15:85113872-85121014,miR-92a-3p
chr15:85113872-85121014,miR-92b-3p
chr15:85113872-85121014,miR-939-3p
chr15:85113872-85121014,miR-939-3p
chr15:85113872-85121014,miR-940
chr15:85113872-85121014,miR-944
chr15:85113872-85121014,miR-99-5p
chr15:92937517-92939718,miR-103a-2-5p
chr15:92937517-92939718,miR-106a-3p
chr15:92937517-92939718,miR-10b-3p
chr15:92937517-92939718,miR-1197
chr15:92937517-92939718,miR-1199-5p
chr15:92937517-92939718,miR-1206
chr15:92937517-92939718,miR-1226-5p
chr15:92937517-92939718,miR-124-3p.1
chr15:92937517-92939718,miR-1266-3p
chr15:92937517-92939718,miR-1266-3p
chr15:92937517-92939718,miR-127-5p
chr15:92937517-92939718,miR-1271-3p
chr15:92937517-92939718,miR-1273h-5p
chr15:92937517-92939718,miR-1276
chr15:92937517-92939718,miR-1285-3p
chr15:92937517-92939718,miR-129-5p
chr15:92937517-92939718,miR-129-5p
chr15:92937517-92939718,miR-1290
chr15:92937517-92939718,miR-1298-3p
chr15:92937517-92939718,miR-130b-5p
chr15:92937517-92939718,miR-143-3p
chr15:92937517-92939718,miR-145-3p
chr15:92937517-92939718,miR-1468-5p
chr15:92937517-92939718,miR-149-5p
chr15:92937517-92939718,miR-15-5p
chr15:92937517-92939718,miR-150-5p
chr15:92937517-92939718,miR-153-5p
chr15:92937517-92939718,miR-16-5p
chr15:92937517-92939718,miR-1910-3p
chr15:92937517-92939718,miR-193b-5p
chr15:92937517-92939718,miR-195-5p
chr15:92937517-92939718,miR-208-5p
chr15:92937517-92939718,miR-2115-3p
chr15:92937517-92939718,miR-2116-3p
chr15:92937517-92939718,miR-22-5p
chr15:92937517-92939718,miR-23-5p
chr15:92937517-92939718,miR-23a-5p
chr15:92937517-92939718,miR-23b-5p
chr15:92937517-92939718,miR-24-3p
chr15:92937517-92939718,miR-26b-3p
chr15:92937517-92939718,miR-26b-3p
chr15:92937517-92939718,miR-296-3p
chr15:92937517-92939718,miR-3064-5p
chr15:92937517-92939718,miR-3074-5p
chr15:92937517-92939718,miR-30b-3p
chr15:92937517-92939718,miR-30c-1-3p
chr15:92937517-92939718,miR-30c-2-3p
chr15:92937517-92939718,miR-3119
chr15:92937517-92939718,miR-3122
chr15:92937517-92939718,miR-3126-3p
chr15:92937517-92939718,miR-3130-3p
chr15:92937517-92939718,miR-3131
chr15:92937517-92939718,miR-3144-5p
chr15:92937517-92939718,miR-3166
chr15:92937517-92939718,miR-3182
chr15:92937517-92939718,miR-3187-5p
chr15:92937517-92939718,miR-3191-3p
chr15:92937517-92939718,miR-329-5p
chr15:92937517-92939718,miR-340-3p
chr15:92937517-92939718,miR-346
chr15:92937517-92939718,miR-34b-5p
chr15:92937517-92939718,miR-3680-3p
chr15:92937517-92939718,miR-3689a-3p
chr15:92937517-92939718,miR-3689b-3p
chr15:92937517-92939718,miR-3689c
chr15:92937517-92939718,miR-3692-3p
chr15:92937517-92939718,miR-3714
chr15:92937517-92939718,miR-371b-5p
chr15:92937517-92939718,miR-373-5p
chr15:92937517-92939718,miR-375
chr15:92937517-92939718,miR-3910
chr15:92937517-92939718,miR-3913-5p
chr15:92937517-92939718,miR-3927-3p
chr15:92937517-92939718,miR-3928-5p
chr15:92937517-92939718,miR-3977
chr15:92937517-92939718,miR-411-5p.1
chr15:92937517-92939718,miR-424-3p
chr15:92937517-92939718,miR-424-5p
chr15:92937517-92939718,miR-4284
chr15:92937517-92939718,miR-4299
chr15:92937517-92939718,miR-4300
chr15:92937517-92939718,miR-4303
chr15:92937517-92939718,miR-4303
chr15:92937517-92939718,miR-4311
chr15:92937517-92939718,miR-4312
chr15:92937517-92939718,miR-4312
chr15:92937517-92939718,miR-4314
chr15:92937517-92939718,miR-4326
chr15:92937517-92939718,miR-4326
chr15:92937517-92939718,miR-4432
